Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM721	1.224	1.081	0.048	0.055	0.131
PTP_WM721	1.234	1.085	0.051	0.057	0.099
PTP_WM721	1.234	1.085	0.050	0.057	0.122
PTP_WM721	1.223	1.081	0.050	0.055	0.088
PTP_WM721	1.236	1.084	0.051	0.057	0.102
PTP_WM721	1.239	1.086	0.051	0.058	0.116
PTP_WM721	1.221	1.082	0.048	0.055	0.129
PTP_WM721	1.238	1.084	0.051	0.057	0.103
PTP_WM721	1.230	1.083	0.052	0.056	0.078
PTP_WM721	1.223	1.082	0.049	0.055	0.113
PTP_WM722	1.223	1.082	0.048	0.055	0.130
PTP_WM721	1.240	1.085	0.052	0.057	0.095
PTP_WM721	1.232	1.082	0.051	0.055	0.081
PTP_WM724	1.233	1.083	0.051	0.056	0.094
PTP_WM721	1.238	1.086	0.052	0.057	0.102
PTP_WM721	1.235	1.084	0.051	0.056	0.098
PTP_WM721	1.217	1.080	0.047	0.054	0.122
PTP_WM722	1.234	1.084	0.051	0.057	0.102
PTP_WM721	1.236	1.085	0.052	0.057	0.099
PTP_WM721	1.232	1.084	0.048	0.056	0.140
PTP_WM721	1.222	1.081	0.047	0.055	0.135
PTP_WM721	1.237	1.084	0.052	0.057	0.080
PTP_WM721	1.231	1.083	0.050	0.056	0.105
PTP_WM721	1.237	1.085	0.051	0.057	0.102
PTP_WM721	1.228	1.082	0.049	0.055	0.105
PTP_WM721	1.241	1.086	0.052	0.058	0.098
PTP_WM722	1.224	1.081	0.048	0.055	0.127
PTP_WM721	1.226	1.082	0.048	0.055	0.122
PTP_WM722	1.236	1.087	0.052	0.058	0.101
PTP_WM721	1.241	1.085	0.050	0.057	0.131
PTP_WM721	1.223	1.081	0.048	0.055	0.118
PTP_WM722	1.234	1.084	0.051	0.056	0.094
PTP_WM721	1.234	1.085	0.051	0.057	0.099
PTP_WM722	1.231	1.084	0.050	0.056	0.104
PTP_WM721	1.235	1.085	0.052	0.057	0.099
PTP_WM721	1.235	1.084	0.050	0.057	0.111
PTP_WM721	1.225	1.083	0.049	0.056	0.113
PTP_WM724	1.234	1.083	0.052	0.056	0.070
PTP_WM721	1.213	1.080	0.046	0.053	0.137
PTP_WM723	1.235	1.084	0.051	0.057	0.105
PTP_WM721	1.237	1.085	0.051	0.057	0.104
