Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM10	1.616	1.233	0.153	0.156	0.018
TGCP_WM1	1.608	1.232	0.154	0.154	0.006
TGCP_WM1	1.614	1.234	0.154	0.156	0.016
TGCP_WM1	1.613	1.232	0.152	0.155	0.015
TGCP_WM1	1.615	1.232	0.154	0.155	0.009
TGCP_WM1	1.605	1.233	0.156	0.155	-0.003
TGCP_WM1	1.608	1.231	0.154	0.155	0.006
TGCP_WM1	1.607	1.234	0.154	0.156	0.014
TGCP_WM1	1.626	1.236	0.157	0.158	0.007
TGCP_WM1	1.617	1.231	0.153	0.155	0.013
TGCP_WM10	1.625	1.235	0.155	0.157	0.013
TGCP_WM1	1.620	1.234	0.156	0.157	0.006
TGCP_WM1	1.606	1.233	0.153	0.156	0.014
TGCP_WM11	1.613	1.230	0.153	0.154	0.008
TGCP_WM1	1.618	1.234	0.157	0.156	-0.002
TGCP_WM1	1.621	1.233	0.155	0.157	0.009
TGCP_WM1	1.609	1.232	0.154	0.155	0.008
TGCP_WM1	1.619	1.232	0.154	0.156	0.011
TGCP_WM10	1.611	1.231	0.151	0.154	0.023
TGCP_WM1	1.608	1.232	0.153	0.155	0.013
TGCP_WM1	1.605	1.231	0.152	0.154	0.016
TGCP_WM10	1.600	1.230	0.150	0.154	0.023
TGCP_WM1	1.623	1.232	0.154	0.156	0.016
TGCP_WM1	1.611	1.233	0.154	0.155	0.011
TGCP_WM1	1.609	1.233	0.155	0.156	0.005
TGCP_WM1	1.599	1.231	0.153	0.154	0.006
TGCP_WM11	1.622	1.233	0.156	0.157	0.002
TGCP_WM11	1.626	1.235	0.156	0.157	0.005
TGCP_WM1	1.608	1.234	0.156	0.156	0.003
TGCP_WM10	1.622	1.232	0.153	0.155	0.015
TGCP_WM1	1.617	1.232	0.153	0.156	0.019
TGCP_WM1	1.607	1.232	0.154	0.155	0.008
TGCP_WM10	1.616	1.232	0.152	0.155	0.022
TGCP_WM1	1.609	1.229	0.152	0.154	0.013
TGCP_WM11	1.622	1.236	0.156	0.158	0.010
TGCP_WM10	1.606	1.230	0.151	0.154	0.021
TGCP_WM10	1.621	1.233	0.154	0.156	0.015
TGCP_WM10	1.594	1.228	0.150	0.152	0.016
TGCP_WM1	1.613	1.231	0.153	0.155	0.009
TGCP_WM1	1.621	1.235	0.156	0.158	0.011
TGCP_WM1	1.626	1.234	0.155	0.157	0.011
TGCP_WM1	1.612	1.230	0.151	0.154	0.017
TGCP_WM1	1.609	1.230	0.154	0.154	0.004
TGCP_WM1	1.623	1.233	0.154	0.156	0.018
TGCP_WM1	1.617	1.234	0.155	0.157	0.013
TGCP_WM1	1.616	1.234	0.154	0.156	0.011
TGCP_WM1	1.604	1.233	0.154	0.155	0.005
TGCP_WM1	1.623	1.235	0.155	0.157	0.013
TGCP_WM1	1.607	1.231	0.152	0.154	0.012
TGCP_WM1	1.619	1.235	0.155	0.157	0.016
TGCP_WM11	1.616	1.235	0.155	0.157	0.011
TGCP_WM1	1.615	1.235	0.156	0.156	0.002
TGCP_WM1	1.628	1.235	0.156	0.158	0.011
TGCP_WM10	1.612	1.232	0.153	0.155	0.016
TGCP_WM1	1.610	1.233	0.154	0.156	0.015
TGCP_WM1	1.616	1.230	0.152	0.154	0.013
TGCP_WM1	1.602	1.232	0.153	0.155	0.013
TGCP_WM10	1.611	1.230	0.152	0.155	0.019
TGCP_WM1	1.594	1.228	0.152	0.152	0.003
TGCP_WM1	1.625	1.235	0.155	0.157	0.014
TGCP_WM10	1.621	1.234	0.156	0.156	0.006
TGCP_WM1	1.620	1.235	0.156	0.157	0.005
TGCP_WM1	1.617	1.234	0.155	0.156	0.009
TGCP_WM1	1.601	1.232	0.153	0.154	0.007
TGCP_WM10	1.625	1.234	0.154	0.157	0.017
TGCP_WM10	1.619	1.233	0.154	0.156	0.009
TGCP_WM1	1.622	1.235	0.155	0.157	0.012
TGCP_WM10	1.601	1.231	0.152	0.154	0.013
TGCP_WM1	1.625	1.234	0.153	0.157	0.024
TGCP_WM1	1.613	1.235	0.156	0.157	0.006
TGCP_WM1	1.612	1.232	0.154	0.155	0.011
TGCP_WM11	1.628	1.237	0.158	0.158	0.000
TGCP_WM1	1.619	1.234	0.155	0.156	0.005
TGCP_WM10	1.618	1.233	0.154	0.156	0.011
TGCP_WM1	1.625	1.235	0.156	0.158	0.008
TGCP_WM1	1.616	1.229	0.153	0.154	0.004
TGCP_WM1	1.621	1.234	0.155	0.157	0.012
TGCP_WM1	1.619	1.234	0.155	0.156	0.010
TGCP_WM10	1.610	1.232	0.154	0.155	0.007
TGCP_WM1	1.610	1.233	0.155	0.156	0.008
TGCP_WM1	1.616	1.233	0.155	0.155	0.003
