Population	Num	Eff_num	Ho	Hs	Gis
STT_WM183	1.555	1.180	0.111	0.124	0.104
STT_WM184	1.553	1.182	0.116	0.125	0.074
STT_WM183	1.564	1.184	0.118	0.127	0.073
STT_WM183	1.548	1.180	0.112	0.124	0.094
STT_WM185	1.563	1.184	0.115	0.126	0.092
STT_WM184	1.550	1.181	0.113	0.124	0.089
STT_WM183	1.560	1.181	0.114	0.125	0.091
STT_WM183	1.552	1.181	0.115	0.124	0.075
STT_WM183	1.552	1.181	0.113	0.125	0.096
STT_WM183	1.558	1.185	0.117	0.127	0.073
STT_WM183	1.565	1.184	0.116	0.127	0.082
STT_WM183	1.568	1.185	0.119	0.127	0.064
STT_WM183	1.551	1.180	0.113	0.124	0.085
STT_WM183	1.566	1.186	0.119	0.127	0.068
STT_WM184	1.552	1.180	0.114	0.124	0.080
STT_WM183	1.561	1.183	0.115	0.126	0.087
STT_WM184	1.561	1.184	0.116	0.126	0.081
STT_WM183	1.564	1.183	0.117	0.126	0.077
STT_WM183	1.575	1.187	0.119	0.129	0.076
STT_WM184	1.548	1.179	0.112	0.123	0.093
STT_WM183	1.555	1.183	0.117	0.126	0.071
STT_WM183	1.545	1.179	0.111	0.123	0.099
STT_WM184	1.536	1.178	0.110	0.122	0.094
STT_WM183	1.557	1.181	0.116	0.125	0.075
STT_WM183	1.578	1.187	0.121	0.129	0.061
STT_WM183	1.540	1.180	0.113	0.123	0.081
STT_WM183	1.556	1.182	0.114	0.125	0.084
STT_WM183	1.550	1.181	0.114	0.125	0.083
STT_WM183	1.567	1.183	0.115	0.127	0.095
STT_WM183	1.562	1.185	0.118	0.127	0.073
STT_WM183	1.544	1.178	0.112	0.123	0.091
STT_WM183	1.566	1.185	0.118	0.128	0.074
STT_WM183	1.546	1.179	0.112	0.123	0.093
STT_WM184	1.565	1.185	0.117	0.127	0.083
STT_WM183	1.569	1.185	0.117	0.127	0.085
STT_WM183	1.563	1.182	0.116	0.126	0.080
STT_WM183	1.570	1.185	0.117	0.127	0.080
STT_WM183	1.566	1.186	0.118	0.128	0.078
STT_WM183	1.572	1.186	0.119	0.128	0.073
STT_WM183	1.554	1.182	0.116	0.125	0.074
STT_WM184	1.574	1.187	0.120	0.129	0.072
STT_WM183	1.549	1.178	0.112	0.123	0.094
STT_WM183	1.541	1.178	0.111	0.122	0.095
STT_WM183	1.547	1.180	0.113	0.124	0.088
STT_WM184	1.563	1.185	0.117	0.127	0.082
STT_WM185	1.533	1.176	0.109	0.121	0.098
STT_WM183	1.574	1.187	0.120	0.129	0.064
STT_WM183	1.555	1.183	0.114	0.126	0.090
STT_WM184	1.574	1.187	0.119	0.129	0.073
STT_WM183	1.575	1.186	0.119	0.129	0.076
STT_WM183	1.554	1.181	0.115	0.125	0.078
STT_WM184	1.558	1.180	0.112	0.125	0.100
STT_WM183	1.559	1.181	0.114	0.125	0.089
STT_WM183	1.563	1.183	0.117	0.126	0.072
STT_WM183	1.575	1.188	0.120	0.129	0.070
STT_WM183	1.531	1.174	0.108	0.120	0.102
STT_WM183	1.552	1.180	0.113	0.124	0.088
STT_WM184	1.566	1.184	0.118	0.127	0.066
STT_WM183	1.554	1.183	0.116	0.126	0.078
STT_WM184	1.557	1.181	0.114	0.125	0.086
STT_WM183	1.562	1.182	0.115	0.126	0.086
STT_WM183	1.556	1.181	0.113	0.125	0.095
STT_WM183	1.544	1.179	0.113	0.123	0.082
STT_WM183	1.568	1.185	0.118	0.127	0.071
STT_WM184	1.567	1.187	0.120	0.128	0.064
STT_WM183	1.549	1.180	0.113	0.124	0.084
STT_WM183	1.547	1.179	0.114	0.123	0.077
STT_WM183	1.564	1.185	0.118	0.127	0.073
STT_WM183	1.565	1.186	0.118	0.128	0.077
STT_WM183	1.564	1.182	0.116	0.126	0.081
STT_WM184	1.562	1.185	0.118	0.127	0.073
STT_WM183	1.537	1.179	0.110	0.123	0.099
STT_WM183	1.565	1.186	0.118	0.128	0.072
STT_WM183	1.557	1.181	0.114	0.125	0.086
STT_WM183	1.569	1.185	0.120	0.128	0.062
STT_WM183	1.566	1.185	0.118	0.127	0.074
STT_WM183	1.575	1.187	0.120	0.129	0.069
STT_WM183	1.542	1.180	0.113	0.124	0.082
STT_WM183	1.575	1.185	0.119	0.128	0.076
STT_WM184	1.561	1.183	0.114	0.126	0.094
STT_WM183	1.576	1.186	0.118	0.129	0.080
STT_WM184	1.560	1.181	0.115	0.125	0.078
STT_WM183	1.577	1.187	0.120	0.129	0.068
STT_WM183	1.577	1.187	0.121	0.129	0.066
STT_WM184	1.549	1.181	0.113	0.124	0.094
STT_WM183	1.554	1.181	0.114	0.125	0.089
STT_WM184	1.557	1.183	0.115	0.126	0.085
STT_WM183	1.577	1.187	0.120	0.129	0.068
STT_WM184	1.564	1.187	0.120	0.128	0.066
STT_WM183	1.550	1.180	0.114	0.124	0.084
STT_WM183	1.568	1.188	0.121	0.129	0.058
STT_WM183	1.551	1.181	0.114	0.125	0.086
STT_WM183	1.565	1.186	0.118	0.128	0.075
STT_WM183	1.564	1.185	0.118	0.127	0.069
STT_WM184	1.561	1.183	0.116	0.126	0.081
STT_WM183	1.554	1.182	0.114	0.125	0.086
STT_WM183	1.562	1.183	0.115	0.126	0.085
STT_WM183	1.553	1.180	0.114	0.124	0.080
STT_WM183	1.571	1.185	0.117	0.127	0.083
STT_WM184	1.570	1.185	0.117	0.128	0.083
