Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.167525	0.063753	0.000000	0.187538
MPO_WM482	0.167258	0.064333	0.000000	0.188135
MPO_WM482	0.166305	0.064236	0.000000	0.189554
MPO_WM482	0.168811	0.064576	0.000000	0.189426
MPO_WM483	0.167110	0.064310	0.000000	0.188670
MPO_WM482	0.166687	0.063992	0.000000	0.189279
MPO_WM482	0.166690	0.064833	0.000000	0.189952
MPO_WM482	0.166726	0.063692	0.000000	0.187768
MPO_WM483	0.167814	0.064283	0.000000	0.189738
MPO_WM482	0.167737	0.062533	0.000000	0.189135
MPO_WM482	0.167933	0.063560	0.000000	0.189846
MPO_WM482	0.166100	0.064659	0.000000	0.189639
MPO_WM482	0.166078	0.064088	0.000000	0.190374
MPO_WM482	0.166647	0.064860	0.000000	0.189549
MPO_WM483	0.166808	0.063431	0.000000	0.188492
MPO_WM482	0.169064	0.064527	0.000000	0.191492
MPO_WM482	0.166699	0.064460	0.000000	0.189383
MPO_WM482	0.167909	0.064571	0.000000	0.190387
MPO_WM482	0.168529	0.064497	0.000000	0.189049
MPO_WM482	0.166805	0.065024	0.000000	0.190359
MPO_WM482	0.167297	0.064987	0.000000	0.189861
MPO_WM482	0.167602	0.064026	0.000000	0.189299
MPO_WM482	0.167412	0.065172	0.000000	0.188392
MPO_WM482	0.167235	0.064252	0.000000	0.187660
MPO_WM482	0.168166	0.063758	0.000000	0.188465
MPO_WM482	0.167079	0.063199	0.000000	0.187626
MPO_WM482	0.166292	0.064605	0.000000	0.190039
MPO_WM482	0.168841	0.065078	0.000000	0.191988
MPO_WM482	0.167159	0.065821	0.000000	0.188935
MPO_WM482	0.168784	0.064431	0.000000	0.190977
MPO_WM482	0.168027	0.065311	0.000000	0.190451
MPO_WM482	0.165945	0.063862	0.000000	0.188516
MPO_WM482	0.165401	0.064301	0.000000	0.188873
MPO_WM483	0.166701	0.064817	0.000000	0.190148
MPO_WM482	0.168287	0.063555	0.000000	0.189546
MPO_WM482	0.166519	0.064303	0.000000	0.189736
MPO_WM482	0.169423	0.065601	0.000000	0.191080
MPO_WM482	0.167941	0.065927	0.000000	0.190515
MPO_WM482	0.166239	0.062849	0.000000	0.187283
MPO_WM482	0.168508	0.064114	0.000000	0.189247
MPO_WM482	0.166665	0.065154	0.000000	0.189286
MPO_WM482	0.167998	0.065113	0.000000	0.190973
MPO_WM482	0.166552	0.063455	0.000000	0.189537
MPO_WM482	0.166988	0.064125	0.000000	0.188922
MPO_WM482	0.166362	0.066140	0.000000	0.189684
MPO_WM482	0.166799	0.063523	0.000000	0.189052
MPO_WM482	0.166903	0.066470	0.000000	0.191134
MPO_WM482	0.166461	0.064884	0.000000	0.188086
MPO_WM482	0.166965	0.065841	0.000000	0.189782
MPO_WM482	0.168372	0.065346	0.000000	0.191048
MPO_WM482	0.169017	0.065225	0.000000	0.190226
MPO_WM482	0.166406	0.063348	0.000000	0.190089
MPO_WM483	0.168782	0.064893	0.000000	0.190813
MPO_WM482	0.167848	0.065455	0.000000	0.190289
MPO_WM482	0.165875	0.064580	0.000000	0.189007
MPO_WM482	0.167148	0.063422	0.000000	0.190337
MPO_WM482	0.168256	0.065055	0.000000	0.189768
MPO_WM482	0.167567	0.064196	0.000000	0.188841
MPO_WM482	0.167631	0.063519	0.000000	0.188902
MPO_WM482	0.167316	0.063689	0.000000	0.189365
MPO_WM482	0.165564	0.064908	0.000000	0.189338
MPO_WM483	0.167268	0.064986	0.000000	0.190143
MPO_WM482	0.166378	0.065123	0.000000	0.189148
MPO_WM482	0.166570	0.064425	0.000000	0.188638
MPO_WM482	0.166606	0.064581	0.000000	0.189753
MPO_WM482	0.167478	0.064935	0.000000	0.190529
MPO_WM482	0.168959	0.063508	0.000000	0.189305
MPO_WM483	0.168003	0.063381	0.000000	0.189104
MPO_WM482	0.166970	0.064601	0.000000	0.191210
MPO_WM482	0.167680	0.065216	0.000000	0.189446
MPO_WM482	0.167911	0.064531	0.000000	0.188807
MPO_WM482	0.167418	0.062706	0.000000	0.188364
MPO_WM482	0.166811	0.063749	0.000000	0.189890
MPO_WM482	0.166661	0.064623	0.000000	0.189093
MPO_WM482	0.167429	0.065296	0.000000	0.188385
MPO_WM482	0.168165	0.064475	0.000000	0.189343
MPO_WM482	0.167282	0.065789	0.000000	0.188800
MPO_WM482	0.166110	0.063878	0.000000	0.190305
MPO_WM483	0.167997	0.063609	0.000000	0.188691
MPO_WM482	0.167711	0.064254	0.000000	0.189296
MPO_WM482	0.167717	0.064545	0.000000	0.188603
MPO_WM482	0.165666	0.063700	0.000000	0.189699
MPO_WM482	0.166349	0.064562	0.000000	0.188742
MPO_WM482	0.166672	0.065632	0.000000	0.188250
MPO_WM482	0.167356	0.064400	0.000000	0.189937
MPO_WM482	0.167533	0.064476	0.000000	0.189557
MPO_WM482	0.167237	0.064697	0.000000	0.191098
MPO_WM482	0.167409	0.064641	0.000000	0.189550
MPO_WM482	0.166349	0.064554	0.000000	0.188134
MPO_WM482	0.167311	0.065114	0.000000	0.189106
MPO_WM482	0.168525	0.064174	0.000000	0.189612
MPO_WM482	0.167666	0.065120	0.000000	0.189474
MPO_WM482	0.168439	0.064241	0.000000	0.188707
MPO_WM482	0.166003	0.064415	0.000000	0.188696
MPO_WM482	0.166311	0.063761	0.000000	0.189121
MPO_WM482	0.167230	0.064329	0.000000	0.189320
MPO_WM482	0.166235	0.065968	0.000000	0.188778
MPO_WM482	0.168139	0.064551	0.000000	0.190164
MPO_WM482	0.166953	0.065409	0.000000	0.190741
MPO_WM482	0.168608	0.063644	0.000000	0.188044
