Population	Num	Eff_num	Ho	Hs	Gis
STT_WM186	1.186	1.132	0.088	0.108	0.183
STT_WM193	1.228	1.160	0.117	0.127	0.074
STT_WM191	1.210	1.146	0.111	0.115	0.034
STT_WM192	1.221	1.156	0.110	0.125	0.120
STT_WM198	1.250	1.175	0.126	0.140	0.100
STT_WM192	1.217	1.152	0.108	0.122	0.118
STT_WM187	1.200	1.143	0.097	0.116	0.162
STT_WM191	1.186	1.131	0.090	0.106	0.157
STT_WM199	1.272	1.188	0.148	0.146	-0.015
STT_WM186	1.188	1.130	0.089	0.108	0.176
STT_WM197	1.245	1.173	0.123	0.139	0.114
STT_WM188	1.212	1.149	0.110	0.118	0.064
STT_WM190	1.179	1.126	0.084	0.104	0.186
STT_WM186	1.174	1.123	0.081	0.102	0.201
STT_WM185	1.206	1.145	0.102	0.117	0.124
STT_WM184	1.262	1.181	0.138	0.142	0.029
STT_WM197	1.238	1.165	0.126	0.129	0.023
STT_WM196	1.224	1.155	0.119	0.122	0.023
STT_WM183	1.202	1.143	0.102	0.114	0.107
STT_WM191	1.196	1.139	0.101	0.110	0.083
STT_WM191	1.181	1.126	0.088	0.103	0.146
STT_WM189	1.242	1.169	0.125	0.134	0.068
STT_WM186	1.221	1.153	0.110	0.124	0.114
STT_WM196	1.227	1.159	0.115	0.127	0.092
STT_WM186	1.174	1.123	0.081	0.102	0.201
STT_WM188	1.248	1.173	0.132	0.135	0.025
STT_WM185	1.193	1.138	0.092	0.112	0.177
STT_WM185	1.190	1.136	0.095	0.109	0.132
STT_WM197	1.235	1.164	0.124	0.129	0.041
STT_WM191	1.221	1.153	0.116	0.120	0.030
STT_WM198	1.250	1.175	0.126	0.140	0.100
STT_WM191	1.225	1.158	0.115	0.126	0.091
STT_WM193	1.206	1.143	0.106	0.114	0.064
STT_WM199	1.280	1.194	0.156	0.149	-0.050
STT_WM200	1.264	1.185	0.141	0.144	0.023
STT_WM185	1.182	1.129	0.093	0.102	0.097
STT_WM190	1.201	1.140	0.103	0.111	0.078
STT_WM190	1.228	1.157	0.119	0.124	0.042
STT_WM186	1.198	1.140	0.096	0.114	0.153
STT_WM198	1.243	1.169	0.129	0.132	0.028
STT_WM193	1.238	1.168	0.116	0.136	0.146
STT_WM189	1.238	1.167	0.124	0.132	0.056
STT_WM196	1.224	1.157	0.114	0.125	0.085
STT_WM190	1.219	1.150	0.113	0.120	0.059
STT_WM190	1.188	1.133	0.094	0.107	0.122
STT_WM184	1.218	1.153	0.113	0.121	0.069
STT_WM198	1.243	1.171	0.128	0.134	0.041
STT_WM197	1.235	1.164	0.124	0.129	0.041
STT_WM197	1.245	1.173	0.123	0.139	0.114
STT_WM195	1.225	1.156	0.110	0.126	0.125
STT_WM197	1.237	1.164	0.128	0.128	-0.005
STT_WM195	1.192	1.137	0.094	0.110	0.147
STT_WM184	1.204	1.142	0.110	0.110	-0.002
STT_WM201	1.278	1.192	0.145	0.152	0.046
STT_WM188	1.202	1.143	0.101	0.115	0.127
STT_WM188	1.227	1.159	0.120	0.124	0.034
STT_WM191	1.181	1.126	0.088	0.103	0.146
STT_WM200	1.282	1.195	0.152	0.152	-0.002
STT_WM190	1.219	1.150	0.113	0.120	0.059
STT_WM186	1.180	1.127	0.085	0.105	0.193
STT_WM186	1.180	1.127	0.085	0.105	0.193
STT_WM184	1.205	1.145	0.100	0.118	0.153
STT_WM184	1.247	1.170	0.130	0.134	0.025
STT_WM188	1.214	1.150	0.110	0.119	0.079
STT_WM194	1.247	1.170	0.126	0.136	0.072
STT_WM185	1.173	1.124	0.081	0.102	0.213
STT_WM194	1.247	1.170	0.126	0.136	0.072
STT_WM193	1.190	1.134	0.090	0.110	0.180
STT_WM184	1.222	1.156	0.116	0.123	0.055
STT_WM185	1.219	1.152	0.112	0.121	0.081
STT_WM191	1.199	1.140	0.104	0.110	0.051
STT_WM185	1.190	1.136	0.095	0.109	0.132
STT_WM185	1.167	1.119	0.080	0.097	0.176
STT_WM202	1.267	1.185	0.148	0.142	-0.042
STT_WM202	1.246	1.173	0.134	0.133	-0.007
STT_WM197	1.245	1.173	0.123	0.139	0.114
STT_WM188	1.214	1.150	0.110	0.119	0.079
STT_WM192	1.182	1.129	0.084	0.107	0.212
STT_WM186	1.178	1.126	0.083	0.104	0.198
STT_WM187	1.209	1.145	0.105	0.117	0.102
STT_WM199	1.280	1.194	0.156	0.149	-0.050
STT_WM186	1.249	1.170	0.126	0.137	0.077
STT_WM189	1.238	1.167	0.124	0.132	0.056
STT_WM199	1.248	1.173	0.137	0.133	-0.030
STT_WM186	1.178	1.126	0.083	0.104	0.198
STT_WM190	1.171	1.121	0.080	0.100	0.197
STT_WM189	1.188	1.134	0.099	0.104	0.047
STT_WM188	1.214	1.150	0.110	0.119	0.079
STT_WM194	1.213	1.149	0.108	0.119	0.094
STT_WM196	1.241	1.167	0.128	0.131	0.024
STT_WM185	1.217	1.152	0.110	0.122	0.097
STT_WM190	1.173	1.123	0.086	0.099	0.134
STT_WM191	1.192	1.136	0.099	0.108	0.084
STT_WM193	1.228	1.160	0.117	0.127	0.074
STT_WM184	1.200	1.140	0.096	0.115	0.158
STT_WM205	1.270	1.188	0.141	0.148	0.050
STT_WM192	1.217	1.152	0.108	0.122	0.118
STT_WM192	1.189	1.135	0.094	0.108	0.137
STT_WM193	1.196	1.137	0.099	0.110	0.101
STT_WM189	1.235	1.166	0.128	0.128	0.003
