Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM483	1.194	1.136	0.097	0.109	0.110
MPO_WM485	1.237	1.164	0.113	0.134	0.157
MPO_WM486	1.187	1.132	0.085	0.110	0.225
MPO_WM498	1.262	1.181	0.139	0.141	0.017
MPO_WM501	1.226	1.157	0.120	0.123	0.029
MPO_WM487	1.176	1.124	0.078	0.105	0.259
MPO_WM483	1.188	1.132	0.096	0.105	0.093
MPO_WM502	1.229	1.160	0.118	0.127	0.076
MPO_WM490	1.182	1.128	0.087	0.105	0.169
MPO_WM491	1.194	1.135	0.091	0.112	0.184
MPO_WM492	1.211	1.149	0.107	0.118	0.096
MPO_WM492	1.236	1.162	0.122	0.129	0.058
MPO_WM482	1.221	1.153	0.112	0.123	0.088
MPO_WM484	1.194	1.136	0.095	0.111	0.146
MPO_WM484	1.161	1.114	0.073	0.095	0.228
MPO_WM484	1.164	1.119	0.074	0.099	0.257
MPO_WM486	1.161	1.117	0.069	0.099	0.296
MPO_WM489	1.211	1.147	0.108	0.117	0.080
MPO_WM488	1.171	1.122	0.079	0.101	0.222
MPO_WM482	1.179	1.126	0.087	0.102	0.151
MPO_WM491	1.173	1.122	0.079	0.102	0.221
MPO_WM492	1.180	1.128	0.088	0.103	0.146
MPO_WM482	1.221	1.153	0.112	0.123	0.088
MPO_WM492	1.214	1.151	0.109	0.120	0.096
MPO_WM492	1.214	1.151	0.109	0.120	0.096
MPO_WM485	1.266	1.183	0.144	0.142	-0.013
MPO_WM489	1.215	1.149	0.108	0.120	0.100
MPO_WM484	1.179	1.126	0.085	0.103	0.181
MPO_WM492	1.199	1.140	0.108	0.108	-0.006
MPO_WM491	1.200	1.139	0.093	0.115	0.193
MPO_WM491	1.181	1.129	0.090	0.104	0.134
MPO_WM482	1.172	1.122	0.077	0.103	0.255
MPO_WM484	1.196	1.137	0.098	0.110	0.114
MPO_WM483	1.195	1.138	0.093	0.113	0.177
MPO_WM484	1.177	1.124	0.081	0.103	0.213
MPO_WM483	1.178	1.127	0.087	0.103	0.151
MPO_WM492	1.180	1.128	0.088	0.103	0.146
MPO_WM490	1.180	1.126	0.083	0.105	0.214
MPO_WM497	1.232	1.161	0.122	0.126	0.032
MPO_WM500	1.245	1.170	0.125	0.135	0.071
MPO_WM489	1.215	1.149	0.108	0.120	0.100
MPO_WM483	1.214	1.148	0.111	0.118	0.061
MPO_WM489	1.164	1.116	0.076	0.096	0.207
MPO_WM482	1.194	1.138	0.098	0.110	0.106
MPO_WM483	1.202	1.142	0.100	0.115	0.130
MPO_WM484	1.177	1.124	0.081	0.103	0.213
MPO_WM485	1.247	1.171	0.127	0.136	0.067
MPO_WM489	1.215	1.149	0.108	0.120	0.100
MPO_WM485	1.221	1.154	0.110	0.124	0.109
MPO_WM484	1.179	1.126	0.085	0.103	0.181
MPO_WM491	1.183	1.129	0.089	0.105	0.157
MPO_WM486	1.172	1.119	0.082	0.098	0.166
MPO_WM488	1.226	1.156	0.112	0.126	0.115
MPO_WM488	1.194	1.133	0.094	0.109	0.142
MPO_WM487	1.162	1.117	0.068	0.100	0.320
MPO_WM498	1.245	1.172	0.126	0.136	0.076
MPO_WM491	1.181	1.129	0.090	0.104	0.134
MPO_WM497	1.230	1.160	0.122	0.125	0.029
MPO_WM482	1.223	1.155	0.114	0.123	0.070
MPO_WM487	1.170	1.123	0.074	0.104	0.290
