Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM10	0.000000	0.168652	0.168444	0.185951
TGCP_WM1	0.000000	0.170754	0.165203	0.189382
TGCP_WM1	0.000000	0.168365	0.165285	0.186530
TGCP_WM1	0.000000	0.169162	0.167222	0.187124
TGCP_WM1	0.000000	0.172026	0.166257	0.187735
TGCP_WM1	0.000000	0.171923	0.165913	0.186355
TGCP_WM1	0.000000	0.168193	0.167687	0.184838
TGCP_WM1	0.000000	0.170667	0.164656	0.185141
TGCP_WM1	0.000000	0.169841	0.170313	0.185762
TGCP_WM1	0.000000	0.168174	0.165234	0.185635
TGCP_WM10	0.000000	0.170146	0.166010	0.185121
TGCP_WM1	0.000000	0.171395	0.165513	0.182956
TGCP_WM1	0.000000	0.171625	0.166429	0.190269
TGCP_WM11	0.000000	0.169452	0.166136	0.187835
TGCP_WM1	0.000000	0.174488	0.168411	0.191156
TGCP_WM1	0.000000	0.167764	0.167212	0.184054
TGCP_WM1	0.000000	0.171418	0.168010	0.190406
TGCP_WM1	0.000000	0.167292	0.165579	0.179570
TGCP_WM10	0.000000	0.168058	0.168154	0.190855
TGCP_WM1	0.000000	0.167862	0.166142	0.187925
TGCP_WM1	0.000000	0.170306	0.167083	0.188318
TGCP_WM10	0.000000	0.168154	0.169830	0.189019
TGCP_WM1	0.000000	0.170329	0.165445	0.181983
TGCP_WM1	0.000000	0.168779	0.167507	0.187726
TGCP_WM1	0.000000	0.170933	0.166664	0.188569
TGCP_WM1	0.000000	0.175489	0.171916	0.192696
TGCP_WM11	0.000000	0.169524	0.170160	0.185677
TGCP_WM11	0.000000	0.170700	0.167145	0.188668
TGCP_WM1	0.000000	0.166740	0.165579	0.181620
TGCP_WM10	0.000000	0.168669	0.166321	0.187618
TGCP_WM1	0.000000	0.170940	0.163273	0.186706
TGCP_WM1	0.000000	0.169811	0.169085	0.188766
TGCP_WM10	0.000000	0.169103	0.165262	0.186102
TGCP_WM1	0.000000	0.169628	0.166168	0.186319
TGCP_WM11	0.000000	0.166002	0.166168	0.185033
TGCP_WM10	0.000000	0.169300	0.166302	0.191968
TGCP_WM10	0.000000	0.168664	0.166725	0.188867
TGCP_WM10	0.000000	0.171455	0.169859	0.192215
TGCP_WM1	0.000000	0.170053	0.169979	0.193974
TGCP_WM1	0.000000	0.167736	0.166318	0.181766
TGCP_WM1	0.000000	0.170015	0.166785	0.185406
TGCP_WM1	0.000000	0.167027	0.166446	0.189289
TGCP_WM1	0.000000	0.168811	0.167379	0.187443
TGCP_WM1	0.000000	0.167725	0.164202	0.185670
TGCP_WM1	0.000000	0.167190	0.165563	0.184562
TGCP_WM1	0.000000	0.172879	0.167687	0.187687
TGCP_WM1	0.000000	0.169921	0.166622	0.187445
TGCP_WM1	0.000000	0.169049	0.166186	0.181699
TGCP_WM1	0.000000	0.167712	0.166806	0.189105
TGCP_WM1	0.000000	0.165498	0.163785	0.184285
