Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.168444	0.062502	0.000000	0.188413
MPO_WM482	0.165203	0.062021	0.000000	0.186181
MPO_WM484	0.165285	0.063522	0.000000	0.191486
MPO_WM483	0.167222	0.065459	0.000000	0.189500
MPO_WM482	0.166257	0.064130	0.000000	0.187609
MPO_WM482	0.165913	0.067717	0.000000	0.188959
MPO_WM482	0.167687	0.063097	0.000000	0.190874
MPO_WM482	0.164656	0.062542	0.000000	0.186952
MPO_WM483	0.170313	0.067169	0.000000	0.192829
MPO_WM482	0.165234	0.066943	0.000000	0.190819
MPO_WM482	0.166010	0.065557	0.000000	0.188088
MPO_WM482	0.165513	0.065152	0.000000	0.188253
MPO_WM482	0.166429	0.063863	0.000000	0.191493
MPO_WM482	0.166136	0.064482	0.000000	0.188933
MPO_WM483	0.168411	0.064806	0.000000	0.188674
MPO_WM482	0.167212	0.063098	0.000000	0.191323
MPO_WM482	0.168010	0.065343	0.000000	0.189064
MPO_WM482	0.165579	0.064086	0.000000	0.186352
MPO_WM482	0.168154	0.064114	0.000000	0.190106
MPO_WM483	0.166142	0.063458	0.000000	0.185349
MPO_WM483	0.167083	0.067784	0.000000	0.193985
MPO_WM482	0.169830	0.062661	0.000000	0.191967
MPO_WM482	0.165445	0.066034	0.000000	0.187727
MPO_WM483	0.167507	0.065557	0.000000	0.190748
MPO_WM482	0.166664	0.065942	0.000000	0.192847
MPO_WM482	0.171916	0.065905	0.000000	0.189622
MPO_WM483	0.170160	0.061359	0.000000	0.188312
MPO_WM482	0.167145	0.065136	0.000000	0.189643
MPO_WM484	0.165579	0.062161	0.000000	0.188997
MPO_WM482	0.166321	0.067629	0.000000	0.187643
MPO_WM482	0.163273	0.064065	0.000000	0.188442
MPO_WM482	0.169085	0.066749	0.000000	0.189276
MPO_WM482	0.165262	0.062902	0.000000	0.188600
MPO_WM482	0.166168	0.066522	0.000000	0.189445
MPO_WM483	0.166168	0.062948	0.000000	0.187405
MPO_WM482	0.166302	0.062308	0.000000	0.189246
MPO_WM482	0.166725	0.064762	0.000000	0.190708
MPO_WM482	0.169859	0.066053	0.000000	0.192206
MPO_WM482	0.169979	0.065425	0.000000	0.191864
MPO_WM482	0.166318	0.066381	0.000000	0.188705
MPO_WM483	0.166785	0.065894	0.000000	0.188169
MPO_WM482	0.166446	0.064576	0.000000	0.189743
MPO_WM482	0.167379	0.064676	0.000000	0.192787
MPO_WM482	0.164202	0.064147	0.000000	0.189795
MPO_WM482	0.165563	0.064946	0.000000	0.189647
MPO_WM482	0.167687	0.067675	0.000000	0.188695
MPO_WM483	0.166622	0.063211	0.000000	0.187918
MPO_WM482	0.166186	0.063767	0.000000	0.188808
MPO_WM482	0.166806	0.067098	0.000000	0.188435
MPO_WM482	0.163785	0.065327	0.000000	0.189579
MPO_WM484	0.165259	0.064617	0.000000	0.189963
MPO_WM482	0.170893	0.065877	0.000000	0.190545
MPO_WM482	0.165601	0.062499	0.000000	0.193722
MPO_WM482	0.166854	0.063444	0.000000	0.191273
MPO_WM482	0.165898	0.064764	0.000000	0.187994
MPO_WM482	0.165185	0.066191	0.000000	0.190085
MPO_WM482	0.168725	0.061521	0.000000	0.187261
MPO_WM483	0.167700	0.065742	0.000000	0.191038
MPO_WM482	0.166011	0.064771	0.000000	0.188435
MPO_WM482	0.169344	0.064139	0.000000	0.188985
MPO_WM484	0.166760	0.063124	0.000000	0.189693
MPO_WM482	0.169189	0.063021	0.000000	0.189982
MPO_WM482	0.167472	0.064941	0.000000	0.194810
