scenario      C1            C2            C3            C4            t2           CA2         HP0_1_1       HP0_1_2       HP0_1_3       HP0_1_4       HM1_1_1       HM1_1_2       HM1_1_3       HM1_1_4       HV1_1_1       HV1_1_2       HV1_1_3       HV1_1_4       HMO_1_1       HMO_1_2       HMO_1_3       HMO_1_4      FP0_1_1&2     FP0_1_1&3     FP0_1_1&4     FP0_1_2&3     FP0_1_2&4     FP0_1_3&4     FM1_1_1&2     FM1_1_1&3     FM1_1_1&4     FM1_1_2&3     FM1_1_2&4     FM1_1_3&4     FV1_1_1&2     FV1_1_1&3     FV1_1_1&4     FV1_1_2&3     FV1_1_2&4     FV1_1_3&4     FMO_1_1&2     FMO_1_1&3     FMO_1_1&4     FMO_1_2&3     FMO_1_2&4     FMO_1_3&4     NP0_1_1&2     NP0_1_1&3     NP0_1_1&4     NP0_1_2&3     NP0_1_2&4     NP0_1_3&4     NM1_1_1&2     NM1_1_1&3     NM1_1_1&4     NM1_1_2&3     NM1_1_2&4     NM1_1_3&4     NV1_1_1&2     NV1_1_1&3     NV1_1_1&4     NV1_1_2&3     NV1_1_2&4     NV1_1_3&4     NMO_1_1&2     NMO_1_1&3     NMO_1_1&4     NMO_1_2&3     NMO_1_2&4     NMO_1_3&4   
  2            8652          9943           779          1330           885          9997      0.327536      0.328623      0.775362      0.700000      0.184398      0.186579      0.335331      0.306515      0.028200      0.027839      0.023856      0.024651      0.124001      0.125265      0.075328      0.091954      0.311957      0.529710      0.535145      0.527899      0.534783      0.659058      0.037615      0.140539      0.121435      0.140942      0.117230      0.261501      0.002411      0.029456      0.021701      0.029165      0.019770      0.056583      0.025922      0.066094      0.056450      0.066539      0.054537      0.091810      0.073188      0.284783      0.275725      0.289855      0.281159      0.606884      0.009597      0.050779      0.038334      0.053549      0.039959      0.153233      0.000740      0.014157      0.008282      0.015504      0.009092      0.050834      0.008898      0.036318      0.027764      0.038028      0.028724      0.060460
  2            8430          9956          1147          1658          1192          9996      0.380797      0.352536      0.748551      0.698551      0.187883      0.188051      0.316364      0.314330      0.027951      0.028347      0.026076      0.025429      0.116337      0.121756      0.079550      0.094755      0.296014      0.546739      0.535145      0.527536      0.528623      0.656159      0.044245      0.150976      0.132390      0.143122      0.125009      0.243264      0.003470      0.033512      0.025381      0.030215      0.024349      0.052310      0.031180      0.068432      0.061542      0.067620      0.058926      0.085759      0.101812      0.325362      0.313043      0.295290      0.285507      0.588406      0.011597      0.057810      0.044850      0.052925      0.042433      0.134778      0.001131      0.018176      0.010846      0.015293      0.010870      0.044551      0.010425      0.039001      0.030810      0.037297      0.030318      0.055474
  2            9235          9987          1921          3701          1615          9995      0.421377      0.424638      0.727536      0.663406      0.187797      0.190076      0.300257      0.279379      0.029233      0.028725      0.026392      0.027693      0.108663      0.109363      0.081809      0.094037      0.341667      0.564855      0.547464      0.553261      0.549638      0.644565      0.052113      0.139324      0.114546      0.138846      0.103787      0.184817      0.005076      0.028004      0.018999      0.027662      0.015077      0.038987      0.034384      0.060626      0.051836      0.062028      0.046742      0.068771      0.151449      0.344203      0.315217      0.348188      0.321014      0.552899      0.014734      0.048940      0.033234      0.051926      0.031688      0.092710      0.001770      0.013078      0.006569      0.014566      0.005798      0.028664      0.012503      0.032095      0.022758      0.033846      0.021516      0.041484
  2            8407          9940          1846          4279          1360          9995      0.405072      0.410145      0.715942      0.605435      0.195144      0.192404      0.305145      0.272044      0.030089      0.027988      0.026508      0.026657      0.116097      0.113490      0.086679      0.107339      0.343841      0.560507      0.544928      0.561232      0.535145      0.617391      0.049182      0.138014      0.105893      0.132119      0.094082      0.160070      0.004130      0.026102      0.013831      0.026681      0.012963      0.028431      0.032324      0.060656      0.048189      0.057970      0.043734      0.066000      0.154710      0.332609      0.286957      0.342391      0.294203      0.513406      0.013616      0.045281      0.027369      0.046381      0.026006      0.076806      0.001443      0.011461      0.004246      0.013064      0.004426      0.019254      0.011514      0.030236      0.019535      0.030517      0.018355      0.037513
  2            7795          9886           455          2054           821          9997      0.330797      0.348913      0.838406      0.630435      0.184820      0.187207      0.328069      0.291827      0.027884      0.027688      0.023703      0.025822      0.123682      0.121888      0.053014      0.107849      0.330797      0.525362      0.533333      0.533696      0.526812      0.636957      0.036816      0.170972      0.101566      0.172223      0.098464      0.264443      0.002228      0.043838      0.015969      0.044485      0.015549      0.060869      0.024691      0.081150      0.047397      0.080308      0.046592      0.099645      0.093478      0.301449      0.252536      0.318841      0.263768      0.578986      0.009307      0.076240      0.027864      0.077825      0.029511      0.157545      0.000784      0.028978      0.005458      0.030182      0.005663      0.056410      0.008441      0.053258      0.020858      0.053011      0.021727      0.066386
  2            9962          9999          4364          4331          1777          9994      0.443478      0.461594      0.661594      0.664130      0.184525      0.187019      0.269023      0.275552      0.028315      0.027611      0.027422      0.026658      0.102692      0.100692      0.091039      0.092550      0.356159      0.562681      0.561232      0.553986      0.553623      0.628261      0.054120      0.107527      0.110090      0.099098      0.104566      0.126580      0.004822      0.015365      0.016192      0.015131      0.015975      0.020064      0.034943      0.047024      0.048304      0.044199      0.046676      0.050540      0.184783      0.327536      0.335507      0.347464      0.354348      0.517029      0.015226      0.027427      0.029794      0.027762      0.031640      0.053207      0.001940      0.004850      0.005706      0.005296      0.006433      0.011879      0.012418      0.018443      0.019798      0.018126      0.020428      0.025813
  2            9095          9970          1547           752          1066          9996      0.340942      0.350362      0.686232      0.800000      0.191117      0.193986      0.302459      0.331511      0.029743      0.028560      0.025137      0.023784      0.125957      0.126020      0.094902      0.066302      0.326449      0.540217      0.535870      0.530435      0.528986      0.657246      0.043951      0.130637      0.160648      0.122379      0.158220      0.255834      0.003595      0.023050      0.036006      0.020038      0.036956      0.057811      0.029635      0.060065      0.074562      0.057465      0.074524      0.091118      0.088768      0.273188      0.302899      0.285145      0.313406      0.607609      0.012007      0.040947      0.065300      0.039721      0.067359      0.153434      0.001340      0.009303      0.021577      0.008210      0.023755      0.051864      0.010946      0.029761      0.045520      0.028409      0.046248      0.060206
  2            8546          9850           498          2831           993          9990      0.356522      0.344928      0.853261      0.615217      0.191780      0.186827      0.332698      0.282154      0.028204      0.027402      0.024636      0.026177      0.123406      0.122385      0.048820      0.108568      0.332971      0.539493      0.534420      0.530797      0.525725      0.631522      0.040172      0.166775      0.096843      0.161526      0.090756      0.245695      0.002673      0.039842      0.013531      0.039214      0.012105      0.056758      0.026883      0.076801      0.045088      0.075788      0.043043      0.095251      0.101449      0.326449      0.269928      0.315942      0.258333      0.568478      0.010001      0.071435      0.025830      0.069837      0.025187      0.139951      0.000815      0.026247      0.004118      0.025893      0.004031      0.050792      0.008990      0.048141      0.018867      0.047773      0.018708      0.060442
  2            9862          9983          1629          3782          1653          9996      0.411957      0.426812      0.769928      0.659783      0.176927      0.183095      0.310717      0.274033      0.027033      0.028001      0.026753      0.027128      0.104041      0.104948      0.071487      0.093231      0.318478      0.572101      0.563406      0.570652      0.546014      0.646377      0.051208      0.151593      0.112497      0.153695      0.108417      0.192179      0.004636      0.032453      0.017091      0.032651      0.015631      0.039859      0.034937      0.064866      0.049115      0.065989      0.049220      0.071997      0.141304      0.346014      0.310870      0.358333      0.321014      0.567754      0.013935      0.053353      0.029969      0.055537      0.029981      0.097470      0.001776      0.014909      0.006025      0.016027      0.005196      0.029340      0.011971      0.034892      0.020652      0.035636      0.020367      0.042202
  2            9882          9995          7249          7046          2696          9999      0.509058      0.542391      0.661594      0.659783      0.184165      0.193486      0.254751      0.249626      0.028955      0.028161      0.027456      0.026969      0.090414      0.088541      0.086209      0.084927      0.389130      0.573188      0.564130      0.567391      0.561594      0.617754      0.070740      0.120722      0.116984      0.112518      0.115869      0.114196      0.009208      0.020446      0.018940      0.017173      0.018474      0.019206      0.043290      0.051526      0.050990      0.048676      0.050797      0.047995      0.256159      0.364493      0.357971      0.392754      0.382246      0.493116      0.022473      0.032721      0.029694      0.032713      0.030971      0.048203      0.004124      0.007697      0.006443      0.007295      0.006253      0.011409      0.016716      0.020795      0.019097      0.019876      0.019144      0.024521
