Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.167818	0.063835	0.000000	0.186576
MPO_WM482	0.167049	0.064005	0.000000	0.187892
MPO_WM482	0.166870	0.065598	0.000000	0.189673
MPO_WM482	0.165760	0.063155	0.000000	0.188305
MPO_WM482	0.167457	0.063642	0.000000	0.186818
MPO_WM482	0.167445	0.063226	0.000000	0.187445
MPO_WM482	0.168166	0.065718	0.000000	0.189441
MPO_WM484	0.164984	0.065540	0.000000	0.189658
MPO_WM482	0.167132	0.065124	0.000000	0.188993
MPO_WM482	0.167454	0.066075	0.000000	0.188425
MPO_WM482	0.166315	0.065883	0.000000	0.190090
MPO_WM482	0.168135	0.064308	0.000000	0.189836
MPO_WM484	0.167902	0.064294	0.000000	0.188292
MPO_WM482	0.166513	0.061139	0.000000	0.187109
MPO_WM482	0.167615	0.064454	0.000000	0.189933
MPO_WM482	0.168398	0.066135	0.000000	0.190312
MPO_WM482	0.169411	0.065345	0.000000	0.188953
MPO_WM482	0.169380	0.063666	0.000000	0.188764
MPO_WM482	0.167281	0.063324	0.000000	0.186435
MPO_WM482	0.167960	0.064645	0.000000	0.190421
MPO_WM482	0.166623	0.064996	0.000000	0.190158
MPO_WM482	0.166956	0.063000	0.000000	0.187967
MPO_WM482	0.169109	0.065930	0.000000	0.190236
MPO_WM483	0.166177	0.064818	0.000000	0.190109
MPO_WM482	0.167648	0.064790	0.000000	0.192009
MPO_WM482	0.168270	0.066592	0.000000	0.189652
MPO_WM482	0.167264	0.064353	0.000000	0.190177
MPO_WM482	0.164370	0.062090	0.000000	0.187899
MPO_WM482	0.167709	0.066358	0.000000	0.192786
MPO_WM482	0.168429	0.066106	0.000000	0.190962
MPO_WM482	0.166533	0.062768	0.000000	0.188272
MPO_WM482	0.165514	0.064665	0.000000	0.188509
MPO_WM482	0.168597	0.063811	0.000000	0.190209
MPO_WM482	0.166226	0.063804	0.000000	0.188466
MPO_WM482	0.167761	0.068135	0.000000	0.192850
MPO_WM482	0.166664	0.062779	0.000000	0.190143
MPO_WM482	0.166464	0.065833	0.000000	0.190501
MPO_WM482	0.167027	0.064529	0.000000	0.188522
MPO_WM482	0.168165	0.064663	0.000000	0.187947
MPO_WM482	0.164971	0.063895	0.000000	0.187046
MPO_WM483	0.164972	0.064539	0.000000	0.186658
MPO_WM482	0.166979	0.065423	0.000000	0.190668
MPO_WM482	0.166312	0.066219	0.000000	0.190448
MPO_WM483	0.168966	0.066283	0.000000	0.190318
MPO_WM482	0.166582	0.064769	0.000000	0.189717
MPO_WM482	0.168439	0.064249	0.000000	0.191103
MPO_WM482	0.165866	0.065747	0.000000	0.190565
MPO_WM482	0.167278	0.063223	0.000000	0.189757
MPO_WM482	0.167062	0.066012	0.000000	0.191061
MPO_WM482	0.165699	0.064358	0.000000	0.190714
MPO_WM482	0.167413	0.066381	0.000000	0.192183
MPO_WM482	0.164430	0.063324	0.000000	0.190428
MPO_WM482	0.164211	0.064644	0.000000	0.187806
MPO_WM483	0.166986	0.065544	0.000000	0.190430
MPO_WM483	0.168063	0.062112	0.000000	0.189120
MPO_WM482	0.165501	0.064913	0.000000	0.189393
MPO_WM483	0.166537	0.063410	0.000000	0.190817
MPO_WM482	0.169083	0.063007	0.000000	0.192105
MPO_WM482	0.165730	0.064624	0.000000	0.191017
MPO_WM482	0.165127	0.063648	0.000000	0.188619
MPO_WM482	0.167479	0.065824	0.000000	0.189786
MPO_WM482	0.167829	0.066675	0.000000	0.191314
MPO_WM482	0.167725	0.063109	0.000000	0.187039
MPO_WM482	0.168472	0.065167	0.000000	0.190570
MPO_WM482	0.164574	0.063341	0.000000	0.189693
MPO_WM482	0.168314	0.065312	0.000000	0.190310
MPO_WM482	0.165859	0.062150	0.000000	0.189211
MPO_WM483	0.167706	0.063504	0.000000	0.191596
MPO_WM482	0.165832	0.066037	0.000000	0.187279
MPO_WM482	0.169334	0.065628	0.000000	0.189768
MPO_WM482	0.164322	0.064911	0.000000	0.188804
MPO_WM482	0.167755	0.064258	0.000000	0.188617
MPO_WM482	0.167969	0.066306	0.000000	0.189512
MPO_WM483	0.166722	0.062757	0.000000	0.190127
MPO_WM482	0.165081	0.063940	0.000000	0.191082
MPO_WM482	0.166954	0.066091	0.000000	0.190417
MPO_WM482	0.166107	0.067492	0.000000	0.191298
MPO_WM482	0.168369	0.065378	0.000000	0.192468
MPO_WM482	0.164655	0.063371	0.000000	0.187351
MPO_WM482	0.166416	0.066096	0.000000	0.190774
MPO_WM482	0.166652	0.063842	0.000000	0.187007
MPO_WM482	0.167825	0.065034	0.000000	0.190883
MPO_WM482	0.168000	0.063972	0.000000	0.188552
MPO_WM482	0.170922	0.063896	0.000000	0.189848
MPO_WM482	0.167980	0.065001	0.000000	0.191045
MPO_WM483	0.166625	0.061622	0.000000	0.188603
MPO_WM482	0.168021	0.063993	0.000000	0.189224
MPO_WM483	0.166659	0.064668	0.000000	0.187650
MPO_WM482	0.165298	0.063314	0.000000	0.189309
MPO_WM482	0.163862	0.064917	0.000000	0.186611
MPO_WM482	0.165280	0.066772	0.000000	0.189649
MPO_WM482	0.167966	0.066888	0.000000	0.189408
MPO_WM482	0.165977	0.063689	0.000000	0.187903
MPO_WM482	0.165301	0.064546	0.000000	0.189130
MPO_WM482	0.168532	0.062298	0.000000	0.188239
MPO_WM482	0.167672	0.063646	0.000000	0.190732
MPO_WM482	0.166684	0.063995	0.000000	0.188578
MPO_WM483	0.166193	0.065034	0.000000	0.189227
MPO_WM482	0.167533	0.064913	0.000000	0.188295
MPO_WM482	0.166565	0.064699	0.000000	0.186712
