Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM1	0.000000	0.167349	0.167818	0.186641
TGCP_WM1	0.000000	0.171346	0.167049	0.188034
TGCP_WM10	0.000000	0.170736	0.166870	0.183000
TGCP_WM1	0.000000	0.171164	0.165760	0.188723
TGCP_WM10	0.000000	0.168834	0.167457	0.186335
TGCP_WM1	0.000000	0.169910	0.167445	0.186098
TGCP_WM1	0.000000	0.168480	0.168166	0.186679
TGCP_WM1	0.000000	0.169531	0.164984	0.183866
TGCP_WM1	0.000000	0.170722	0.167132	0.185437
TGCP_WM1	0.000000	0.170759	0.167454	0.185279
TGCP_WM1	0.000000	0.169436	0.166315	0.184992
TGCP_WM1	0.000000	0.170485	0.168135	0.186830
TGCP_WM1	0.000000	0.168992	0.167902	0.184910
TGCP_WM1	0.000000	0.169764	0.166513	0.187112
TGCP_WM1	0.000000	0.168202	0.167615	0.188280
TGCP_WM1	0.000000	0.169307	0.168398	0.190091
TGCP_WM1	0.000000	0.172549	0.169411	0.189862
TGCP_WM11	0.000000	0.170902	0.169380	0.191692
TGCP_WM10	0.000000	0.169663	0.167281	0.186258
TGCP_WM1	0.000000	0.168470	0.167960	0.187699
TGCP_WM10	0.000000	0.168756	0.166623	0.186912
TGCP_WM1	0.000000	0.168593	0.166956	0.185779
TGCP_WM10	0.000000	0.171052	0.169109	0.187281
TGCP_WM1	0.000000	0.168676	0.166177	0.184201
TGCP_WM10	0.000000	0.168471	0.167648	0.186684
TGCP_WM1	0.000000	0.169193	0.168270	0.187436
TGCP_WM1	0.000000	0.170016	0.167264	0.185102
TGCP_WM1	0.000000	0.165633	0.164370	0.185079
TGCP_WM10	0.000000	0.169447	0.167709	0.187894
TGCP_WM1	0.000000	0.169633	0.168429	0.186311
TGCP_WM1	0.000000	0.168964	0.166533	0.186294
TGCP_WM1	0.000000	0.168231	0.165514	0.185959
TGCP_WM1	0.000000	0.169117	0.168597	0.183548
TGCP_WM1	0.000000	0.168712	0.166226	0.187926
TGCP_WM11	0.000000	0.169593	0.167761	0.188575
TGCP_WM1	0.000000	0.170100	0.166664	0.187139
TGCP_WM1	0.000000	0.168803	0.166464	0.187028
TGCP_WM10	0.000000	0.169362	0.167027	0.186089
TGCP_WM1	0.000000	0.169623	0.168165	0.186173
TGCP_WM1	0.000000	0.168651	0.164971	0.184436
TGCP_WM1	0.000000	0.169032	0.164972	0.183036
TGCP_WM10	0.000000	0.170026	0.166979	0.190109
TGCP_WM1	0.000000	0.167080	0.166312	0.187062
TGCP_WM1	0.000000	0.171334	0.168966	0.187681
TGCP_WM1	0.000000	0.169168	0.166582	0.188651
TGCP_WM1	0.000000	0.171552	0.168439	0.191051
TGCP_WM1	0.000000	0.169663	0.165866	0.186483
TGCP_WM1	0.000000	0.169693	0.167278	0.191282
TGCP_WM1	0.000000	0.168499	0.167062	0.186537
TGCP_WM1	0.000000	0.168429	0.165699	0.186687
TGCP_WM1	0.000000	0.169022	0.167413	0.187807
TGCP_WM1	0.000000	0.164251	0.164430	0.184384
TGCP_WM1	0.000000	0.170273	0.164211	0.184136
TGCP_WM1	0.000000	0.168839	0.166986	0.190578
TGCP_WM1	0.000000	0.168635	0.168063	0.188730
TGCP_WM1	0.000000	0.168168	0.165501	0.188084
TGCP_WM11	0.000000	0.168602	0.166537	0.188061
TGCP_WM1	0.000000	0.169281	0.169083	0.191500
TGCP_WM1	0.000000	0.167768	0.165730	0.188311
TGCP_WM1	0.000000	0.168220	0.165127	0.184040
TGCP_WM10	0.000000	0.168865	0.167479	0.188759
TGCP_WM1	0.000000	0.169562	0.167829	0.184072
TGCP_WM1	0.000000	0.170563	0.167725	0.189503
TGCP_WM1	0.000000	0.170410	0.168472	0.186149
TGCP_WM1	0.000000	0.167828	0.164574	0.185368
TGCP_WM1	0.000000	0.167835	0.168314	0.190046
TGCP_WM1	0.000000	0.171152	0.165859	0.186341
TGCP_WM1	0.000000	0.168965	0.167706	0.187985
TGCP_WM1	0.000000	0.171118	0.165832	0.186050
TGCP_WM1	0.000000	0.168025	0.169334	0.188540
TGCP_WM1	0.000000	0.169148	0.164322	0.185509
TGCP_WM1	0.000000	0.169901	0.167755	0.186118
TGCP_WM10	0.000000	0.172110	0.167969	0.187485
TGCP_WM10	0.000000	0.168652	0.166722	0.188430
TGCP_WM1	0.000000	0.168616	0.165081	0.188535
TGCP_WM1	0.000000	0.169320	0.166954	0.184349
TGCP_WM1	0.000000	0.170646	0.166107	0.185792
TGCP_WM1	0.000000	0.170637	0.168369	0.189191
TGCP_WM1	0.000000	0.169890	0.164655	0.183042
TGCP_WM1	0.000000	0.167467	0.166416	0.185128
TGCP_WM1	0.000000	0.170130	0.166652	0.186626
TGCP_WM1	0.000000	0.169368	0.167825	0.186951
TGCP_WM10	0.000000	0.167587	0.168000	0.186812
TGCP_WM1	0.000000	0.171233	0.170922	0.192368
TGCP_WM1	0.000000	0.167782	0.167980	0.189329
TGCP_WM1	0.000000	0.168088	0.166625	0.190519
TGCP_WM1	0.000000	0.170419	0.168021	0.190922
TGCP_WM1	0.000000	0.168348	0.166659	0.186629
TGCP_WM1	0.000000	0.168868	0.165298	0.185927
TGCP_WM1	0.000000	0.166931	0.163862	0.183553
TGCP_WM12	0.000000	0.166973	0.165280	0.185249
TGCP_WM1	0.000000	0.172017	0.167966	0.186873
TGCP_WM1	0.000000	0.168903	0.165977	0.186462
TGCP_WM10	0.000000	0.169181	0.165301	0.188360
TGCP_WM10	0.000000	0.170890	0.168532	0.189388
TGCP_WM1	0.000000	0.169430	0.167672	0.191457
TGCP_WM1	0.000000	0.167944	0.166684	0.185459
TGCP_WM1	0.000000	0.169418	0.166193	0.186330
TGCP_WM1	0.000000	0.169275	0.167533	0.185747
TGCP_WM1	0.000000	0.170527	0.166565	0.183476
