Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM724	1.126	1.074	0.047	0.054	0.120
PTP_WM725	1.148	1.083	0.055	0.061	0.105
PTP_WM721	1.133	1.074	0.049	0.054	0.096
PTP_WM721	1.152	1.082	0.055	0.060	0.084
PTP_WM729	1.134	1.073	0.046	0.053	0.130
PTP_WM728	1.138	1.083	0.052	0.059	0.123
PTP_WM728	1.155	1.088	0.060	0.063	0.042
PTP_WM722	1.143	1.079	0.051	0.058	0.117
PTP_WM722	1.136	1.078	0.049	0.057	0.152
PTP_WM729	1.156	1.087	0.057	0.062	0.085
PTP_WM736	1.157	1.088	0.059	0.062	0.042
PTP_WM721	1.143	1.077	0.052	0.057	0.086
PTP_WM723	1.127	1.072	0.048	0.052	0.074
PTP_WM723	1.162	1.089	0.061	0.065	0.059
PTP_WM723	1.138	1.080	0.053	0.058	0.091
PTP_WM726	1.143	1.080	0.052	0.058	0.115
PTP_WM733	1.153	1.085	0.057	0.060	0.053
PTP_WM724	1.132	1.073	0.051	0.052	0.032
PTP_WM735	1.136	1.080	0.050	0.056	0.109
PTP_WM722	1.127	1.074	0.046	0.054	0.159
PTP_WM724	1.138	1.079	0.051	0.057	0.110
PTP_WM724	1.116	1.068	0.044	0.049	0.104
PTP_WM722	1.129	1.076	0.047	0.055	0.141
PTP_WM722	1.123	1.074	0.046	0.052	0.123
PTP_WM726	1.156	1.081	0.058	0.059	0.014
PTP_WM731	1.134	1.078	0.050	0.055	0.099
PTP_WM724	1.128	1.074	0.045	0.056	0.193
PTP_WM725	1.138	1.081	0.052	0.058	0.116
PTP_WM733	1.151	1.084	0.058	0.059	0.030
PTP_WM725	1.133	1.074	0.047	0.055	0.140
PTP_WM731	1.162	1.090	0.062	0.064	0.029
PTP_WM727	1.133	1.073	0.046	0.054	0.145
PTP_WM724	1.141	1.083	0.056	0.059	0.062
PTP_WM725	1.127	1.076	0.048	0.056	0.139
PTP_WM724	1.145	1.080	0.053	0.059	0.098
PTP_WM726	1.126	1.074	0.047	0.053	0.115
PTP_WM721	1.120	1.071	0.039	0.051	0.231
PTP_WM724	1.116	1.065	0.043	0.048	0.102
PTP_WM737	1.158	1.084	0.058	0.060	0.039
PTP_WM722	1.123	1.072	0.042	0.052	0.202
PTP_WM722	1.109	1.068	0.039	0.051	0.232
PTP_WM723	1.136	1.079	0.047	0.059	0.199
PTP_WM721	1.103	1.063	0.036	0.047	0.216
PTP_WM730	1.138	1.080	0.052	0.057	0.100
PTP_WM731	1.147	1.079	0.055	0.057	0.030
PTP_WM721	1.144	1.080	0.048	0.058	0.161
PTP_WM723	1.141	1.083	0.053	0.060	0.121
PTP_WM731	1.176	1.095	0.066	0.068	0.032
PTP_WM721	1.168	1.089	0.059	0.064	0.080
PTP_WM724	1.138	1.080	0.049	0.057	0.141
PTP_WM722	1.157	1.088	0.057	0.063	0.087
PTP_WM728	1.151	1.081	0.054	0.059	0.085
PTP_WM721	1.123	1.074	0.044	0.054	0.178
PTP_WM727	1.136	1.079	0.052	0.056	0.065
PTP_WM721	1.129	1.078	0.043	0.056	0.233
PTP_WM726	1.132	1.077	0.049	0.055	0.120
PTP_WM721	1.119	1.071	0.043	0.051	0.158
PTP_WM723	1.152	1.083	0.054	0.061	0.104
PTP_WM721	1.145	1.082	0.055	0.058	0.047
PTP_WM731	1.151	1.083	0.059	0.059	0.009
PTP_WM730	1.151	1.086	0.055	0.062	0.107
PTP_WM722	1.128	1.075	0.050	0.054	0.071
PTP_WM725	1.153	1.089	0.060	0.063	0.053
PTP_WM723	1.132	1.077	0.046	0.058	0.202
PTP_WM724	1.106	1.061	0.041	0.044	0.073
PTP_WM731	1.151	1.082	0.054	0.059	0.089
PTP_WM731	1.142	1.081	0.056	0.056	0.008
PTP_WM722	1.126	1.073	0.044	0.054	0.177
PTP_WM724	1.111	1.063	0.041	0.045	0.092
PTP_WM724	1.133	1.077	0.050	0.055	0.095
PTP_WM733	1.158	1.083	0.060	0.059	-0.008
PTP_WM722	1.145	1.081	0.053	0.059	0.092
PTP_WM721	1.131	1.077	0.047	0.056	0.147
PTP_WM727	1.167	1.091	0.062	0.066	0.055
PTP_WM728	1.121	1.069	0.043	0.050	0.139
PTP_WM724	1.157	1.083	0.058	0.060	0.042
PTP_WM729	1.139	1.077	0.051	0.055	0.080
PTP_WM726	1.134	1.072	0.045	0.054	0.154
PTP_WM724	1.123	1.074	0.043	0.054	0.207
PTP_WM723	1.116	1.070	0.042	0.052	0.180
PTP_WM725	1.123	1.070	0.046	0.051	0.105
PTP_WM724	1.138	1.075	0.051	0.055	0.065
PTP_WM721	1.134	1.078	0.049	0.056	0.113
PTP_WM725	1.129	1.074	0.047	0.055	0.154
PTP_WM722	1.144	1.083	0.053	0.060	0.114
PTP_WM724	1.168	1.092	0.063	0.066	0.040
PTP_WM723	1.131	1.076	0.050	0.056	0.109
PTP_WM728	1.142	1.083	0.058	0.058	-0.002
PTP_WM721	1.119	1.068	0.042	0.050	0.151
PTP_WM721	1.146	1.083	0.054	0.059	0.098
PTP_WM725	1.124	1.074	0.048	0.053	0.089
PTP_WM721	1.135	1.076	0.049	0.056	0.109
PTP_WM722	1.124	1.073	0.045	0.053	0.152
PTP_WM721	1.132	1.079	0.045	0.057	0.202
PTP_WM733	1.170	1.090	0.064	0.065	0.015
PTP_WM721	1.115	1.066	0.039	0.048	0.198
PTP_WM734	1.161	1.090	0.061	0.063	0.031
PTP_WM722	1.125	1.074	0.044	0.055	0.195
PTP_WM721	1.118	1.073	0.039	0.054	0.272
PTP_WM724	1.137	1.077	0.049	0.057	0.133
