Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM496	1.348	1.177	0.122	0.129	0.058
MPO_WM485	1.329	1.172	0.114	0.128	0.108
MPO_WM483	1.313	1.163	0.107	0.119	0.105
MPO_WM489	1.332	1.170	0.111	0.127	0.123
MPO_WM490	1.313	1.165	0.110	0.122	0.099
MPO_WM482	1.291	1.154	0.100	0.114	0.119
MPO_WM489	1.281	1.149	0.096	0.110	0.127
MPO_WM486	1.252	1.140	0.085	0.106	0.193
MPO_WM482	1.310	1.162	0.106	0.120	0.115
MPO_WM483	1.262	1.144	0.084	0.109	0.231
MPO_WM483	1.323	1.169	0.113	0.124	0.089
MPO_WM487	1.285	1.158	0.096	0.119	0.188
MPO_WM487	1.278	1.153	0.092	0.117	0.212
MPO_WM486	1.240	1.132	0.077	0.101	0.237
MPO_WM482	1.308	1.162	0.106	0.118	0.102
MPO_WM487	1.300	1.161	0.100	0.120	0.163
MPO_WM492	1.341	1.175	0.120	0.129	0.070
MPO_WM485	1.335	1.175	0.123	0.128	0.037
MPO_WM491	1.316	1.166	0.107	0.125	0.145
MPO_WM498	1.362	1.186	0.128	0.136	0.060
MPO_WM494	1.329	1.171	0.114	0.127	0.102
MPO_WM482	1.292	1.161	0.108	0.117	0.072
MPO_WM483	1.286	1.151	0.095	0.112	0.153
MPO_WM484	1.311	1.163	0.108	0.121	0.108
MPO_WM483	1.246	1.139	0.083	0.104	0.201
MPO_WM482	1.313	1.164	0.106	0.122	0.129
MPO_WM484	1.336	1.170	0.117	0.125	0.067
MPO_WM484	1.305	1.160	0.103	0.120	0.146
MPO_WM491	1.316	1.166	0.112	0.122	0.087
MPO_WM494	1.303	1.158	0.105	0.118	0.112
MPO_WM482	1.281	1.153	0.100	0.112	0.110
MPO_WM486	1.252	1.138	0.082	0.107	0.232
MPO_WM482	1.334	1.172	0.115	0.128	0.101
MPO_WM488	1.311	1.162	0.105	0.121	0.130
MPO_WM495	1.303	1.157	0.105	0.116	0.093
MPO_WM494	1.333	1.173	0.119	0.127	0.059
MPO_WM489	1.320	1.166	0.104	0.124	0.164
MPO_WM486	1.290	1.158	0.097	0.117	0.168
MPO_WM492	1.280	1.149	0.097	0.111	0.131
MPO_WM483	1.322	1.170	0.114	0.124	0.079
MPO_WM483	1.330	1.170	0.114	0.126	0.097
MPO_WM488	1.315	1.167	0.114	0.122	0.065
MPO_WM483	1.279	1.149	0.094	0.112	0.165
MPO_WM485	1.332	1.178	0.121	0.130	0.071
MPO_WM486	1.308	1.167	0.109	0.124	0.119
MPO_WM484	1.309	1.161	0.109	0.119	0.087
MPO_WM483	1.300	1.160	0.102	0.119	0.142
MPO_WM497	1.331	1.174	0.118	0.126	0.068
MPO_WM482	1.279	1.151	0.094	0.113	0.162
MPO_WM482	1.298	1.160	0.095	0.120	0.208
MPO_WM489	1.327	1.169	0.111	0.124	0.109
MPO_WM486	1.278	1.153	0.092	0.117	0.213
MPO_WM490	1.292	1.158	0.103	0.118	0.122
MPO_WM489	1.334	1.172	0.112	0.127	0.117
