Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM23	1.384	1.214	0.150	0.150	0.000
TGCP_WM15	1.383	1.213	0.141	0.151	0.067
TGCP_WM15	1.411	1.230	0.158	0.161	0.020
TGCP_WM1	1.386	1.211	0.147	0.149	0.014
TGCP_WM14	1.429	1.230	0.159	0.164	0.031
TGCP_WM12	1.416	1.229	0.165	0.160	-0.027
TGCP_WM10	1.403	1.217	0.151	0.154	0.019
TGCP_WM13	1.401	1.214	0.155	0.151	-0.027
TGCP_WM16	1.405	1.222	0.158	0.156	-0.009
TGCP_WM12	1.411	1.221	0.158	0.157	-0.009
TGCP_WM11	1.387	1.214	0.151	0.150	-0.010
TGCP_WM17	1.402	1.222	0.152	0.157	0.032
TGCP_WM20	1.400	1.218	0.151	0.154	0.023
TGCP_WM10	1.418	1.225	0.160	0.160	-0.005
TGCP_WM12	1.415	1.222	0.157	0.157	0.000
TGCP_WM20	1.409	1.224	0.155	0.159	0.022
TGCP_WM11	1.428	1.229	0.155	0.164	0.051
TGCP_WM1	1.381	1.210	0.149	0.148	-0.010
TGCP_WM12	1.408	1.227	0.159	0.160	0.005
TGCP_WM18	1.388	1.209	0.140	0.150	0.068
TGCP_WM13	1.387	1.212	0.148	0.150	0.012
TGCP_WM13	1.399	1.219	0.153	0.154	0.008
TGCP_WM15	1.407	1.219	0.154	0.155	0.004
TGCP_WM10	1.429	1.236	0.161	0.167	0.036
TGCP_WM2	1.427	1.225	0.160	0.160	0.000
TGCP_WM1	1.407	1.231	0.158	0.162	0.024
TGCP_WM19	1.387	1.211	0.149	0.149	0.000
TGCP_WM11	1.392	1.218	0.151	0.153	0.018
TGCP_WM17	1.428	1.227	0.160	0.162	0.014
TGCP_WM1	1.386	1.212	0.152	0.149	-0.017
TGCP_WM1	1.385	1.210	0.148	0.149	0.006
TGCP_WM11	1.422	1.233	0.156	0.165	0.052
TGCP_WM10	1.422	1.224	0.155	0.161	0.034
TGCP_WM11	1.426	1.228	0.162	0.162	0.002
TGCP_WM10	1.437	1.230	0.166	0.164	-0.013
TGCP_WM18	1.415	1.220	0.148	0.158	0.062
TGCP_WM1	1.405	1.222	0.153	0.157	0.025
TGCP_WM10	1.393	1.221	0.156	0.154	-0.011
TGCP_WM11	1.397	1.217	0.152	0.153	0.005
TGCP_WM16	1.429	1.228	0.162	0.162	-0.003
TGCP_WM10	1.388	1.215	0.151	0.151	0.003
TGCP_WM16	1.397	1.217	0.159	0.152	-0.045
TGCP_WM2	1.422	1.219	0.155	0.157	0.011
TGCP_WM1	1.387	1.215	0.155	0.150	-0.029
TGCP_WM19	1.392	1.213	0.149	0.151	0.013
TGCP_WM11	1.394	1.211	0.147	0.150	0.024
TGCP_WM14	1.426	1.228	0.159	0.162	0.023
TGCP_WM13	1.385	1.216	0.153	0.151	-0.013
TGCP_WM1	1.388	1.213	0.151	0.150	-0.006
TGCP_WM15	1.391	1.210	0.146	0.150	0.027
TGCP_WM11	1.401	1.220	0.158	0.155	-0.021
TGCP_WM1	1.427	1.228	0.160	0.162	0.012
TGCP_WM10	1.430	1.230	0.162	0.164	0.015
TGCP_WM10	1.422	1.224	0.155	0.161	0.034
TGCP_WM12	1.400	1.218	0.156	0.153	-0.020
TGCP_WM1	1.393	1.217	0.155	0.152	-0.018
TGCP_WM17	1.400	1.215	0.148	0.154	0.037
TGCP_WM13	1.386	1.214	0.149	0.150	0.005
TGCP_WM10	1.401	1.226	0.158	0.158	0.002
TGCP_WM12	1.417	1.231	0.171	0.162	-0.056
