Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.588	1.172	0.106	0.121	0.119
MPO_WM482	1.586	1.174	0.108	0.121	0.112
MPO_WM482	1.585	1.172	0.106	0.120	0.119
MPO_WM482	1.576	1.169	0.103	0.118	0.132
MPO_WM483	1.584	1.171	0.105	0.120	0.124
MPO_WM482	1.585	1.172	0.106	0.120	0.119
MPO_WM482	1.586	1.173	0.107	0.121	0.113
MPO_WM482	1.586	1.172	0.107	0.121	0.112
MPO_WM483	1.584	1.171	0.105	0.120	0.124
MPO_WM482	1.578	1.169	0.102	0.118	0.134
MPO_WM482	1.580	1.170	0.104	0.119	0.126
MPO_WM482	1.585	1.172	0.106	0.120	0.119
MPO_WM482	1.575	1.170	0.104	0.119	0.123
MPO_WM482	1.576	1.170	0.103	0.119	0.132
MPO_WM483	1.585	1.172	0.106	0.121	0.118
MPO_WM482	1.563	1.168	0.102	0.117	0.134
MPO_WM482	1.584	1.171	0.107	0.120	0.112
MPO_WM482	1.584	1.170	0.105	0.120	0.123
MPO_WM482	1.576	1.171	0.104	0.119	0.127
MPO_WM482	1.584	1.173	0.106	0.121	0.118
MPO_WM482	1.576	1.170	0.105	0.119	0.119
MPO_WM482	1.579	1.169	0.103	0.119	0.134
MPO_WM482	1.584	1.171	0.107	0.120	0.112
MPO_WM482	1.584	1.172	0.107	0.120	0.113
MPO_WM482	1.584	1.170	0.105	0.120	0.123
MPO_WM482	1.581	1.170	0.103	0.119	0.135
MPO_WM482	1.587	1.172	0.106	0.121	0.122
MPO_WM482	1.563	1.168	0.102	0.117	0.134
MPO_WM482	1.584	1.173	0.107	0.121	0.116
MPO_WM482	1.572	1.169	0.103	0.118	0.131
MPO_WM482	1.576	1.170	0.105	0.119	0.122
MPO_WM482	1.579	1.170	0.103	0.119	0.133
MPO_WM482	1.585	1.172	0.106	0.120	0.118
MPO_WM483	1.577	1.170	0.104	0.119	0.127
MPO_WM482	1.586	1.171	0.105	0.120	0.124
MPO_WM482	1.584	1.171	0.107	0.120	0.112
MPO_WM482	1.572	1.170	0.104	0.119	0.125
MPO_WM482	1.584	1.173	0.107	0.121	0.116
MPO_WM482	1.589	1.172	0.106	0.121	0.118
MPO_WM482	1.578	1.171	0.104	0.119	0.126
MPO_WM482	1.577	1.170	0.105	0.119	0.120
MPO_WM482	1.583	1.173	0.106	0.121	0.120
MPO_WM482	1.576	1.171	0.104	0.119	0.127
MPO_WM482	1.577	1.170	0.103	0.119	0.133
MPO_WM482	1.585	1.174	0.108	0.121	0.110
MPO_WM482	1.579	1.171	0.106	0.120	0.112
MPO_WM482	1.581	1.171	0.105	0.120	0.126
MPO_WM482	1.586	1.173	0.108	0.121	0.109
MPO_WM482	1.581	1.171	0.105	0.120	0.121
MPO_WM482	1.576	1.171	0.104	0.119	0.128
MPO_WM482	1.585	1.174	0.108	0.121	0.110
MPO_WM482	1.569	1.168	0.102	0.117	0.129
MPO_WM483	1.575	1.170	0.104	0.119	0.128
MPO_WM482	1.585	1.173	0.107	0.121	0.116
MPO_WM482	1.586	1.173	0.107	0.121	0.116
MPO_WM482	1.570	1.167	0.101	0.117	0.139
MPO_WM482	1.575	1.170	0.103	0.119	0.132
MPO_WM482	1.578	1.171	0.104	0.119	0.126
MPO_WM482	1.588	1.172	0.106	0.120	0.117
MPO_WM482	1.577	1.171	0.106	0.119	0.114
MPO_WM482	1.585	1.173	0.108	0.121	0.108
MPO_WM483	1.583	1.172	0.105	0.120	0.123
MPO_WM482	1.587	1.173	0.108	0.121	0.110
MPO_WM482	1.586	1.173	0.106	0.121	0.118
MPO_WM482	1.582	1.171	0.105	0.120	0.123
MPO_WM482	1.576	1.171	0.105	0.119	0.122
MPO_WM482	1.580	1.171	0.105	0.120	0.120
MPO_WM483	1.584	1.171	0.105	0.120	0.124
MPO_WM482	1.585	1.173	0.107	0.121	0.116
MPO_WM482	1.584	1.173	0.106	0.121	0.118
MPO_WM482	1.580	1.171	0.105	0.119	0.123
MPO_WM482	1.578	1.169	0.102	0.118	0.134
MPO_WM482	1.584	1.171	0.105	0.120	0.127
MPO_WM482	1.579	1.171	0.105	0.119	0.124
MPO_WM482	1.585	1.172	0.106	0.120	0.119
MPO_WM482	1.585	1.171	0.104	0.120	0.128
MPO_WM482	1.585	1.173	0.108	0.121	0.107
MPO_WM482	1.585	1.172	0.106	0.120	0.119
MPO_WM483	1.584	1.171	0.105	0.120	0.124
MPO_WM482	1.584	1.171	0.105	0.120	0.127
MPO_WM482	1.584	1.173	0.107	0.121	0.112
