Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM1	1.634	1.233	0.154	0.156	0.013
TGCP_WM1	1.626	1.233	0.153	0.155	0.015
TGCP_WM1	1.637	1.234	0.154	0.157	0.015
TGCP_WM1	1.634	1.233	0.154	0.156	0.009
TGCP_WM1	1.625	1.233	0.153	0.155	0.013
TGCP_WM1	1.625	1.232	0.153	0.155	0.014
TGCP_WM1	1.631	1.232	0.152	0.155	0.017
TGCP_WM10	1.634	1.235	0.155	0.156	0.010
TGCP_WM1	1.628	1.233	0.153	0.155	0.014
TGCP_WM1	1.637	1.234	0.154	0.156	0.013
TGCP_WM10	1.637	1.235	0.155	0.157	0.009
TGCP_WM1	1.630	1.232	0.153	0.155	0.016
TGCP_WM1	1.636	1.234	0.155	0.156	0.007
TGCP_WM1	1.635	1.234	0.155	0.156	0.009
TGCP_WM1	1.631	1.232	0.153	0.155	0.009
TGCP_WM1	1.631	1.233	0.154	0.155	0.009
TGCP_WM1	1.634	1.235	0.155	0.157	0.011
TGCP_WM1	1.633	1.232	0.154	0.155	0.011
TGCP_WM1	1.631	1.231	0.153	0.155	0.007
TGCP_WM1	1.633	1.232	0.153	0.155	0.013
TGCP_WM1	1.628	1.233	0.154	0.155	0.006
TGCP_WM1	1.633	1.234	0.155	0.156	0.010
TGCP_WM1	1.625	1.233	0.155	0.155	0.004
TGCP_WM1	1.624	1.233	0.155	0.155	0.005
TGCP_WM1	1.631	1.232	0.153	0.155	0.010
TGCP_WM1	1.637	1.233	0.154	0.156	0.009
TGCP_WM1	1.638	1.234	0.153	0.156	0.017
TGCP_WM1	1.636	1.233	0.155	0.156	0.009
TGCP_WM1	1.636	1.233	0.153	0.156	0.017
TGCP_WM10	1.631	1.232	0.153	0.155	0.010
TGCP_WM1	1.633	1.234	0.155	0.156	0.009
TGCP_WM1	1.636	1.233	0.154	0.156	0.013
TGCP_WM1	1.634	1.233	0.154	0.156	0.012
TGCP_WM1	1.635	1.235	0.155	0.157	0.011
TGCP_WM1	1.628	1.233	0.153	0.155	0.011
TGCP_WM1	1.624	1.232	0.153	0.155	0.016
TGCP_WM1	1.629	1.232	0.154	0.155	0.008
TGCP_WM1	1.631	1.233	0.154	0.155	0.009
TGCP_WM1	1.631	1.232	0.152	0.155	0.017
TGCP_WM10	1.636	1.234	0.154	0.156	0.012
TGCP_WM1	1.637	1.234	0.155	0.157	0.012
TGCP_WM1	1.631	1.233	0.154	0.155	0.008
TGCP_WM1	1.638	1.234	0.154	0.156	0.013
TGCP_WM1	1.637	1.234	0.155	0.156	0.009
TGCP_WM1	1.637	1.234	0.154	0.156	0.013
TGCP_WM1	1.634	1.233	0.155	0.156	0.006
TGCP_WM1	1.631	1.234	0.155	0.156	0.010
TGCP_WM1	1.633	1.232	0.154	0.155	0.008
TGCP_WM1	1.628	1.231	0.152	0.154	0.015
TGCP_WM1	1.634	1.234	0.154	0.156	0.010
TGCP_WM1	1.629	1.232	0.152	0.154	0.013
TGCP_WM1	1.634	1.231	0.153	0.155	0.009
TGCP_WM1	1.634	1.233	0.154	0.156	0.008
TGCP_WM1	1.637	1.235	0.155	0.157	0.013
TGCP_WM1	1.634	1.233	0.154	0.156	0.013
TGCP_WM10	1.634	1.234	0.154	0.156	0.013
TGCP_WM1	1.622	1.232	0.153	0.155	0.014
TGCP_WM1	1.634	1.233	0.153	0.156	0.016
TGCP_WM1	1.633	1.232	0.153	0.155	0.012
TGCP_WM1	1.629	1.232	0.154	0.155	0.008
TGCP_WM1	1.637	1.234	0.156	0.157	0.007
TGCP_WM10	1.624	1.232	0.153	0.155	0.014
TGCP_WM1	1.629	1.232	0.153	0.155	0.015
TGCP_WM1	1.636	1.235	0.155	0.157	0.011
TGCP_WM10	1.629	1.233	0.153	0.155	0.016
TGCP_WM1	1.636	1.235	0.155	0.157	0.010
TGCP_WM1	1.631	1.231	0.153	0.155	0.007
TGCP_WM1	1.630	1.232	0.153	0.155	0.014
TGCP_WM1	1.631	1.233	0.153	0.156	0.014
TGCP_WM10	1.636	1.234	0.154	0.156	0.012
TGCP_WM1	1.621	1.233	0.153	0.155	0.012
TGCP_WM1	1.631	1.232	0.154	0.155	0.005
TGCP_WM1	1.637	1.234	0.155	0.156	0.007
TGCP_WM1	1.635	1.234	0.154	0.156	0.013
TGCP_WM1	1.631	1.231	0.153	0.155	0.007
TGCP_WM1	1.637	1.234	0.155	0.156	0.007
TGCP_WM1	1.625	1.232	0.153	0.155	0.012
TGCP_WM1	1.635	1.234	0.155	0.156	0.011
TGCP_WM1	1.634	1.233	0.154	0.156	0.012
TGCP_WM1	1.634	1.233	0.155	0.156	0.007
TGCP_WM10	1.636	1.234	0.154	0.156	0.012
TGCP_WM1	1.628	1.233	0.153	0.155	0.013
TGCP_WM1	1.636	1.233	0.154	0.156	0.013
TGCP_WM1	1.628	1.233	0.153	0.155	0.013
TGCP_WM1	1.635	1.234	0.155	0.156	0.012
TGCP_WM1	1.636	1.234	0.154	0.156	0.010
TGCP_WM1	1.632	1.235	0.155	0.156	0.007
TGCP_WM1	1.622	1.232	0.154	0.155	0.005
TGCP_WM1	1.631	1.233	0.154	0.156	0.010
TGCP_WM1	1.631	1.233	0.154	0.155	0.009
TGCP_WM1	1.631	1.232	0.153	0.155	0.010
TGCP_WM1	1.637	1.233	0.154	0.156	0.009
TGCP_WM1	1.628	1.231	0.152	0.154	0.015
TGCP_WM10	1.636	1.234	0.154	0.156	0.013
TGCP_WM10	1.637	1.234	0.155	0.156	0.009
TGCP_WM10	1.637	1.235	0.154	0.157	0.014
TGCP_WM1	1.637	1.234	0.155	0.156	0.009
TGCP_WM1	1.625	1.233	0.154	0.155	0.011
TGCP_WM1	1.635	1.234	0.154	0.156	0.013
TGCP_WM1	1.621	1.231	0.153	0.154	0.004
