Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM18	1.517	1.228	0.155	0.155	0.003
TGCP_WM10	1.514	1.228	0.153	0.155	0.010
TGCP_WM12	1.550	1.243	0.164	0.165	0.004
TGCP_WM12	1.553	1.241	0.166	0.164	-0.013
TGCP_WM1	1.526	1.234	0.158	0.158	0.003
TGCP_WM10	1.518	1.230	0.154	0.157	0.016
TGCP_WM1	1.504	1.222	0.149	0.152	0.023
TGCP_WM1	1.532	1.234	0.156	0.160	0.027
TGCP_WM1	1.501	1.228	0.156	0.154	-0.010
TGCP_WM10	1.507	1.226	0.149	0.154	0.031
TGCP_WM10	1.523	1.228	0.153	0.155	0.016
TGCP_WM10	1.532	1.232	0.152	0.159	0.045
TGCP_WM1	1.519	1.230	0.156	0.157	0.008
TGCP_WM11	1.497	1.231	0.156	0.155	-0.009
TGCP_WM1	1.516	1.228	0.152	0.155	0.020
TGCP_WM12	1.529	1.230	0.155	0.158	0.018
TGCP_WM11	1.506	1.223	0.149	0.152	0.019
TGCP_WM11	1.511	1.233	0.156	0.157	0.009
TGCP_WM1	1.495	1.217	0.147	0.148	0.010
TGCP_WM1	1.563	1.242	0.165	0.166	0.004
TGCP_WM1	1.526	1.231	0.156	0.158	0.016
TGCP_WM13	1.509	1.224	0.148	0.153	0.030
TGCP_WM14	1.509	1.224	0.148	0.152	0.028
TGCP_WM17	1.509	1.222	0.151	0.151	0.006
TGCP_WM10	1.512	1.232	0.154	0.157	0.018
TGCP_WM12	1.533	1.231	0.160	0.158	-0.013
TGCP_WM10	1.516	1.228	0.152	0.155	0.020
TGCP_WM1	1.541	1.237	0.161	0.162	0.007
TGCP_WM11	1.516	1.233	0.158	0.158	-0.006
TGCP_WM12	1.517	1.230	0.158	0.156	-0.012
TGCP_WM14	1.528	1.234	0.158	0.159	0.009
TGCP_WM1	1.529	1.231	0.155	0.158	0.017
TGCP_WM10	1.498	1.220	0.148	0.150	0.015
TGCP_WM14	1.543	1.236	0.162	0.161	-0.010
TGCP_WM10	1.523	1.234	0.156	0.159	0.017
TGCP_WM13	1.522	1.229	0.153	0.156	0.016
TGCP_WM13	1.518	1.226	0.151	0.155	0.022
TGCP_WM11	1.502	1.226	0.152	0.153	0.006
TGCP_WM1	1.540	1.237	0.161	0.162	0.009
TGCP_WM1	1.517	1.232	0.158	0.158	-0.002
TGCP_WM11	1.520	1.228	0.157	0.156	-0.006
TGCP_WM10	1.502	1.226	0.152	0.153	0.006
TGCP_WM1	1.529	1.228	0.154	0.156	0.009
TGCP_WM12	1.511	1.221	0.148	0.151	0.019
TGCP_WM13	1.517	1.226	0.152	0.154	0.015
TGCP_WM10	1.519	1.229	0.156	0.156	0.003
TGCP_WM1	1.538	1.236	0.163	0.160	-0.014
TGCP_WM10	1.532	1.231	0.153	0.158	0.032
TGCP_WM11	1.514	1.228	0.152	0.155	0.016
TGCP_WM1	1.494	1.225	0.154	0.152	-0.012
TGCP_WM11	1.501	1.222	0.151	0.151	-0.001
TGCP_WM11	1.509	1.222	0.149	0.152	0.018
TGCP_WM10	1.492	1.228	0.151	0.153	0.012
TGCP_WM12	1.520	1.235	0.161	0.159	-0.014
TGCP_WM11	1.537	1.237	0.163	0.161	-0.015
TGCP_WM11	1.507	1.222	0.148	0.151	0.021
TGCP_WM1	1.525	1.232	0.155	0.158	0.015
TGCP_WM1	1.518	1.232	0.159	0.157	-0.014
TGCP_WM1	1.490	1.226	0.151	0.152	0.003
TGCP_WM1	1.507	1.233	0.153	0.156	0.021
TGCP_WM14	1.527	1.235	0.157	0.159	0.014
TGCP_WM11	1.523	1.231	0.157	0.157	0.001
TGCP_WM12	1.507	1.228	0.152	0.154	0.017
TGCP_WM1	1.492	1.227	0.154	0.153	-0.010
TGCP_WM11	1.536	1.230	0.155	0.157	0.015
TGCP_WM1	1.499	1.221	0.149	0.151	0.007
TGCP_WM1	1.517	1.233	0.159	0.158	-0.005
TGCP_WM1	1.503	1.230	0.158	0.155	-0.017
TGCP_WM1	1.514	1.228	0.152	0.155	0.023
TGCP_WM13	1.516	1.226	0.155	0.154	-0.005
TGCP_WM11	1.503	1.228	0.159	0.154	-0.030
TGCP_WM16	1.508	1.225	0.152	0.153	0.008
TGCP_WM1	1.527	1.229	0.154	0.157	0.016
TGCP_WM10	1.512	1.226	0.149	0.154	0.030
TGCP_WM1	1.522	1.234	0.157	0.158	0.009
TGCP_WM1	1.523	1.227	0.154	0.155	0.009
TGCP_WM1	1.539	1.236	0.160	0.160	-0.000
TGCP_WM11	1.502	1.223	0.146	0.152	0.038
TGCP_WM11	1.514	1.227	0.150	0.154	0.031
TGCP_WM11	1.529	1.236	0.159	0.160	0.009
TGCP_WM11	1.506	1.224	0.150	0.153	0.020
TGCP_WM10	1.503	1.229	0.153	0.155	0.016
TGCP_WM12	1.513	1.226	0.155	0.154	-0.003
TGCP_WM12	1.519	1.230	0.156	0.157	0.004
TGCP_WM12	1.537	1.234	0.161	0.159	-0.011
TGCP_WM14	1.516	1.232	0.158	0.157	-0.007
TGCP_WM12	1.514	1.229	0.153	0.155	0.011
TGCP_WM1	1.498	1.223	0.149	0.151	0.013
TGCP_WM10	1.532	1.231	0.153	0.158	0.035
TGCP_WM14	1.557	1.236	0.161	0.162	0.011
TGCP_WM16	1.542	1.235	0.160	0.160	0.000
TGCP_WM11	1.510	1.226	0.156	0.154	-0.013
TGCP_WM1	1.504	1.227	0.151	0.154	0.017
TGCP_WM1	1.537	1.240	0.164	0.163	-0.004
TGCP_WM1	1.512	1.226	0.153	0.154	0.006
TGCP_WM11	1.499	1.224	0.152	0.152	0.002
TGCP_WM1	1.509	1.227	0.158	0.154	-0.026
TGCP_WM10	1.523	1.231	0.157	0.158	0.005
TGCP_WM15	1.546	1.237	0.161	0.162	0.005
TGCP_WM18	1.521	1.230	0.154	0.157	0.013
