Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.412	1.165	0.101	0.117	0.131
MPO_WM487	1.397	1.158	0.095	0.113	0.165
MPO_WM486	1.423	1.169	0.107	0.120	0.107
MPO_WM482	1.423	1.169	0.105	0.120	0.126
MPO_WM483	1.429	1.174	0.110	0.123	0.105
MPO_WM482	1.428	1.169	0.108	0.120	0.096
MPO_WM482	1.439	1.172	0.107	0.123	0.130
MPO_WM482	1.437	1.172	0.111	0.121	0.085
MPO_WM484	1.440	1.173	0.110	0.123	0.105
MPO_WM484	1.390	1.155	0.091	0.111	0.178
MPO_WM483	1.473	1.184	0.118	0.131	0.093
MPO_WM485	1.430	1.170	0.108	0.121	0.105
MPO_WM482	1.447	1.178	0.117	0.125	0.059
MPO_WM482	1.419	1.169	0.104	0.120	0.130
MPO_WM483	1.412	1.162	0.098	0.116	0.158
MPO_WM485	1.446	1.172	0.114	0.123	0.072
MPO_WM488	1.469	1.178	0.120	0.127	0.057
MPO_WM489	1.432	1.169	0.108	0.121	0.107
MPO_WM486	1.401	1.161	0.095	0.116	0.182
MPO_WM482	1.482	1.184	0.119	0.131	0.089
MPO_WM483	1.414	1.164	0.101	0.118	0.143
MPO_WM486	1.384	1.157	0.091	0.112	0.183
MPO_WM489	1.443	1.173	0.112	0.123	0.091
MPO_WM484	1.428	1.169	0.109	0.120	0.092
MPO_WM482	1.410	1.163	0.104	0.115	0.102
MPO_WM491	1.453	1.178	0.118	0.126	0.067
MPO_WM483	1.429	1.170	0.108	0.120	0.103
MPO_WM483	1.437	1.173	0.107	0.123	0.129
MPO_WM483	1.403	1.164	0.097	0.116	0.166
MPO_WM484	1.422	1.168	0.105	0.119	0.117
MPO_WM482	1.436	1.177	0.114	0.124	0.082
MPO_WM482	1.428	1.167	0.103	0.119	0.140
MPO_WM483	1.400	1.161	0.100	0.115	0.131
MPO_WM486	1.395	1.161	0.097	0.115	0.152
MPO_WM485	1.444	1.180	0.121	0.126	0.037
MPO_WM482	1.408	1.163	0.100	0.116	0.136
MPO_WM484	1.430	1.168	0.103	0.119	0.140
MPO_WM482	1.428	1.169	0.105	0.120	0.129
MPO_WM490	1.441	1.172	0.107	0.123	0.126
MPO_WM482	1.442	1.175	0.113	0.123	0.087
MPO_WM484	1.426	1.169	0.104	0.120	0.129
MPO_WM484	1.419	1.164	0.101	0.117	0.140
MPO_WM483	1.399	1.163	0.097	0.116	0.166
MPO_WM482	1.436	1.171	0.105	0.123	0.141
MPO_WM485	1.456	1.180	0.112	0.128	0.126
MPO_WM485	1.453	1.179	0.117	0.127	0.082
MPO_WM484	1.433	1.170	0.110	0.121	0.087
