Population	Num	Eff_num	Ho	Hs	Gis
STT_WM184	1.447	1.185	0.121	0.129	0.061
STT_WM183	1.473	1.193	0.129	0.135	0.041
STT_WM183	1.446	1.184	0.120	0.128	0.066
STT_WM183	1.410	1.171	0.105	0.120	0.124
STT_WM185	1.453	1.188	0.120	0.131	0.081
STT_WM183	1.449	1.183	0.117	0.128	0.090
STT_WM183	1.427	1.175	0.111	0.123	0.097
STT_WM183	1.423	1.172	0.109	0.121	0.099
STT_WM185	1.431	1.179	0.113	0.125	0.095
STT_WM185	1.458	1.182	0.118	0.129	0.087
STT_WM185	1.439	1.182	0.118	0.127	0.066
STT_WM186	1.423	1.175	0.109	0.123	0.109
STT_WM183	1.419	1.174	0.109	0.122	0.105
STT_WM183	1.427	1.173	0.113	0.121	0.063
STT_WM183	1.436	1.181	0.114	0.127	0.105
STT_WM191	1.442	1.181	0.118	0.126	0.064
STT_WM183	1.468	1.192	0.129	0.133	0.032
STT_WM185	1.412	1.170	0.108	0.119	0.100
STT_WM183	1.480	1.193	0.132	0.135	0.023
STT_WM185	1.476	1.192	0.128	0.135	0.047
STT_WM183	1.461	1.189	0.125	0.132	0.051
STT_WM183	1.446	1.180	0.118	0.127	0.070
STT_WM188	1.436	1.180	0.117	0.126	0.070
STT_WM183	1.425	1.176	0.113	0.123	0.085
STT_WM186	1.465	1.188	0.125	0.132	0.052
STT_WM183	1.447	1.182	0.119	0.128	0.068
STT_WM186	1.402	1.169	0.107	0.118	0.092
STT_WM185	1.426	1.176	0.111	0.124	0.106
STT_WM185	1.410	1.171	0.106	0.120	0.117
STT_WM191	1.483	1.195	0.133	0.136	0.018
STT_WM183	1.435	1.181	0.119	0.126	0.057
STT_WM190	1.438	1.178	0.115	0.125	0.082
STT_WM185	1.395	1.166	0.100	0.116	0.144
STT_WM186	1.465	1.189	0.125	0.132	0.049
STT_WM185	1.459	1.184	0.117	0.130	0.101
STT_WM184	1.389	1.168	0.102	0.117	0.129
STT_WM184	1.426	1.174	0.109	0.123	0.108
STT_WM185	1.419	1.172	0.109	0.121	0.101
STT_WM186	1.451	1.185	0.117	0.129	0.093
STT_WM187	1.443	1.183	0.116	0.128	0.097
STT_WM186	1.436	1.175	0.113	0.123	0.086
STT_WM183	1.470	1.191	0.128	0.134	0.040
STT_WM189	1.478	1.194	0.127	0.135	0.065
STT_WM184	1.472	1.192	0.127	0.134	0.051
STT_WM187	1.450	1.181	0.115	0.128	0.100
STT_WM183	1.443	1.184	0.119	0.128	0.072
STT_WM184	1.448	1.181	0.118	0.127	0.067
STT_WM184	1.451	1.184	0.115	0.129	0.106
STT_WM183	1.460	1.187	0.124	0.131	0.057
STT_WM183	1.451	1.186	0.122	0.129	0.057
STT_WM186	1.469	1.192	0.129	0.134	0.038
STT_WM184	1.460	1.185	0.118	0.131	0.096
STT_WM183	1.433	1.178	0.116	0.125	0.071
STT_WM184	1.448	1.182	0.116	0.128	0.092
STT_WM183	1.448	1.186	0.121	0.129	0.059
STT_WM186	1.421	1.173	0.111	0.121	0.084
STT_WM187	1.430	1.174	0.111	0.123	0.103
STT_WM187	1.432	1.179	0.113	0.125	0.100
STT_WM184	1.453	1.185	0.123	0.129	0.050
STT_WM185	1.469	1.188	0.126	0.132	0.046
STT_WM186	1.419	1.175	0.111	0.122	0.094
STT_WM188	1.440	1.177	0.118	0.124	0.055
STT_WM186	1.425	1.177	0.113	0.124	0.093
STT_WM185	1.446	1.182	0.117	0.128	0.087
STT_WM189	1.483	1.194	0.131	0.136	0.032
STT_WM189	1.467	1.190	0.128	0.133	0.038
STT_WM183	1.384	1.163	0.096	0.115	0.165
STT_WM184	1.418	1.173	0.108	0.121	0.110
STT_WM183	1.448	1.183	0.117	0.128	0.091
STT_WM184	1.454	1.182	0.118	0.128	0.076
STT_WM183	1.423	1.180	0.114	0.125	0.088
STT_WM183	1.443	1.181	0.118	0.127	0.073
STT_WM184	1.418	1.172	0.106	0.121	0.124
STT_WM185	1.460	1.187	0.125	0.131	0.050
STT_WM189	1.456	1.185	0.122	0.130	0.059
STT_WM184	1.437	1.179	0.116	0.125	0.076
STT_WM184	1.482	1.193	0.129	0.136	0.051
STT_WM184	1.436	1.178	0.114	0.125	0.081
STT_WM183	1.422	1.176	0.113	0.123	0.083
STT_WM183	1.439	1.178	0.114	0.125	0.090
STT_WM184	1.417	1.177	0.112	0.123	0.089
STT_WM186	1.447	1.182	0.118	0.128	0.078
STT_WM191	1.451	1.182	0.119	0.128	0.073
STT_WM186	1.481	1.193	0.128	0.136	0.058
STT_WM191	1.457	1.188	0.124	0.131	0.054
STT_WM185	1.433	1.175	0.113	0.123	0.084
STT_WM183	1.453	1.184	0.119	0.129	0.075
STT_WM184	1.435	1.181	0.119	0.126	0.057
STT_WM186	1.449	1.180	0.118	0.127	0.068
STT_WM183	1.447	1.183	0.120	0.128	0.063
STT_WM183	1.426	1.175	0.110	0.123	0.104
STT_WM183	1.438	1.181	0.117	0.126	0.072
STT_WM183	1.457	1.184	0.118	0.130	0.087
STT_WM183	1.459	1.185	0.117	0.130	0.100
STT_WM187	1.451	1.183	0.118	0.128	0.081
STT_WM183	1.435	1.179	0.115	0.125	0.086
STT_WM187	1.442	1.180	0.116	0.126	0.081
STT_WM184	1.449	1.180	0.118	0.127	0.068
STT_WM187	1.400	1.169	0.108	0.118	0.086
STT_WM187	1.411	1.170	0.107	0.119	0.098
