Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM484	1.466	1.169	0.102	0.120	0.152
MPO_WM482	1.454	1.167	0.101	0.118	0.140
MPO_WM482	1.475	1.171	0.106	0.121	0.128
MPO_WM483	1.417	1.156	0.090	0.110	0.189
MPO_WM482	1.466	1.171	0.106	0.121	0.118
MPO_WM483	1.483	1.174	0.108	0.123	0.126
MPO_WM485	1.502	1.180	0.117	0.127	0.080
MPO_WM487	1.465	1.169	0.107	0.119	0.099
MPO_WM485	1.498	1.179	0.116	0.127	0.087
MPO_WM482	1.452	1.164	0.102	0.116	0.128
MPO_WM486	1.454	1.167	0.101	0.118	0.148
MPO_WM488	1.453	1.167	0.104	0.118	0.119
MPO_WM482	1.485	1.175	0.110	0.124	0.108
MPO_WM482	1.455	1.169	0.104	0.119	0.129
MPO_WM482	1.452	1.166	0.102	0.118	0.133
MPO_WM484	1.435	1.160	0.094	0.114	0.174
MPO_WM482	1.414	1.154	0.091	0.109	0.171
MPO_WM483	1.459	1.167	0.104	0.118	0.115
MPO_WM483	1.487	1.181	0.118	0.127	0.072
MPO_WM484	1.454	1.165	0.099	0.118	0.162
MPO_WM485	1.454	1.168	0.104	0.118	0.121
MPO_WM482	1.433	1.162	0.094	0.115	0.176
MPO_WM484	1.450	1.164	0.100	0.117	0.145
MPO_WM482	1.480	1.171	0.110	0.122	0.095
MPO_WM484	1.495	1.176	0.112	0.125	0.102
MPO_WM485	1.466	1.174	0.109	0.122	0.109
MPO_WM483	1.482	1.172	0.107	0.122	0.129
MPO_WM482	1.485	1.176	0.113	0.124	0.089
MPO_WM483	1.460	1.165	0.100	0.118	0.150
MPO_WM482	1.450	1.164	0.099	0.116	0.147
MPO_WM483	1.469	1.169	0.107	0.120	0.108
MPO_WM482	1.472	1.171	0.106	0.121	0.123
MPO_WM482	1.429	1.159	0.094	0.113	0.165
MPO_WM482	1.432	1.161	0.095	0.115	0.168
MPO_WM483	1.476	1.173	0.110	0.122	0.105
MPO_WM483	1.466	1.172	0.107	0.121	0.121
MPO_WM482	1.454	1.166	0.100	0.118	0.150
MPO_WM482	1.484	1.178	0.112	0.125	0.110
MPO_WM482	1.483	1.176	0.114	0.124	0.082
MPO_WM482	1.468	1.169	0.107	0.120	0.107
MPO_WM482	1.453	1.165	0.101	0.117	0.141
MPO_WM484	1.472	1.170	0.107	0.120	0.114
MPO_WM482	1.488	1.178	0.112	0.125	0.110
MPO_WM482	1.474	1.170	0.107	0.120	0.113
MPO_WM485	1.480	1.176	0.114	0.124	0.078
MPO_WM485	1.452	1.169	0.105	0.119	0.118
MPO_WM482	1.457	1.166	0.104	0.117	0.115
MPO_WM486	1.449	1.167	0.101	0.118	0.144
MPO_WM482	1.472	1.169	0.102	0.121	0.151
MPO_WM482	1.447	1.164	0.099	0.116	0.150
MPO_WM485	1.480	1.175	0.111	0.124	0.106
MPO_WM482	1.473	1.171	0.104	0.121	0.146
MPO_WM483	1.492	1.176	0.116	0.125	0.068
MPO_WM484	1.472	1.170	0.102	0.121	0.161
MPO_WM484	1.484	1.179	0.112	0.126	0.111
MPO_WM485	1.426	1.160	0.093	0.114	0.181
MPO_WM484	1.465	1.166	0.100	0.119	0.157
MPO_WM486	1.453	1.168	0.103	0.119	0.134
MPO_WM483	1.452	1.168	0.102	0.118	0.136
MPO_WM483	1.497	1.179	0.117	0.126	0.078
MPO_WM483	1.453	1.169	0.103	0.119	0.134
MPO_WM488	1.443	1.162	0.101	0.115	0.124
MPO_WM484	1.481	1.170	0.106	0.121	0.121
MPO_WM485	1.477	1.173	0.111	0.122	0.093
MPO_WM485	1.454	1.169	0.105	0.119	0.118
MPO_WM483	1.451	1.164	0.100	0.116	0.134
MPO_WM483	1.466	1.166	0.101	0.118	0.151
MPO_WM483	1.448	1.162	0.097	0.116	0.161
MPO_WM482	1.452	1.167	0.104	0.118	0.116
MPO_WM482	1.451	1.165	0.097	0.117	0.172
MPO_WM484	1.450	1.168	0.105	0.118	0.115
MPO_WM482	1.418	1.157	0.093	0.111	0.167
MPO_WM483	1.464	1.170	0.106	0.120	0.120
MPO_WM484	1.507	1.180	0.116	0.127	0.093
MPO_WM486	1.451	1.166	0.103	0.118	0.128
MPO_WM485	1.490	1.179	0.114	0.126	0.096
MPO_WM483	1.464	1.167	0.103	0.119	0.137
MPO_WM486	1.491	1.176	0.112	0.125	0.110
MPO_WM482	1.454	1.166	0.101	0.118	0.143
MPO_WM482	1.484	1.175	0.108	0.125	0.135
MPO_WM487	1.493	1.176	0.113	0.125	0.094
MPO_WM485	1.503	1.182	0.120	0.129	0.070
MPO_WM482	1.476	1.170	0.107	0.121	0.113
MPO_WM483	1.438	1.164	0.101	0.115	0.120
MPO_WM482	1.478	1.174	0.111	0.123	0.095
MPO_WM483	1.448	1.165	0.100	0.117	0.141
MPO_WM483	1.453	1.165	0.101	0.116	0.130
MPO_WM485	1.449	1.167	0.101	0.118	0.148
MPO_WM482	1.440	1.162	0.098	0.114	0.146
MPO_WM485	1.474	1.177	0.112	0.125	0.105
MPO_WM483	1.484	1.177	0.112	0.124	0.102
MPO_WM484	1.463	1.169	0.104	0.119	0.129
MPO_WM484	1.448	1.167	0.103	0.118	0.132
MPO_WM486	1.473	1.171	0.106	0.121	0.123
MPO_WM483	1.440	1.161	0.097	0.114	0.150
MPO_WM482	1.461	1.171	0.110	0.120	0.083
MPO_WM482	1.490	1.175	0.110	0.124	0.108
MPO_WM482	1.482	1.175	0.110	0.123	0.105
MPO_WM484	1.445	1.162	0.098	0.115	0.146
MPO_WM482	1.456	1.167	0.101	0.119	0.146
