Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM10	1.561	1.238	0.159	0.160	0.005
TGCP_WM11	1.566	1.236	0.160	0.160	0.002
TGCP_WM1	1.534	1.225	0.149	0.152	0.017
TGCP_WM10	1.522	1.223	0.150	0.151	0.003
TGCP_WM1	1.556	1.231	0.157	0.156	-0.003
TGCP_WM10	1.552	1.228	0.151	0.154	0.024
TGCP_WM12	1.548	1.231	0.158	0.156	-0.014
TGCP_WM13	1.557	1.230	0.155	0.156	0.006
TGCP_WM1	1.552	1.230	0.154	0.156	0.009
TGCP_WM11	1.560	1.232	0.153	0.157	0.025
TGCP_WM1	1.533	1.228	0.156	0.154	-0.014
TGCP_WM10	1.520	1.224	0.148	0.150	0.016
TGCP_WM10	1.558	1.233	0.152	0.158	0.042
TGCP_WM1	1.543	1.227	0.153	0.153	0.002
TGCP_WM10	1.542	1.227	0.151	0.154	0.018
TGCP_WM1	1.536	1.226	0.150	0.153	0.021
TGCP_WM1	1.552	1.233	0.157	0.158	0.001
TGCP_WM1	1.522	1.224	0.147	0.151	0.025
TGCP_WM11	1.536	1.228	0.153	0.153	0.003
TGCP_WM13	1.547	1.230	0.152	0.156	0.026
TGCP_WM10	1.536	1.231	0.151	0.155	0.026
TGCP_WM1	1.573	1.235	0.160	0.160	0.001
TGCP_WM10	1.570	1.233	0.154	0.158	0.028
TGCP_WM10	1.543	1.230	0.150	0.155	0.031
TGCP_WM10	1.544	1.231	0.154	0.155	0.005
TGCP_WM1	1.544	1.227	0.155	0.154	-0.003
TGCP_WM1	1.536	1.228	0.151	0.154	0.020
TGCP_WM1	1.560	1.237	0.161	0.159	-0.007
TGCP_WM11	1.549	1.231	0.155	0.156	0.007
TGCP_WM10	1.528	1.224	0.147	0.152	0.031
TGCP_WM10	1.586	1.236	0.158	0.161	0.017
TGCP_WM1	1.545	1.227	0.154	0.154	-0.004
TGCP_WM1	1.545	1.234	0.153	0.158	0.029
TGCP_WM11	1.549	1.231	0.155	0.156	0.006
TGCP_WM12	1.550	1.234	0.159	0.159	0.001
TGCP_WM1	1.554	1.234	0.162	0.157	-0.032
TGCP_WM1	1.526	1.227	0.152	0.153	0.005
