Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM721	1.180	1.076	0.045	0.052	0.148
PTP_WM721	1.182	1.081	0.046	0.055	0.157
PTP_WM724	1.201	1.082	0.050	0.056	0.111
PTP_WM724	1.215	1.086	0.056	0.059	0.059
PTP_WM721	1.196	1.083	0.049	0.056	0.126
PTP_WM722	1.214	1.087	0.053	0.060	0.119
PTP_WM721	1.184	1.080	0.047	0.054	0.131
PTP_WM721	1.186	1.081	0.045	0.055	0.176
PTP_WM722	1.202	1.083	0.051	0.057	0.115
PTP_WM723	1.183	1.077	0.045	0.053	0.142
PTP_WM723	1.194	1.080	0.049	0.055	0.114
PTP_WM724	1.186	1.076	0.046	0.053	0.122
PTP_WM721	1.188	1.080	0.046	0.054	0.151
PTP_WM721	1.210	1.085	0.052	0.059	0.109
PTP_WM724	1.192	1.080	0.050	0.054	0.074
PTP_WM725	1.210	1.085	0.054	0.058	0.076
PTP_WM721	1.204	1.085	0.054	0.058	0.069
PTP_WM724	1.179	1.078	0.046	0.052	0.123
PTP_WM722	1.206	1.084	0.051	0.058	0.121
PTP_WM722	1.231	1.089	0.058	0.062	0.063
PTP_WM722	1.198	1.081	0.049	0.056	0.119
PTP_WM721	1.180	1.078	0.045	0.053	0.163
PTP_WM722	1.193	1.080	0.049	0.054	0.095
PTP_WM723	1.202	1.087	0.051	0.059	0.135
PTP_WM721	1.187	1.079	0.047	0.054	0.133
PTP_WM722	1.198	1.084	0.050	0.057	0.115
PTP_WM721	1.195	1.081	0.050	0.055	0.104
PTP_WM722	1.203	1.083	0.051	0.057	0.111
PTP_WM721	1.203	1.085	0.053	0.058	0.090
PTP_WM723	1.186	1.079	0.048	0.054	0.110
PTP_WM721	1.213	1.086	0.053	0.059	0.091
PTP_WM721	1.203	1.088	0.053	0.059	0.098
PTP_WM722	1.213	1.086	0.055	0.059	0.069
PTP_WM725	1.204	1.085	0.051	0.058	0.119
PTP_WM722	1.195	1.083	0.052	0.056	0.073
PTP_WM721	1.205	1.085	0.053	0.058	0.083
PTP_WM722	1.178	1.076	0.044	0.052	0.148
PTP_WM721	1.188	1.082	0.048	0.055	0.132
PTP_WM722	1.192	1.080	0.049	0.054	0.098
