Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM18	0.000000	0.169934	0.171801	0.181906
TGCP_WM10	0.000000	0.169646	0.164998	0.183781
TGCP_WM12	0.000000	0.167262	0.156902	0.175779
TGCP_WM12	0.000000	0.165691	0.169290	0.176988
TGCP_WM1	0.000000	0.174468	0.167276	0.186766
TGCP_WM10	0.000000	0.162845	0.159880	0.178844
TGCP_WM1	0.000000	0.163354	0.165068	0.183634
TGCP_WM1	0.000000	0.157558	0.165894	0.179785
TGCP_WM1	0.000000	0.177552	0.174300	0.193079
TGCP_WM10	0.000000	0.163309	0.164829	0.182433
TGCP_WM10	0.000000	0.170490	0.166311	0.197009
TGCP_WM10	0.000000	0.163642	0.157247	0.183119
TGCP_WM1	0.000000	0.165043	0.166459	0.168876
TGCP_WM11	0.000000	0.181053	0.178118	0.189781
TGCP_WM1	0.000000	0.158178	0.161837	0.174244
TGCP_WM12	0.000000	0.172829	0.157857	0.171072
TGCP_WM11	0.000000	0.173812	0.167678	0.191682
TGCP_WM11	0.000000	0.171530	0.168115	0.190362
TGCP_WM1	0.000000	0.167927	0.160675	0.184605
TGCP_WM1	0.000000	0.161287	0.160072	0.174888
TGCP_WM1	0.000000	0.164009	0.151325	0.184741
TGCP_WM13	0.000000	0.170326	0.169501	0.182624
TGCP_WM14	0.000000	0.175748	0.166964	0.185639
TGCP_WM17	0.000000	0.164909	0.162382	0.188068
TGCP_WM10	0.000000	0.169326	0.165909	0.176075
TGCP_WM12	0.000000	0.163245	0.161894	0.190895
TGCP_WM10	0.000000	0.171774	0.173106	0.187864
TGCP_WM1	0.000000	0.167283	0.166450	0.180658
TGCP_WM11	0.000000	0.172311	0.173968	0.193244
TGCP_WM12	0.000000	0.165083	0.156670	0.186538
TGCP_WM14	0.000000	0.167746	0.171085	0.178110
TGCP_WM1	0.000000	0.171165	0.166464	0.191234
TGCP_WM10	0.000000	0.170141	0.167981	0.181369
TGCP_WM14	0.000000	0.170880	0.166262	0.180267
TGCP_WM10	0.000000	0.169491	0.178148	0.186978
TGCP_WM13	0.000000	0.178123	0.173546	0.201419
TGCP_WM13	0.000000	0.168227	0.169035	0.184925
TGCP_WM11	0.000000	0.174777	0.170934	0.183578
TGCP_WM1	0.000000	0.165454	0.154198	0.182580
TGCP_WM1	0.000000	0.164396	0.169835	0.172999
TGCP_WM11	0.000000	0.163754	0.165487	0.175124
TGCP_WM10	0.000000	0.164218	0.169919	0.197387
TGCP_WM1	0.000000	0.161325	0.162186	0.182564
TGCP_WM12	0.000000	0.167852	0.169566	0.188385
TGCP_WM13	0.000000	0.162418	0.167138	0.187439
TGCP_WM10	0.000000	0.175221	0.165958	0.200031
TGCP_WM1	0.000000	0.169701	0.165396	0.177528
TGCP_WM10	0.000000	0.160319	0.159727	0.186277
TGCP_WM11	0.000000	0.168911	0.163084	0.180384
TGCP_WM1	0.000000	0.174313	0.175593	0.189220
TGCP_WM11	0.000000	0.172151	0.170091	0.172910
TGCP_WM11	0.000000	0.172056	0.176587	0.192035
TGCP_WM10	0.000000	0.178491	0.175037	0.204051
TGCP_WM12	0.000000	0.164432	0.167392	0.176316
TGCP_WM11	0.000000	0.175704	0.172985	0.178198
TGCP_WM11	0.000000	0.171570	0.166472	0.185195
TGCP_WM1	0.000000	0.171675	0.176412	0.176258
TGCP_WM1	0.000000	0.172321	0.171900	0.187082
TGCP_WM1	0.000000	0.175900	0.169536	0.185916
TGCP_WM1	0.000000	0.168118	0.169918	0.184316
TGCP_WM14	0.000000	0.166394	0.163974	0.182442
TGCP_WM11	0.000000	0.168280	0.163963	0.179019
TGCP_WM12	0.000000	0.165531	0.163872	0.188284
TGCP_WM1	0.000000	0.170141	0.172065	0.201821
TGCP_WM11	0.000000	0.169545	0.170274	0.182601
TGCP_WM1	0.000000	0.170929	0.165223	0.181294
TGCP_WM1	0.000000	0.171284	0.166182	0.182654
TGCP_WM1	0.000000	0.178530	0.175459	0.185338
TGCP_WM1	0.000000	0.163828	0.159728	0.185251
TGCP_WM13	0.000000	0.171921	0.164038	0.186695
TGCP_WM11	0.000000	0.177956	0.166783	0.197655
TGCP_WM16	0.000000	0.171311	0.182359	0.197932
TGCP_WM1	0.000000	0.164993	0.161585	0.181151
TGCP_WM10	0.000000	0.170812	0.161193	0.194065
TGCP_WM1	0.000000	0.170777	0.159718	0.180606
TGCP_WM1	0.000000	0.161634	0.162585	0.179804
TGCP_WM1	0.000000	0.166724	0.168382	0.184584
TGCP_WM11	0.000000	0.175636	0.165929	0.194301
TGCP_WM11	0.000000	0.165630	0.163418	0.186375
TGCP_WM11	0.000000	0.167285	0.167440	0.186928
TGCP_WM11	0.000000	0.180822	0.169924	0.182546
TGCP_WM10	0.000000	0.171058	0.159174	0.197317
TGCP_WM12	0.000000	0.168540	0.165699	0.189152
TGCP_WM12	0.000000	0.168154	0.164926	0.177926
TGCP_WM12	0.000000	0.165942	0.165906	0.166360
TGCP_WM14	0.000000	0.165900	0.165109	0.179273
TGCP_WM12	0.000000	0.168093	0.175550	0.188870
TGCP_WM1	0.000000	0.173307	0.161561	0.184959
TGCP_WM10	0.000000	0.162467	0.159903	0.175603
TGCP_WM14	0.000000	0.167535	0.166339	0.178152
TGCP_WM16	0.000000	0.162461	0.168937	0.173507
TGCP_WM11	0.000000	0.171747	0.170792	0.186085
TGCP_WM1	0.000000	0.166627	0.158468	0.189083
TGCP_WM1	0.000000	0.158556	0.157879	0.174567
TGCP_WM1	0.000000	0.168237	0.169086	0.180837
TGCP_WM11	0.000000	0.178036	0.175507	0.202461
TGCP_WM1	0.000000	0.172567	0.177108	0.178237
TGCP_WM10	0.000000	0.163686	0.160111	0.188955
TGCP_WM15	0.000000	0.174482	0.169921	0.192504
TGCP_WM18	0.000000	0.173456	0.169697	0.185647
