Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM483	0.163829	0.062327	0.000000	0.188969
MPO_WM482	0.164183	0.063238	0.000000	0.180697
MPO_WM483	0.168214	0.064842	0.000000	0.188302
MPO_WM484	0.172861	0.061992	0.000000	0.197084
MPO_WM482	0.164905	0.058790	0.000000	0.182864
MPO_WM484	0.171244	0.060556	0.000000	0.191724
MPO_WM482	0.165502	0.068213	0.000000	0.193508
MPO_WM482	0.170287	0.067621	0.000000	0.189415
MPO_WM482	0.168173	0.062599	0.000000	0.186266
MPO_WM482	0.159032	0.062031	0.000000	0.187761
MPO_WM485	0.164901	0.068239	0.000000	0.185158
MPO_WM483	0.165515	0.064894	0.000000	0.188759
MPO_WM482	0.171475	0.073228	0.000000	0.201121
MPO_WM482	0.170427	0.061066	0.000000	0.189383
MPO_WM482	0.165759	0.065066	0.000000	0.191489
MPO_WM482	0.167701	0.063203	0.000000	0.189549
MPO_WM484	0.163311	0.065688	0.000000	0.186754
MPO_WM482	0.169136	0.067011	0.000000	0.181826
MPO_WM486	0.165325	0.061300	0.000000	0.191067
MPO_WM483	0.164614	0.058210	0.000000	0.184730
MPO_WM486	0.171703	0.066188	0.000000	0.188219
MPO_WM484	0.170318	0.069291	0.000000	0.196911
MPO_WM482	0.168744	0.066539	0.000000	0.187681
MPO_WM483	0.161254	0.063683	0.000000	0.184936
MPO_WM482	0.169511	0.067483	0.000000	0.192725
MPO_WM482	0.169589	0.068676	0.000000	0.187181
MPO_WM482	0.166449	0.065773	0.000000	0.193180
MPO_WM482	0.173396	0.063705	0.000000	0.188629
MPO_WM486	0.156109	0.065913	0.000000	0.187437
MPO_WM482	0.167412	0.061616	0.000000	0.189522
MPO_WM482	0.163126	0.066632	0.000000	0.191581
MPO_WM482	0.165634	0.062540	0.000000	0.192222
MPO_WM483	0.164636	0.065391	0.000000	0.188504
MPO_WM483	0.168955	0.066802	0.000000	0.190060
MPO_WM484	0.162848	0.061239	0.000000	0.186709
MPO_WM483	0.175033	0.067789	0.000000	0.187401
MPO_WM482	0.166819	0.064729	0.000000	0.184934
MPO_WM483	0.167415	0.062134	0.000000	0.186971
MPO_WM482	0.162468	0.063730	0.000000	0.184412
MPO_WM486	0.163080	0.067059	0.000000	0.193274
MPO_WM482	0.165168	0.065903	0.000000	0.186182
MPO_WM482	0.164732	0.060572	0.000000	0.190837
MPO_WM482	0.165460	0.060393	0.000000	0.185566
MPO_WM483	0.166072	0.061570	0.000000	0.188363
MPO_WM484	0.165503	0.062733	0.000000	0.188181
MPO_WM482	0.167969	0.065615	0.000000	0.184864
MPO_WM483	0.166735	0.066073	0.000000	0.194468
MPO_WM482	0.172099	0.066608	0.000000	0.195071
MPO_WM482	0.168990	0.064599	0.000000	0.190853
MPO_WM482	0.168598	0.067865	0.000000	0.191755
MPO_WM482	0.166315	0.066682	0.000000	0.188771
MPO_WM482	0.172584	0.065676	0.000000	0.190681
MPO_WM482	0.166359	0.063943	0.000000	0.188683
MPO_WM486	0.160050	0.059853	0.000000	0.188416
MPO_WM485	0.162903	0.066274	0.000000	0.182997
MPO_WM482	0.170724	0.065900	0.000000	0.191171
MPO_WM484	0.162781	0.064105	0.000000	0.183935
MPO_WM482	0.166268	0.071759	0.000000	0.190048
MPO_WM483	0.169871	0.068147	0.000000	0.192718
MPO_WM483	0.160243	0.060374	0.000000	0.184527
MPO_WM482	0.160584	0.063153	0.000000	0.184641
MPO_WM482	0.165486	0.064409	0.000000	0.194060
MPO_WM483	0.167136	0.064275	0.000000	0.190559
