Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.166753	0.063050	0.000000	0.187840
MPO_WM482	0.164043	0.066412	0.000000	0.187656
MPO_WM482	0.168266	0.062003	0.000000	0.187988
MPO_WM482	0.168462	0.063608	0.000000	0.189577
MPO_WM482	0.166226	0.065627	0.000000	0.192405
MPO_WM482	0.166736	0.065631	0.000000	0.191189
MPO_WM482	0.167933	0.064516	0.000000	0.190413
MPO_WM484	0.166835	0.063668	0.000000	0.192171
MPO_WM482	0.164315	0.065705	0.000000	0.187529
MPO_WM482	0.168078	0.068757	0.000000	0.191457
MPO_WM484	0.167321	0.063880	0.000000	0.191328
MPO_WM482	0.170215	0.066164	0.000000	0.188181
MPO_WM483	0.167993	0.067136	0.000000	0.188204
MPO_WM482	0.164424	0.065948	0.000000	0.191312
MPO_WM482	0.170788	0.064116	0.000000	0.190574
MPO_WM483	0.163500	0.060907	0.000000	0.189871
MPO_WM483	0.169290	0.064162	0.000000	0.190373
MPO_WM483	0.165958	0.063588	0.000000	0.189019
MPO_WM482	0.166630	0.062384	0.000000	0.193210
MPO_WM482	0.168208	0.069975	0.000000	0.190606
MPO_WM482	0.167997	0.063398	0.000000	0.189342
MPO_WM482	0.164956	0.062743	0.000000	0.187739
MPO_WM483	0.164018	0.062602	0.000000	0.186569
MPO_WM482	0.167027	0.063781	0.000000	0.189360
MPO_WM483	0.164907	0.062529	0.000000	0.186419
MPO_WM482	0.168100	0.067584	0.000000	0.191817
MPO_WM482	0.167659	0.063598	0.000000	0.188950
MPO_WM482	0.167445	0.063694	0.000000	0.188074
MPO_WM482	0.167933	0.063214	0.000000	0.189323
MPO_WM482	0.164144	0.064284	0.000000	0.193607
MPO_WM483	0.166328	0.064294	0.000000	0.190514
MPO_WM482	0.165586	0.061330	0.000000	0.188193
MPO_WM482	0.166943	0.063947	0.000000	0.187140
MPO_WM483	0.165975	0.065555	0.000000	0.190326
MPO_WM482	0.166693	0.065096	0.000000	0.191285
MPO_WM483	0.166666	0.062963	0.000000	0.189534
MPO_WM482	0.166420	0.066578	0.000000	0.187776
MPO_WM482	0.163501	0.065019	0.000000	0.193908
MPO_WM484	0.164269	0.063186	0.000000	0.188303
MPO_WM482	0.167958	0.062491	0.000000	0.186558
MPO_WM482	0.169774	0.063671	0.000000	0.188061
MPO_WM483	0.168518	0.064727	0.000000	0.186451
MPO_WM482	0.171651	0.063248	0.000000	0.192387
MPO_WM482	0.167833	0.064810	0.000000	0.189250
MPO_WM483	0.167607	0.060611	0.000000	0.189992
MPO_WM483	0.169462	0.064894	0.000000	0.189873
MPO_WM482	0.168923	0.068033	0.000000	0.193607
MPO_WM483	0.163528	0.065262	0.000000	0.190898
MPO_WM482	0.166188	0.067307	0.000000	0.190932
MPO_WM482	0.164169	0.061878	0.000000	0.184285
MPO_WM482	0.168099	0.065904	0.000000	0.188247
MPO_WM483	0.166082	0.063832	0.000000	0.186505
MPO_WM486	0.170187	0.061419	0.000000	0.187481
MPO_WM482	0.166225	0.063674	0.000000	0.194292
MPO_WM482	0.166552	0.063696	0.000000	0.189014
MPO_WM482	0.166796	0.063223	0.000000	0.190156
MPO_WM482	0.169030	0.065231	0.000000	0.190017
MPO_WM482	0.165616	0.064743	0.000000	0.187685
MPO_WM482	0.161602	0.061724	0.000000	0.187820
MPO_WM483	0.165126	0.062098	0.000000	0.190032
MPO_WM483	0.165385	0.064019	0.000000	0.191481
MPO_WM483	0.169597	0.067281	0.000000	0.192352
MPO_WM483	0.166199	0.065093	0.000000	0.189920
MPO_WM482	0.167581	0.062115	0.000000	0.189651
MPO_WM482	0.169479	0.065117	0.000000	0.191606
MPO_WM482	0.168089	0.065876	0.000000	0.189698
MPO_WM482	0.164465	0.060635	0.000000	0.184798
MPO_WM482	0.168053	0.061490	0.000000	0.187940
MPO_WM482	0.167361	0.064694	0.000000	0.188658
MPO_WM483	0.167649	0.063306	0.000000	0.189403
MPO_WM483	0.167757	0.064864	0.000000	0.189708
MPO_WM482	0.170705	0.060130	0.000000	0.184020
MPO_WM482	0.169646	0.062433	0.000000	0.187178
MPO_WM482	0.171033	0.070033	0.000000	0.191555
MPO_WM486	0.166749	0.061583	0.000000	0.192324
MPO_WM482	0.167428	0.064958	0.000000	0.190650
MPO_WM483	0.167717	0.064527	0.000000	0.190717
MPO_WM482	0.169180	0.066346	0.000000	0.192068
MPO_WM483	0.165112	0.062671	0.000000	0.184709
MPO_WM482	0.166801	0.063710	0.000000	0.190413
MPO_WM482	0.168033	0.066591	0.000000	0.193623
MPO_WM482	0.169263	0.063359	0.000000	0.186838
MPO_WM482	0.172188	0.065022	0.000000	0.186777
MPO_WM482	0.170723	0.065651	0.000000	0.187999
MPO_WM482	0.165772	0.064210	0.000000	0.186741
MPO_WM483	0.170979	0.067984	0.000000	0.194102
MPO_WM482	0.167323	0.066785	0.000000	0.194127
MPO_WM482	0.164573	0.064065	0.000000	0.190323
MPO_WM485	0.169583	0.066506	0.000000	0.187486
MPO_WM482	0.167841	0.066534	0.000000	0.190270
MPO_WM482	0.167901	0.063249	0.000000	0.188170
MPO_WM482	0.163477	0.061807	0.000000	0.189389
MPO_WM482	0.167656	0.064927	0.000000	0.188394
MPO_WM482	0.170127	0.066255	0.000000	0.190141
MPO_WM482	0.170231	0.060317	0.000000	0.189915
MPO_WM482	0.166354	0.062628	0.000000	0.185640
MPO_WM482	0.162291	0.065651	0.000000	0.189928
MPO_WM483	0.167891	0.069773	0.000000	0.192820
MPO_WM482	0.164589	0.062403	0.000000	0.186566
MPO_WM482	0.165542	0.063883	0.000000	0.186640
