Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM1	0.000000	0.167963	0.166753	0.185970
TGCP_WM1	0.000000	0.169708	0.164043	0.185930
TGCP_WM1	0.000000	0.170255	0.168266	0.189007
TGCP_WM12	0.000000	0.171287	0.168462	0.188145
TGCP_WM1	0.000000	0.167954	0.166226	0.188397
TGCP_WM1	0.000000	0.169409	0.166736	0.181622
TGCP_WM1	0.000000	0.168067	0.167933	0.189563
TGCP_WM1	0.000000	0.169787	0.166835	0.185293
TGCP_WM1	0.000000	0.167967	0.164315	0.185087
TGCP_WM1	0.000000	0.171505	0.168078	0.189809
TGCP_WM1	0.000000	0.170825	0.167321	0.192009
TGCP_WM11	0.000000	0.171628	0.170215	0.188558
TGCP_WM10	0.000000	0.173156	0.167993	0.190111
TGCP_WM1	0.000000	0.168383	0.164424	0.178290
TGCP_WM10	0.000000	0.172514	0.170788	0.190377
TGCP_WM10	0.000000	0.166917	0.163500	0.183672
TGCP_WM11	0.000000	0.171015	0.169290	0.187644
TGCP_WM1	0.000000	0.168460	0.165958	0.185859
TGCP_WM1	0.000000	0.166697	0.166630	0.184398
TGCP_WM1	0.000000	0.173481	0.168208	0.190424
TGCP_WM1	0.000000	0.172236	0.167997	0.193991
TGCP_WM10	0.000000	0.171271	0.164956	0.185163
TGCP_WM10	0.000000	0.168737	0.164018	0.184809
TGCP_WM1	0.000000	0.169005	0.167027	0.183098
TGCP_WM1	0.000000	0.166116	0.164907	0.183498
TGCP_WM1	0.000000	0.172700	0.168100	0.184881
TGCP_WM1	0.000000	0.171661	0.167659	0.187895
TGCP_WM10	0.000000	0.172120	0.167445	0.190269
TGCP_WM11	0.000000	0.171812	0.167933	0.190727
TGCP_WM1	0.000000	0.168326	0.164144	0.189254
TGCP_WM1	0.000000	0.170667	0.166328	0.185472
TGCP_WM10	0.000000	0.166785	0.165586	0.187750
TGCP_WM1	0.000000	0.163792	0.166943	0.177447
TGCP_WM12	0.000000	0.168505	0.165975	0.183336
TGCP_WM1	0.000000	0.167121	0.166693	0.187913
TGCP_WM1	0.000000	0.164992	0.166666	0.180662
TGCP_WM10	0.000000	0.172103	0.166420	0.186730
TGCP_WM1	0.000000	0.165368	0.163501	0.177772
TGCP_WM1	0.000000	0.167318	0.164269	0.187173
TGCP_WM1	0.000000	0.168932	0.167958	0.190407
TGCP_WM11	0.000000	0.171855	0.169774	0.188236
TGCP_WM1	0.000000	0.172696	0.168518	0.193294
TGCP_WM1	0.000000	0.168747	0.171651	0.187317
TGCP_WM1	0.000000	0.166261	0.167833	0.183806
TGCP_WM1	0.000000	0.169997	0.167607	0.187641
TGCP_WM1	0.000000	0.168582	0.169462	0.185013
TGCP_WM1	0.000000	0.172493	0.168923	0.186338
TGCP_WM10	0.000000	0.165474	0.163528	0.184001
TGCP_WM1	0.000000	0.168971	0.166188	0.188197
TGCP_WM1	0.000000	0.168878	0.164169	0.178834
TGCP_WM1	0.000000	0.170932	0.168099	0.187874
TGCP_WM10	0.000000	0.170315	0.166082	0.187834
TGCP_WM10	0.000000	0.171788	0.170187	0.191844
TGCP_WM1	0.000000	0.168350	0.166225	0.190953
TGCP_WM1	0.000000	0.171448	0.166552	0.188604
TGCP_WM1	0.000000	0.167245	0.166796	0.187527
TGCP_WM10	0.000000	0.165974	0.169030	0.185910
TGCP_WM1	0.000000	0.167710	0.165616	0.182309
TGCP_WM1	0.000000	0.166384	0.161602	0.188966
TGCP_WM1	0.000000	0.165246	0.165126	0.189866
TGCP_WM1	0.000000	0.168750	0.165385	0.186587
TGCP_WM10	0.000000	0.170610	0.169597	0.184658
TGCP_WM10	0.000000	0.170220	0.166199	0.188550
TGCP_WM1	0.000000	0.169067	0.167581	0.187572
TGCP_WM1	0.000000	0.171511	0.169479	0.189504
TGCP_WM10	0.000000	0.167411	0.168089	0.188026
TGCP_WM1	0.000000	0.165283	0.164465	0.181218
TGCP_WM11	0.000000	0.169776	0.168053	0.193407
TGCP_WM1	0.000000	0.168739	0.167361	0.185790
TGCP_WM10	0.000000	0.171232	0.167649	0.186146
TGCP_WM1	0.000000	0.171655	0.167757	0.190296
TGCP_WM11	0.000000	0.173588	0.170705	0.190239
TGCP_WM1	0.000000	0.169933	0.169646	0.186619
TGCP_WM1	0.000000	0.170961	0.171033	0.188063
TGCP_WM1	0.000000	0.168617	0.166749	0.185616
TGCP_WM1	0.000000	0.170206	0.167428	0.192450
TGCP_WM10	0.000000	0.166139	0.167717	0.191705
TGCP_WM1	0.000000	0.169544	0.169180	0.189646
TGCP_WM1	0.000000	0.171538	0.165112	0.185992
TGCP_WM1	0.000000	0.168984	0.166801	0.189249
TGCP_WM10	0.000000	0.170363	0.168033	0.188007
TGCP_WM1	0.000000	0.168881	0.169263	0.185161
TGCP_WM1	0.000000	0.173239	0.172188	0.193854
TGCP_WM1	0.000000	0.168714	0.170723	0.182887
TGCP_WM1	0.000000	0.168417	0.165772	0.185586
TGCP_WM1	0.000000	0.174270	0.170979	0.190923
TGCP_WM10	0.000000	0.167757	0.167323	0.186068
TGCP_WM1	0.000000	0.166954	0.164573	0.186749
TGCP_WM10	0.000000	0.171424	0.169583	0.185767
TGCP_WM1	0.000000	0.172368	0.167841	0.184498
TGCP_WM12	0.000000	0.169765	0.167901	0.189068
TGCP_WM1	0.000000	0.167256	0.163477	0.181796
TGCP_WM1	0.000000	0.165793	0.167656	0.184595
TGCP_WM1	0.000000	0.172167	0.170127	0.184191
TGCP_WM1	0.000000	0.168656	0.170231	0.187947
TGCP_WM10	0.000000	0.166259	0.166354	0.186150
TGCP_WM10	0.000000	0.167064	0.162291	0.184136
TGCP_WM1	0.000000	0.173068	0.167891	0.191414
TGCP_WM1	0.000000	0.171826	0.164589	0.187778
TGCP_WM12	0.000000	0.174496	0.165542	0.184747
