Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM724	1.169	1.080	0.054	0.056	0.046
PTP_WM721	1.166	1.081	0.051	0.057	0.107
PTP_WM722	1.162	1.080	0.048	0.057	0.153
PTP_WM721	1.165	1.079	0.051	0.056	0.088
PTP_WM727	1.165	1.079	0.052	0.055	0.057
PTP_WM721	1.156	1.078	0.046	0.054	0.158
PTP_WM725	1.159	1.074	0.048	0.052	0.087
PTP_WM721	1.141	1.070	0.043	0.048	0.111
PTP_WM722	1.176	1.085	0.055	0.059	0.071
PTP_WM726	1.158	1.076	0.051	0.053	0.039
PTP_WM722	1.152	1.078	0.045	0.055	0.171
PTP_WM725	1.167	1.083	0.053	0.058	0.093
PTP_WM722	1.146	1.073	0.044	0.051	0.141
PTP_WM724	1.165	1.079	0.052	0.055	0.062
PTP_WM726	1.189	1.089	0.056	0.062	0.090
PTP_WM729	1.182	1.086	0.055	0.060	0.077
PTP_WM725	1.155	1.080	0.048	0.056	0.135
PTP_WM723	1.181	1.088	0.056	0.062	0.098
PTP_WM721	1.153	1.077	0.047	0.053	0.113
PTP_WM725	1.165	1.082	0.050	0.058	0.131
PTP_WM722	1.175	1.085	0.054	0.060	0.098
PTP_WM721	1.174	1.083	0.053	0.058	0.080
PTP_WM725	1.161	1.082	0.050	0.056	0.119
PTP_WM726	1.159	1.074	0.046	0.053	0.125
PTP_WM722	1.151	1.078	0.046	0.054	0.144
PTP_WM724	1.153	1.074	0.043	0.053	0.179
PTP_WM723	1.155	1.076	0.045	0.055	0.175
PTP_WM721	1.181	1.087	0.055	0.060	0.088
PTP_WM721	1.154	1.078	0.045	0.056	0.196
PTP_WM727	1.185	1.090	0.060	0.062	0.047
PTP_WM723	1.153	1.078	0.048	0.054	0.101
PTP_WM721	1.169	1.083	0.050	0.057	0.128
PTP_WM723	1.171	1.083	0.052	0.059	0.115
PTP_WM721	1.157	1.081	0.050	0.055	0.103
PTP_WM725	1.146	1.071	0.046	0.050	0.077
PTP_WM721	1.149	1.076	0.046	0.052	0.119
PTP_WM722	1.166	1.084	0.051	0.058	0.122
PTP_WM727	1.165	1.079	0.051	0.055	0.078
PTP_WM723	1.152	1.081	0.048	0.056	0.154
PTP_WM726	1.158	1.077	0.048	0.054	0.111
PTP_WM724	1.149	1.074	0.047	0.051	0.082
PTP_WM724	1.149	1.075	0.047	0.051	0.078
PTP_WM721	1.136	1.074	0.038	0.052	0.279
PTP_WM721	1.170	1.081	0.053	0.057	0.069
PTP_WM723	1.169	1.084	0.050	0.060	0.166
PTP_WM724	1.148	1.073	0.047	0.051	0.077
PTP_WM722	1.172	1.086	0.051	0.059	0.143
PTP_WM724	1.139	1.068	0.044	0.047	0.067
PTP_WM724	1.169	1.080	0.052	0.056	0.066
PTP_WM721	1.151	1.075	0.048	0.052	0.090
PTP_WM721	1.173	1.084	0.051	0.059	0.133
PTP_WM722	1.171	1.083	0.050	0.059	0.147
PTP_WM725	1.189	1.092	0.056	0.064	0.132
PTP_WM721	1.139	1.071	0.043	0.050	0.143
PTP_WM721	1.149	1.077	0.045	0.053	0.153
PTP_WM728	1.164	1.083	0.055	0.057	0.039
PTP_WM721	1.160	1.078	0.048	0.054	0.116
PTP_WM729	1.185	1.085	0.056	0.059	0.063
PTP_WM723	1.144	1.074	0.042	0.052	0.192
PTP_WM721	1.137	1.072	0.040	0.051	0.205
PTP_WM722	1.152	1.077	0.045	0.054	0.175
PTP_WM722	1.168	1.083	0.048	0.058	0.174
PTP_WM724	1.169	1.081	0.050	0.057	0.112
PTP_WM723	1.176	1.085	0.052	0.060	0.145
PTP_WM732	1.184	1.086	0.056	0.060	0.071
PTP_WM726	1.166	1.083	0.049	0.058	0.162
PTP_WM724	1.169	1.080	0.051	0.056	0.091
PTP_WM726	1.157	1.077	0.051	0.053	0.043
PTP_WM724	1.168	1.083	0.050	0.057	0.126
PTP_WM721	1.176	1.086	0.053	0.060	0.110
PTP_WM726	1.171	1.083	0.054	0.058	0.073
PTP_WM724	1.140	1.074	0.044	0.051	0.141
PTP_WM722	1.177	1.086	0.055	0.060	0.072
PTP_WM724	1.193	1.090	0.060	0.063	0.052
PTP_WM725	1.154	1.076	0.044	0.053	0.166
PTP_WM724	1.142	1.073	0.044	0.051	0.137
PTP_WM723	1.167	1.084	0.049	0.059	0.169
PTP_WM721	1.185	1.086	0.055	0.060	0.091
PTP_WM722	1.147	1.074	0.043	0.052	0.177
PTP_WM730	1.181	1.089	0.058	0.061	0.048
PTP_WM722	1.137	1.074	0.039	0.052	0.258
PTP_WM723	1.170	1.082	0.051	0.058	0.119
PTP_WM721	1.192	1.091	0.061	0.063	0.032
PTP_WM723	1.142	1.074	0.045	0.052	0.145
PTP_WM722	1.186	1.088	0.055	0.062	0.114
PTP_WM721	1.177	1.087	0.055	0.061	0.101
PTP_WM723	1.149	1.075	0.047	0.052	0.105
PTP_WM730	1.190	1.091	0.057	0.064	0.099
PTP_WM722	1.185	1.090	0.057	0.063	0.091
PTP_WM721	1.182	1.085	0.053	0.060	0.105
PTP_WM723	1.171	1.085	0.052	0.059	0.114
PTP_WM721	1.170	1.085	0.054	0.059	0.087
PTP_WM723	1.161	1.081	0.051	0.056	0.093
PTP_WM724	1.158	1.078	0.047	0.055	0.136
PTP_WM724	1.148	1.074	0.046	0.052	0.108
PTP_WM722	1.149	1.078	0.045	0.055	0.189
PTP_WM721	1.142	1.075	0.044	0.052	0.163
PTP_WM723	1.151	1.074	0.046	0.052	0.122
PTP_WM722	1.163	1.080	0.049	0.056	0.131
PTP_WM726	1.159	1.075	0.050	0.053	0.053
