Population	Num	Eff_num	Ho	Hs	Gis
STT_WM183	1.388	1.179	0.119	0.125	0.047
STT_WM191	1.413	1.186	0.123	0.132	0.064
STT_WM184	1.404	1.183	0.121	0.130	0.073
STT_WM185	1.351	1.164	0.099	0.118	0.163
STT_WM186	1.383	1.173	0.111	0.124	0.104
STT_WM188	1.375	1.172	0.109	0.123	0.107
STT_WM183	1.428	1.188	0.128	0.134	0.042
STT_WM183	1.406	1.186	0.121	0.131	0.075
STT_WM185	1.400	1.180	0.120	0.127	0.058
STT_WM183	1.426	1.190	0.130	0.133	0.027
STT_WM185	1.347	1.160	0.098	0.115	0.145
STT_WM183	1.363	1.168	0.107	0.119	0.099
STT_WM183	1.398	1.181	0.121	0.127	0.045
STT_WM183	1.373	1.174	0.112	0.122	0.088
STT_WM183	1.367	1.169	0.106	0.120	0.118
STT_WM190	1.421	1.187	0.126	0.133	0.050
STT_WM189	1.389	1.176	0.113	0.125	0.099
STT_WM186	1.353	1.163	0.104	0.116	0.101
STT_WM186	1.371	1.169	0.111	0.120	0.078
STT_WM183	1.362	1.168	0.107	0.119	0.105
STT_WM191	1.379	1.173	0.111	0.123	0.099
STT_WM191	1.424	1.189	0.125	0.134	0.064
STT_WM183	1.389	1.178	0.116	0.126	0.082
STT_WM185	1.359	1.169	0.108	0.119	0.096
STT_WM183	1.395	1.179	0.120	0.126	0.050
STT_WM183	1.387	1.181	0.116	0.127	0.084
STT_WM188	1.414	1.185	0.126	0.130	0.033
STT_WM184	1.356	1.166	0.104	0.119	0.122
STT_WM187	1.393	1.172	0.113	0.124	0.084
STT_WM183	1.393	1.178	0.120	0.126	0.044
STT_WM192	1.416	1.185	0.121	0.132	0.080
STT_WM185	1.385	1.179	0.114	0.127	0.098
STT_WM184	1.378	1.173	0.112	0.123	0.088
STT_WM191	1.416	1.185	0.120	0.132	0.085
STT_WM193	1.364	1.171	0.109	0.120	0.090
STT_WM183	1.361	1.166	0.104	0.119	0.123
STT_WM183	1.377	1.174	0.109	0.124	0.123
STT_WM191	1.381	1.178	0.117	0.124	0.055
STT_WM192	1.403	1.179	0.117	0.128	0.086
STT_WM183	1.386	1.174	0.112	0.124	0.098
STT_WM189	1.376	1.174	0.113	0.123	0.080
STT_WM184	1.412	1.185	0.124	0.131	0.056
STT_WM183	1.396	1.177	0.116	0.126	0.076
STT_WM187	1.409	1.183	0.121	0.130	0.071
STT_WM184	1.366	1.172	0.109	0.121	0.099
STT_WM186	1.377	1.173	0.113	0.123	0.082
STT_WM185	1.353	1.167	0.104	0.119	0.125
STT_WM183	1.402	1.182	0.119	0.130	0.086
STT_WM188	1.389	1.174	0.119	0.123	0.031
STT_WM185	1.402	1.182	0.118	0.129	0.084
STT_WM184	1.393	1.174	0.117	0.124	0.058
STT_WM183	1.414	1.188	0.120	0.133	0.098
STT_WM188	1.444	1.197	0.135	0.138	0.021
STT_WM183	1.380	1.172	0.114	0.122	0.071
STT_WM183	1.348	1.162	0.102	0.115	0.113
STT_WM186	1.438	1.194	0.130	0.138	0.056
STT_WM189	1.393	1.180	0.116	0.127	0.083
STT_WM189	1.416	1.186	0.126	0.131	0.041
STT_WM183	1.357	1.169	0.105	0.119	0.116
STT_WM190	1.385	1.176	0.116	0.124	0.069
STT_WM185	1.368	1.175	0.110	0.123	0.112
STT_WM183	1.412	1.187	0.125	0.132	0.052
STT_WM187	1.417	1.186	0.123	0.132	0.064
STT_WM187	1.421	1.189	0.125	0.133	0.064
STT_WM188	1.419	1.185	0.123	0.132	0.071
STT_WM183	1.408	1.182	0.123	0.129	0.046
STT_WM192	1.383	1.176	0.115	0.125	0.082
STT_WM183	1.397	1.181	0.117	0.128	0.091
STT_WM184	1.383	1.177	0.115	0.126	0.086
STT_WM188	1.389	1.180	0.119	0.127	0.064
STT_WM189	1.381	1.175	0.113	0.123	0.084
STT_WM185	1.399	1.180	0.117	0.129	0.092
STT_WM185	1.350	1.166	0.105	0.118	0.109
STT_WM188	1.405	1.182	0.117	0.129	0.094
STT_WM185	1.331	1.156	0.094	0.112	0.157
STT_WM186	1.355	1.165	0.106	0.117	0.090
STT_WM184	1.364	1.165	0.104	0.119	0.124
STT_WM185	1.430	1.193	0.127	0.136	0.067
STT_WM185	1.373	1.171	0.110	0.123	0.105
STT_WM187	1.370	1.173	0.111	0.122	0.094
STT_WM183	1.425	1.188	0.128	0.133	0.043
STT_WM193	1.407	1.183	0.121	0.131	0.077
STT_WM186	1.446	1.194	0.132	0.138	0.048
STT_WM191	1.405	1.181	0.122	0.128	0.047
STT_WM184	1.402	1.182	0.122	0.129	0.057
STT_WM183	1.361	1.166	0.103	0.119	0.134
STT_WM186	1.388	1.181	0.119	0.127	0.062
STT_WM185	1.356	1.164	0.103	0.117	0.117
STT_WM183	1.410	1.184	0.126	0.130	0.033
STT_WM183	1.394	1.177	0.116	0.125	0.077
STT_WM183	1.399	1.179	0.120	0.126	0.044
STT_WM185	1.330	1.159	0.097	0.113	0.139
STT_WM183	1.365	1.169	0.110	0.119	0.076
STT_WM185	1.353	1.167	0.102	0.119	0.140
STT_WM192	1.393	1.177	0.115	0.126	0.086
STT_WM186	1.446	1.197	0.135	0.140	0.033
STT_WM184	1.377	1.176	0.112	0.125	0.098
STT_WM187	1.374	1.172	0.112	0.122	0.086
STT_WM190	1.382	1.174	0.114	0.124	0.077
STT_WM189	1.417	1.188	0.130	0.132	0.012
