Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM496	0.153292	0.077663	0.000000	0.183706
MPO_WM485	0.145516	0.051973	0.000000	0.171824
MPO_WM483	0.184146	0.077064	0.000000	0.198021
MPO_WM489	0.161654	0.059373	0.000000	0.185286
MPO_WM490	0.166734	0.056961	0.000000	0.193162
MPO_WM482	0.165336	0.059268	0.000000	0.190480
MPO_WM489	0.176454	0.070459	0.000000	0.191014
MPO_WM486	0.173488	0.075991	0.000000	0.189818
MPO_WM482	0.166837	0.064814	0.000000	0.176986
MPO_WM483	0.159873	0.069783	0.000000	0.196235
MPO_WM483	0.174291	0.057735	0.000000	0.189793
MPO_WM487	0.153970	0.070694	0.000000	0.206840
MPO_WM487	0.153557	0.044483	0.000000	0.184436
MPO_WM486	0.155450	0.075803	0.000000	0.187966
MPO_WM482	0.174518	0.068100	0.000000	0.190713
MPO_WM487	0.158193	0.048778	0.000000	0.177179
MPO_WM492	0.160556	0.059366	0.000000	0.183057
MPO_WM485	0.176818	0.066590	0.000000	0.207336
MPO_WM491	0.158973	0.069821	0.000000	0.189240
MPO_WM498	0.157955	0.057105	0.000000	0.186238
MPO_WM494	0.168404	0.060145	0.000000	0.188976
MPO_WM482	0.190785	0.079026	0.000000	0.222487
MPO_WM483	0.178887	0.074552	0.000000	0.195975
MPO_WM484	0.153195	0.067964	0.000000	0.197574
MPO_WM483	0.164075	0.081263	0.000000	0.215023
MPO_WM482	0.156577	0.055382	0.000000	0.193317
MPO_WM484	0.181203	0.061938	0.000000	0.181987
MPO_WM484	0.173739	0.064402	0.000000	0.196740
MPO_WM491	0.145177	0.053893	0.000000	0.177279
MPO_WM494	0.167797	0.051041	0.000000	0.176789
MPO_WM482	0.162102	0.067344	0.000000	0.195197
MPO_WM486	0.156898	0.069398	0.000000	0.198918
MPO_WM482	0.154825	0.064567	0.000000	0.179128
MPO_WM488	0.166679	0.048490	0.000000	0.176801
MPO_WM495	0.158285	0.045917	0.000000	0.176030
MPO_WM494	0.147179	0.069060	0.000000	0.184769
MPO_WM489	0.168886	0.060351	0.000000	0.193285
