Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM23	0.000000	0.174510	0.153292	0.177030
TGCP_WM15	0.000000	0.157164	0.145516	0.168991
TGCP_WM15	0.000000	0.161372	0.184146	0.207530
TGCP_WM1	0.000000	0.166831	0.161654	0.192732
TGCP_WM14	0.000000	0.161930	0.166734	0.191663
TGCP_WM12	0.000000	0.145834	0.165336	0.187305
TGCP_WM10	0.000000	0.181204	0.176454	0.171274
TGCP_WM13	0.000000	0.171937	0.173488	0.175675
TGCP_WM16	0.000000	0.183909	0.166837	0.181440
TGCP_WM12	0.000000	0.165280	0.159873	0.180417
TGCP_WM11	0.000000	0.171741	0.174291	0.204379
TGCP_WM17	0.000000	0.163703	0.153970	0.187380
TGCP_WM20	0.000000	0.149714	0.153557	0.177159
TGCP_WM10	0.000000	0.159727	0.155450	0.155406
TGCP_WM12	0.000000	0.159927	0.174518	0.177822
TGCP_WM20	0.000000	0.162579	0.158193	0.200140
TGCP_WM11	0.000000	0.158615	0.160556	0.174322
TGCP_WM1	0.000000	0.170158	0.176818	0.209856
TGCP_WM12	0.000000	0.168338	0.158973	0.194655
TGCP_WM18	0.000000	0.155896	0.157955	0.169834
TGCP_WM13	0.000000	0.153168	0.168404	0.170414
TGCP_WM13	0.000000	0.172279	0.190785	0.210750
TGCP_WM15	0.000000	0.187005	0.178887	0.183536
TGCP_WM10	0.000000	0.164802	0.153195	0.174675
TGCP_WM2	0.000000	0.169111	0.164075	0.172842
TGCP_WM1	0.000000	0.148851	0.156577	0.182059
TGCP_WM19	0.000000	0.194248	0.181203	0.183060
TGCP_WM11	0.000000	0.180694	0.173739	0.190076
TGCP_WM17	0.000000	0.175128	0.145177	0.178757
TGCP_WM1	0.000000	0.183016	0.167797	0.190949
TGCP_WM1	0.000000	0.160036	0.162102	0.182371
TGCP_WM11	0.000000	0.159621	0.156898	0.179337
TGCP_WM10	0.000000	0.160984	0.154825	0.178974
TGCP_WM11	0.000000	0.166122	0.166679	0.166402
TGCP_WM10	0.000000	0.163704	0.158285	0.149877
TGCP_WM18	0.000000	0.162434	0.147179	0.169646
TGCP_WM1	0.000000	0.179404	0.168886	0.205639
TGCP_WM10	0.000000	0.165761	0.169135	0.194662
TGCP_WM11	0.000000	0.175891	0.181238	0.198514
TGCP_WM16	0.000000	0.151184	0.160933	0.156047
TGCP_WM10	0.000000	0.169871	0.174937	0.193307
TGCP_WM16	0.000000	0.183653	0.185839	0.184668
TGCP_WM2	0.000000	0.161220	0.155564	0.165318
TGCP_WM1	0.000000	0.182140	0.168036	0.188016
TGCP_WM19	0.000000	0.160040	0.167784	0.198544
TGCP_WM11	0.000000	0.173151	0.170592	0.197736
TGCP_WM14	0.000000	0.150422	0.148409	0.174431
TGCP_WM13	0.000000	0.193146	0.185167	0.194879
TGCP_WM1	0.000000	0.171764	0.160221	0.188698
TGCP_WM15	0.000000	0.169897	0.170678	0.197964
TGCP_WM11	0.000000	0.173007	0.181999	0.208770
TGCP_WM1	0.000000	0.156925	0.159581	0.168802
TGCP_WM10	0.000000	0.164320	0.159779	0.186753
TGCP_WM10	0.000000	0.161353	0.163227	0.166442
TGCP_WM12	0.000000	0.172979	0.158437	0.183715
TGCP_WM1	0.000000	0.172991	0.171658	0.193209
TGCP_WM17	0.000000	0.160237	0.167598	0.213564
TGCP_WM13	0.000000	0.150875	0.161598	0.180998
TGCP_WM10	0.000000	0.163431	0.156549	0.202054
TGCP_WM12	0.000000	0.187455	0.177097	0.200312
TGCP_WM21	0.000000	0.172634	0.176907	0.197532
TGCP_WM16	0.000000	0.168389	0.168159	0.182015
TGCP_WM21	0.000000	0.173464	0.178044	0.197002
TGCP_WM1	0.000000	0.175714	0.170872	0.187581
TGCP_WM16	0.000000	0.176709	0.172765	0.196511
TGCP_WM10	0.000000	0.151234	0.143670	0.179616
TGCP_WM15	0.000000	0.165696	0.164666	0.190902
TGCP_WM14	0.000000	0.163449	0.157149	0.181712
TGCP_WM10	0.000000	0.180444	0.160892	0.206123
TGCP_WM1	0.000000	0.162202	0.163213	0.174158
TGCP_WM12	0.000000	0.156133	0.159646	0.174052
TGCP_WM10	0.000000	0.174857	0.171942	0.179272
TGCP_WM14	0.000000	0.162898	0.165246	0.198495
TGCP_WM1	0.000000	0.169210	0.147475	0.168190
TGCP_WM1	0.000000	0.175683	0.167802	0.208141
TGCP_WM14	0.000000	0.153126	0.161061	0.179047
TGCP_WM14	0.000000	0.152143	0.152375	0.179396
TGCP_WM11	0.000000	0.189221	0.182320	0.198849
TGCP_WM10	0.000000	0.154608	0.160064	0.195187
TGCP_WM10	0.000000	0.169996	0.165563	0.161386
TGCP_WM10	0.000000	0.167405	0.173419	0.174972
TGCP_WM13	0.000000	0.170500	0.174710	0.187454
TGCP_WM17	0.000000	0.175303	0.190826	0.225365
TGCP_WM12	0.000000	0.158115	0.147983	0.174316
TGCP_WM15	0.000000	0.165772	0.176677	0.183762
TGCP_WM14	0.000000	0.176616	0.175784	0.169302
TGCP_WM13	0.000000	0.174715	0.176025	0.196426
TGCP_WM10	0.000000	0.181875	0.174288	0.194717
TGCP_WM18	0.000000	0.182113	0.174133	0.218221
TGCP_WM13	0.000000	0.166902	0.175666	0.201885
TGCP_WM19	0.000000	0.188089	0.185632	0.205594
TGCP_WM11	0.000000	0.184404	0.166417	0.189491
TGCP_WM10	0.000000	0.176305	0.168906	0.185411
TGCP_WM13	0.000000	0.167641	0.174586	0.190839
TGCP_WM1	0.000000	0.162376	0.156096	0.167688
TGCP_WM15	0.000000	0.163588	0.173903	0.196505
TGCP_WM10	0.000000	0.172410	0.168771	0.180373
TGCP_WM13	0.000000	0.165103	0.169921	0.155043
TGCP_WM12	0.000000	0.163129	0.160907	0.175518
TGCP_WM11	0.000000	0.171222	0.147175	0.169670
