Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM491	0.171508	0.068513	0.000000	0.191810
MPO_WM482	0.182743	0.081160	0.000000	0.205510
MPO_WM484	0.167653	0.070117	0.000000	0.196270
MPO_WM485	0.162794	0.069124	0.000000	0.195754
MPO_WM484	0.178367	0.061053	0.000000	0.193938
MPO_WM485	0.169940	0.059286	0.000000	0.184588
MPO_WM484	0.170048	0.062292	0.000000	0.193939
MPO_WM492	0.166840	0.065927	0.000000	0.186376
MPO_WM483	0.164360	0.061533	0.000000	0.188204
MPO_WM482	0.162997	0.069208	0.000000	0.199072
MPO_WM486	0.170692	0.064471	0.000000	0.198517
MPO_WM485	0.166039	0.060663	0.000000	0.189364
MPO_WM482	0.170721	0.067314	0.000000	0.195968
MPO_WM485	0.168956	0.065534	0.000000	0.194181
MPO_WM482	0.168308	0.054898	0.000000	0.186487
MPO_WM484	0.170880	0.066093	0.000000	0.190918
MPO_WM485	0.161398	0.064666	0.000000	0.190087
MPO_WM487	0.175125	0.058624	0.000000	0.183571
MPO_WM483	0.157664	0.064995	0.000000	0.194248
MPO_WM483	0.169670	0.062129	0.000000	0.190464
MPO_WM483	0.158665	0.069821	0.000000	0.180212
MPO_WM488	0.173155	0.059406	0.000000	0.186098
MPO_WM489	0.180860	0.063450	0.000000	0.194812
MPO_WM483	0.163966	0.063437	0.000000	0.192774
MPO_WM482	0.172900	0.069444	0.000000	0.194222
MPO_WM484	0.168980	0.072586	0.000000	0.200146
MPO_WM484	0.174991	0.071314	0.000000	0.189305
MPO_WM485	0.167377	0.058026	0.000000	0.192879
MPO_WM487	0.161306	0.064795	0.000000	0.189030
MPO_WM485	0.167945	0.063996	0.000000	0.192262
MPO_WM483	0.160814	0.063760	0.000000	0.187830
MPO_WM485	0.161181	0.080071	0.000000	0.198627
MPO_WM482	0.182704	0.071403	0.000000	0.194523
MPO_WM487	0.171219	0.061945	0.000000	0.194653
MPO_WM493	0.163975	0.072413	0.000000	0.192061
MPO_WM490	0.166057	0.058949	0.000000	0.187016
MPO_WM489	0.173648	0.058516	0.000000	0.191502
MPO_WM483	0.170224	0.076011	0.000000	0.200712
MPO_WM482	0.165327	0.065190	0.000000	0.181690
MPO_WM482	0.178764	0.057758	0.000000	0.200277
MPO_WM482	0.191825	0.073274	0.000000	0.195601
MPO_WM486	0.157451	0.055058	0.000000	0.186781
MPO_WM483	0.171528	0.069671	0.000000	0.195958
MPO_WM484	0.159864	0.060548	0.000000	0.196718
MPO_WM482	0.156827	0.070955	0.000000	0.183817
MPO_WM486	0.152862	0.060683	0.000000	0.197477
MPO_WM483	0.179980	0.060582	0.000000	0.196169
MPO_WM486	0.174698	0.060572	0.000000	0.198551
MPO_WM487	0.168082	0.061055	0.000000	0.178471
MPO_WM482	0.171856	0.075280	0.000000	0.213994
MPO_WM485	0.172476	0.065834	0.000000	0.191248
MPO_WM484	0.161868	0.060527	0.000000	0.185177
MPO_WM483	0.160170	0.067729	0.000000	0.182024
MPO_WM490	0.158923	0.060595	0.000000	0.188073
MPO_WM483	0.169423	0.063459	0.000000	0.182846
MPO_WM482	0.153984	0.055536	0.000000	0.187993
MPO_WM488	0.172359	0.052242	0.000000	0.188836
MPO_WM488	0.157761	0.062348	0.000000	0.183638
MPO_WM483	0.164959	0.059236	0.000000	0.178280
MPO_WM482	0.170094	0.060894	0.000000	0.184347
MPO_WM483	0.163206	0.063391	0.000000	0.177413
MPO_WM483	0.161421	0.067646	0.000000	0.188575
MPO_WM482	0.178584	0.063936	0.000000	0.187592
MPO_WM486	0.174555	0.068280	0.000000	0.188398
MPO_WM482	0.183789	0.057624	0.000000	0.192023
MPO_WM488	0.173966	0.059058	0.000000	0.186703
MPO_WM487	0.171028	0.055169	0.000000	0.183200
MPO_WM484	0.173659	0.069759	0.000000	0.206255
MPO_WM484	0.168352	0.077183	0.000000	0.205920
MPO_WM482	0.164739	0.063894	0.000000	0.182870
MPO_WM483	0.179348	0.075089	0.000000	0.196456
MPO_WM485	0.161002	0.055738	0.000000	0.185748
MPO_WM484	0.157986	0.056461	0.000000	0.181759
MPO_WM491	0.173407	0.065112	0.000000	0.186173
MPO_WM490	0.175078	0.051156	0.000000	0.184144
MPO_WM482	0.161314	0.056883	0.000000	0.184051
MPO_WM487	0.165613	0.064003	0.000000	0.179575
MPO_WM483	0.174311	0.076936	0.000000	0.195022
MPO_WM482	0.154172	0.066360	0.000000	0.196555
MPO_WM482	0.181362	0.076801	0.000000	0.205755
