Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM15	0.000000	0.177122	0.171508	0.195554
TGCP_WM11	0.000000	0.180918	0.182743	0.203061
TGCP_WM11	0.000000	0.165605	0.167653	0.184567
TGCP_WM15	0.000000	0.154924	0.162794	0.185743
TGCP_WM11	0.000000	0.173491	0.178367	0.193475
TGCP_WM1	0.000000	0.169893	0.169940	0.191655
TGCP_WM17	0.000000	0.171615	0.170048	0.198867
TGCP_WM1	0.000000	0.166962	0.166840	0.195029
TGCP_WM13	0.000000	0.167969	0.164360	0.180632
TGCP_WM15	0.000000	0.163999	0.162997	0.184778
TGCP_WM11	0.000000	0.173334	0.170692	0.192581
TGCP_WM11	0.000000	0.168714	0.166039	0.176992
TGCP_WM14	0.000000	0.172103	0.170721	0.178041
TGCP_WM10	0.000000	0.169014	0.168956	0.183545
TGCP_WM11	0.000000	0.169075	0.168308	0.179118
TGCP_WM1	0.000000	0.179910	0.170880	0.196158
TGCP_WM20	0.000000	0.163575	0.161398	0.189376
TGCP_WM10	0.000000	0.179239	0.175125	0.192638
TGCP_WM16	0.000000	0.163443	0.157664	0.179583
TGCP_WM12	0.000000	0.172049	0.169670	0.188099
TGCP_WM1	0.000000	0.155845	0.158665	0.169839
TGCP_WM10	0.000000	0.170281	0.173155	0.191427
TGCP_WM1	0.000000	0.172312	0.180860	0.191558
TGCP_WM14	0.000000	0.166154	0.163966	0.179396
TGCP_WM12	0.000000	0.178048	0.172900	0.186380
TGCP_WM13	0.000000	0.169134	0.168980	0.189744
TGCP_WM12	0.000000	0.185598	0.174991	0.184148
TGCP_WM12	0.000000	0.169593	0.167377	0.196215
TGCP_WM13	0.000000	0.162104	0.161306	0.177783
TGCP_WM10	0.000000	0.173721	0.167945	0.186557
TGCP_WM1	0.000000	0.161931	0.160814	0.181953
TGCP_WM10	0.000000	0.161257	0.161181	0.182248
TGCP_WM1	0.000000	0.173087	0.182704	0.196594
TGCP_WM1	0.000000	0.171470	0.171219	0.199149
TGCP_WM14	0.000000	0.171937	0.163975	0.182568
TGCP_WM12	0.000000	0.158776	0.166057	0.190411
TGCP_WM12	0.000000	0.161540	0.173648	0.201876
TGCP_WM13	0.000000	0.188913	0.170224	0.188750
TGCP_WM16	0.000000	0.169383	0.165327	0.166385
TGCP_WM1	0.000000	0.173068	0.178764	0.189537
TGCP_WM1	0.000000	0.184012	0.191825	0.202688
TGCP_WM1	0.000000	0.171823	0.157451	0.182840
TGCP_WM10	0.000000	0.157805	0.171528	0.167065
TGCP_WM1	0.000000	0.169468	0.159864	0.192642
TGCP_WM10	0.000000	0.153540	0.156827	0.168395
TGCP_WM10	0.000000	0.167688	0.152862	0.182611
TGCP_WM16	0.000000	0.172678	0.179980	0.190862
TGCP_WM12	0.000000	0.172914	0.174698	0.203135
TGCP_WM11	0.000000	0.175421	0.168082	0.193772
TGCP_WM10	0.000000	0.169718	0.171856	0.203293
TGCP_WM17	0.000000	0.165733	0.172476	0.187766
TGCP_WM10	0.000000	0.157862	0.161868	0.175193
TGCP_WM14	0.000000	0.161812	0.160170	0.155890
TGCP_WM14	0.000000	0.153121	0.158923	0.175244
TGCP_WM1	0.000000	0.173673	0.169423	0.196712
TGCP_WM1	0.000000	0.153167	0.153984	0.165164
TGCP_WM19	0.000000	0.172698	0.172359	0.204326
TGCP_WM13	0.000000	0.168881	0.157761	0.179816
TGCP_WM1	0.000000	0.166477	0.164959	0.181803
TGCP_WM10	0.000000	0.171789	0.170094	0.180598
TGCP_WM1	0.000000	0.172086	0.163206	0.170635
TGCP_WM14	0.000000	0.164751	0.161421	0.158183
TGCP_WM1	0.000000	0.172944	0.178584	0.184463
TGCP_WM10	0.000000	0.172731	0.174555	0.177274
TGCP_WM11	0.000000	0.177431	0.183789	0.206565
TGCP_WM10	0.000000	0.168013	0.173966	0.187661
TGCP_WM1	0.000000	0.174760	0.171028	0.189505
TGCP_WM10	0.000000	0.168871	0.173659	0.194980
TGCP_WM10	0.000000	0.170604	0.168352	0.201584
TGCP_WM1	0.000000	0.183054	0.164739	0.187587
TGCP_WM11	0.000000	0.184912	0.179348	0.186560
TGCP_WM11	0.000000	0.166704	0.161002	0.185449
TGCP_WM12	0.000000	0.161007	0.157986	0.171977
TGCP_WM15	0.000000	0.174808	0.173407	0.190499
TGCP_WM12	0.000000	0.178105	0.175078	0.203955
TGCP_WM1	0.000000	0.174855	0.161314	0.183479
TGCP_WM13	0.000000	0.166294	0.165613	0.181896
TGCP_WM18	0.000000	0.157289	0.174311	0.186653
TGCP_WM12	0.000000	0.156238	0.154172	0.175361
