Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
TGCP_WM1	0.000000	0.168005	0.169264	0.185139
TGCP_WM1	0.000000	0.170192	0.168483	0.184911
TGCP_WM10	0.000000	0.166164	0.171073	0.182426
TGCP_WM1	0.000000	0.172329	0.173442	0.186755
TGCP_WM1	0.000000	0.165106	0.166862	0.187077
TGCP_WM1	0.000000	0.170937	0.167015	0.179565
TGCP_WM1	0.000000	0.167226	0.164647	0.179443
TGCP_WM1	0.000000	0.176452	0.174773	0.191651
TGCP_WM10	0.000000	0.165676	0.170253	0.189782
TGCP_WM1	0.000000	0.168978	0.164230	0.180745
TGCP_WM1	0.000000	0.165489	0.164528	0.182014
TGCP_WM1	0.000000	0.168065	0.171368	0.182311
TGCP_WM1	0.000000	0.167837	0.167630	0.189542
TGCP_WM14	0.000000	0.174467	0.168938	0.186573
TGCP_WM1	0.000000	0.172580	0.169419	0.191394
TGCP_WM1	0.000000	0.167761	0.163291	0.185386
TGCP_WM1	0.000000	0.168061	0.168862	0.189298
TGCP_WM1	0.000000	0.167536	0.164368	0.182212
TGCP_WM10	0.000000	0.167944	0.166425	0.184831
TGCP_WM10	0.000000	0.167133	0.167287	0.180326
TGCP_WM10	0.000000	0.163809	0.163982	0.185315
TGCP_WM12	0.000000	0.168081	0.166519	0.180563
TGCP_WM10	0.000000	0.167674	0.164381	0.192873
TGCP_WM1	0.000000	0.166385	0.164886	0.184681
TGCP_WM10	0.000000	0.168421	0.168224	0.185533
TGCP_WM1	0.000000	0.169020	0.174100	0.188429
TGCP_WM10	0.000000	0.168766	0.165478	0.186222
TGCP_WM1	0.000000	0.172105	0.161957	0.183503
TGCP_WM1	0.000000	0.171985	0.167607	0.195545
TGCP_WM1	0.000000	0.168891	0.167567	0.182126
TGCP_WM1	0.000000	0.169410	0.163818	0.183035
TGCP_WM12	0.000000	0.164757	0.161273	0.188446
TGCP_WM1	0.000000	0.169332	0.165698	0.190730
TGCP_WM1	0.000000	0.170431	0.166269	0.188472
TGCP_WM1	0.000000	0.171701	0.168989	0.190451
TGCP_WM10	0.000000	0.169077	0.168658	0.186470
TGCP_WM1	0.000000	0.166813	0.162822	0.191582
TGCP_WM1	0.000000	0.167130	0.165347	0.179508
TGCP_WM10	0.000000	0.171016	0.167185	0.189118
TGCP_WM1	0.000000	0.170588	0.167772	0.185346
TGCP_WM1	0.000000	0.172131	0.170042	0.196378
TGCP_WM11	0.000000	0.173303	0.169297	0.178159
TGCP_WM1	0.000000	0.167790	0.171471	0.187559
TGCP_WM1	0.000000	0.168581	0.163997	0.183064
TGCP_WM11	0.000000	0.167581	0.165890	0.191420
TGCP_WM14	0.000000	0.167516	0.165950	0.181792
TGCP_WM10	0.000000	0.160688	0.160497	0.182037
TGCP_WM1	0.000000	0.168117	0.163111	0.186931
TGCP_WM1	0.000000	0.167489	0.167868	0.181759
TGCP_WM10	0.000000	0.163070	0.161280	0.178152
TGCP_WM10	0.000000	0.172447	0.168605	0.184187
TGCP_WM1	0.000000	0.171068	0.169990	0.189269
TGCP_WM1	0.000000	0.167465	0.168510	0.181657
TGCP_WM10	0.000000	0.170485	0.165680	0.189209
TGCP_WM1	0.000000	0.172422	0.168524	0.191294
TGCP_WM1	0.000000	0.168143	0.166556	0.190430
TGCP_WM1	0.000000	0.166382	0.165949	0.182932
TGCP_WM11	0.000000	0.172366	0.169172	0.182553
TGCP_WM1	0.000000	0.166896	0.166876	0.179934
TGCP_WM11	0.000000	0.168660	0.167946	0.184371
TGCP_WM1	0.000000	0.168934	0.166750	0.184059
TGCP_WM1	0.000000	0.168215	0.168517	0.182535
TGCP_WM11	0.000000	0.169181	0.165106	0.184189
TGCP_WM1	0.000000	0.167472	0.164773	0.190543
TGCP_WM1	0.000000	0.169190	0.167610	0.192576
TGCP_WM11	0.000000	0.169096	0.165493	0.186180
TGCP_WM11	0.000000	0.167747	0.167791	0.186211
TGCP_WM10	0.000000	0.170517	0.165050	0.190949
TGCP_WM10	0.000000	0.169624	0.168631	0.185939
TGCP_WM1	0.000000	0.165268	0.161341	0.178666
TGCP_WM10	0.000000	0.171425	0.172728	0.192726
TGCP_WM10	0.000000	0.169381	0.165246	0.184606
TGCP_WM1	0.000000	0.169064	0.165276	0.184155
TGCP_WM10	0.000000	0.165812	0.169380	0.185896
TGCP_WM1	0.000000	0.173562	0.167499	0.185693
TGCP_WM10	0.000000	0.170767	0.170946	0.183233
TGCP_WM1	0.000000	0.165432	0.165368	0.189135
TGCP_WM1	0.000000	0.168941	0.165936	0.179748
TGCP_WM1	0.000000	0.167709	0.164537	0.182986
TGCP_WM1	0.000000	0.169814	0.168402	0.183996
TGCP_WM1	0.000000	0.170036	0.164761	0.185361
TGCP_WM11	0.000000	0.170742	0.173041	0.188580
TGCP_WM10	0.000000	0.168322	0.167496	0.187347
TGCP_WM11	0.000000	0.169391	0.165191	0.182606
TGCP_WM1	0.000000	0.167766	0.166516	0.184153
TGCP_WM1	0.000000	0.168777	0.167579	0.191627
TGCP_WM10	0.000000	0.169578	0.170296	0.180135
TGCP_WM12	0.000000	0.166399	0.167151	0.195458
TGCP_WM1	0.000000	0.165700	0.163496	0.181750
TGCP_WM10	0.000000	0.167149	0.165288	0.190506
TGCP_WM12	0.000000	0.168960	0.167353	0.188887
TGCP_WM1	0.000000	0.170975	0.164824	0.185460
TGCP_WM10	0.000000	0.163956	0.159308	0.180027
TGCP_WM1	0.000000	0.163856	0.163916	0.177703
TGCP_WM11	0.000000	0.167994	0.169856	0.179985
TGCP_WM11	0.000000	0.168821	0.162789	0.185523
TGCP_WM10	0.000000	0.172362	0.166271	0.192101
TGCP_WM10	0.000000	0.170180	0.167921	0.190726
TGCP_WM1	0.000000	0.166526	0.164052	0.175964
TGCP_WM1	0.000000	0.170821	0.164745	0.186369
