Obs_____	TGCP_____	STT_____	MPO_____	PTP_____
MPO_WM482	0.169264	0.065968	0.000000	0.192717
MPO_WM482	0.168483	0.065106	0.000000	0.187455
MPO_WM482	0.171073	0.066065	0.000000	0.191657
MPO_WM482	0.173442	0.066046	0.000000	0.190590
MPO_WM482	0.166862	0.060109	0.000000	0.189633
MPO_WM482	0.167015	0.067948	0.000000	0.193254
MPO_WM482	0.164647	0.066972	0.000000	0.193481
MPO_WM482	0.174773	0.068415	0.000000	0.195641
MPO_WM483	0.170253	0.068194	0.000000	0.193526
MPO_WM482	0.164230	0.065931	0.000000	0.191202
MPO_WM482	0.164528	0.063699	0.000000	0.187562
MPO_WM485	0.171368	0.066330	0.000000	0.189869
MPO_WM482	0.167630	0.062066	0.000000	0.193584
MPO_WM482	0.168938	0.065183	0.000000	0.187062
MPO_WM482	0.169419	0.065563	0.000000	0.186726
MPO_WM482	0.163291	0.064065	0.000000	0.184765
MPO_WM482	0.168862	0.063110	0.000000	0.189292
MPO_WM482	0.164368	0.068146	0.000000	0.194310
MPO_WM482	0.166425	0.065509	0.000000	0.189693
MPO_WM482	0.167287	0.066341	0.000000	0.192894
MPO_WM482	0.163982	0.067862	0.000000	0.196717
MPO_WM482	0.166519	0.069013	0.000000	0.186216
MPO_WM482	0.164381	0.061576	0.000000	0.186889
MPO_WM482	0.164886	0.064243	0.000000	0.190172
MPO_WM482	0.168224	0.067388	0.000000	0.194493
MPO_WM482	0.174100	0.062413	0.000000	0.184666
MPO_WM482	0.165478	0.064049	0.000000	0.191709
MPO_WM482	0.161957	0.066636	0.000000	0.182326
MPO_WM483	0.167607	0.063531	0.000000	0.191009
MPO_WM482	0.167567	0.064132	0.000000	0.191171
MPO_WM486	0.163818	0.065944	0.000000	0.191115
MPO_WM482	0.161273	0.061879	0.000000	0.193157
MPO_WM482	0.165698	0.063764	0.000000	0.189676
MPO_WM485	0.166269	0.065716	0.000000	0.193198
MPO_WM482	0.168989	0.066866	0.000000	0.191005
MPO_WM482	0.168658	0.064621	0.000000	0.191617
MPO_WM483	0.162822	0.068916	0.000000	0.193067
MPO_WM482	0.165347	0.065578	0.000000	0.189573
MPO_WM482	0.167185	0.062670	0.000000	0.184231
MPO_WM482	0.167772	0.067049	0.000000	0.192966
MPO_WM482	0.170042	0.066553	0.000000	0.190288
MPO_WM482	0.169297	0.069473	0.000000	0.191790
MPO_WM482	0.171471	0.063749	0.000000	0.192721
MPO_WM482	0.163997	0.065077	0.000000	0.190410
MPO_WM482	0.165890	0.064581	0.000000	0.191991
MPO_WM482	0.165950	0.060479	0.000000	0.187843
MPO_WM484	0.160497	0.060925	0.000000	0.191149
MPO_WM482	0.163111	0.062374	0.000000	0.193740
MPO_WM483	0.167868	0.066195	0.000000	0.188356
MPO_WM486	0.161280	0.062793	0.000000	0.187432
MPO_WM483	0.168605	0.062608	0.000000	0.185263
MPO_WM482	0.169990	0.067232	0.000000	0.195664
MPO_WM482	0.168510	0.064500	0.000000	0.190548
MPO_WM482	0.165680	0.065386	0.000000	0.185242
MPO_WM483	0.168524	0.067239	0.000000	0.192167
MPO_WM482	0.166556	0.066470	0.000000	0.192446
MPO_WM483	0.165949	0.067225	0.000000	0.192764
MPO_WM482	0.169172	0.067152	0.000000	0.188382
MPO_WM483	0.166876	0.061751	0.000000	0.187256
MPO_WM482	0.167946	0.059632	0.000000	0.190236
MPO_WM482	0.166750	0.064061	0.000000	0.190007
MPO_WM482	0.168517	0.066554	0.000000	0.191250
MPO_WM482	0.165106	0.065684	0.000000	0.186989
MPO_WM484	0.164773	0.065110	0.000000	0.191801
MPO_WM485	0.167610	0.062000	0.000000	0.189918
MPO_WM484	0.165493	0.064488	0.000000	0.193214
MPO_WM482	0.167791	0.060836	0.000000	0.185530
MPO_WM484	0.165050	0.060845	0.000000	0.191373
MPO_WM483	0.168631	0.060648	0.000000	0.185532
MPO_WM485	0.161341	0.061845	0.000000	0.185983
MPO_WM484	0.172728	0.069955	0.000000	0.194401
MPO_WM482	0.165246	0.063469	0.000000	0.185357
MPO_WM483	0.165276	0.064427	0.000000	0.186657
MPO_WM483	0.169380	0.062976	0.000000	0.193892
