Population	Num	Eff_num	Ho	Hs	Gis
STT_WM183	1.582	1.185	0.118	0.127	0.075
STT_WM184	1.566	1.182	0.114	0.125	0.089
STT_WM184	1.559	1.180	0.113	0.123	0.087
STT_WM183	1.568	1.182	0.115	0.125	0.080
STT_WM183	1.561	1.180	0.113	0.124	0.084
STT_WM183	1.582	1.184	0.117	0.127	0.078
STT_WM183	1.582	1.185	0.119	0.128	0.071
STT_WM183	1.572	1.182	0.116	0.125	0.078
STT_WM183	1.572	1.183	0.117	0.126	0.074
STT_WM184	1.579	1.185	0.118	0.127	0.075
STT_WM183	1.561	1.181	0.113	0.124	0.093
STT_WM184	1.562	1.181	0.113	0.124	0.085
STT_WM183	1.582	1.186	0.119	0.128	0.071
STT_WM183	1.559	1.178	0.110	0.123	0.102
STT_WM183	1.574	1.183	0.116	0.126	0.080
STT_WM184	1.580	1.185	0.118	0.127	0.073
STT_WM183	1.562	1.182	0.115	0.125	0.080
STT_WM184	1.582	1.187	0.120	0.128	0.067
STT_WM183	1.583	1.185	0.118	0.128	0.076
STT_WM183	1.568	1.181	0.113	0.125	0.095
STT_WM184	1.579	1.184	0.116	0.127	0.084
STT_WM183	1.567	1.181	0.112	0.124	0.098
STT_WM183	1.573	1.185	0.118	0.127	0.069
STT_WM183	1.572	1.181	0.115	0.125	0.081
STT_WM183	1.581	1.186	0.118	0.128	0.074
STT_WM183	1.571	1.183	0.116	0.126	0.082
STT_WM183	1.570	1.182	0.115	0.125	0.080
STT_WM183	1.582	1.186	0.119	0.128	0.070
STT_WM183	1.557	1.179	0.112	0.123	0.089
STT_WM183	1.583	1.188	0.121	0.129	0.063
STT_WM183	1.563	1.180	0.114	0.124	0.082
STT_WM183	1.583	1.186	0.119	0.128	0.069
STT_WM183	1.562	1.180	0.113	0.124	0.088
STT_WM183	1.571	1.184	0.116	0.126	0.079
STT_WM184	1.566	1.180	0.114	0.124	0.087
STT_WM183	1.565	1.181	0.115	0.125	0.081
STT_WM184	1.578	1.184	0.116	0.127	0.083
STT_WM183	1.560	1.180	0.112	0.124	0.094
STT_WM183	1.570	1.182	0.114	0.125	0.089
STT_WM183	1.580	1.185	0.117	0.127	0.078
STT_WM184	1.551	1.178	0.110	0.122	0.099
STT_WM183	1.569	1.181	0.114	0.124	0.082
STT_WM184	1.571	1.181	0.115	0.125	0.084
STT_WM186	1.580	1.184	0.116	0.127	0.082
STT_WM183	1.571	1.182	0.115	0.125	0.082
STT_WM183	1.562	1.181	0.113	0.124	0.091
STT_WM183	1.571	1.183	0.116	0.126	0.083
STT_WM183	1.557	1.179	0.110	0.123	0.104
STT_WM183	1.569	1.182	0.114	0.125	0.087
STT_WM183	1.557	1.179	0.111	0.123	0.099
STT_WM183	1.570	1.184	0.116	0.126	0.079
STT_WM183	1.578	1.183	0.116	0.127	0.082
STT_WM183	1.561	1.180	0.113	0.124	0.086
STT_WM183	1.572	1.185	0.117	0.127	0.082
STT_WM183	1.573	1.182	0.115	0.125	0.081
STT_WM183	1.568	1.182	0.114	0.125	0.083
STT_WM183	1.570	1.182	0.115	0.125	0.078
STT_WM183	1.576	1.182	0.114	0.126	0.092
STT_WM183	1.572	1.184	0.117	0.126	0.077
STT_WM184	1.580	1.184	0.116	0.127	0.082
STT_WM183	1.573	1.184	0.117	0.126	0.078
STT_WM183	1.572	1.183	0.117	0.126	0.072
STT_WM183	1.581	1.185	0.117	0.128	0.079
STT_WM183	1.571	1.184	0.116	0.126	0.086
STT_WM183	1.569	1.182	0.115	0.125	0.083
STT_WM183	1.572	1.183	0.115	0.126	0.082
STT_WM183	1.562	1.180	0.114	0.124	0.081
STT_WM183	1.565	1.182	0.114	0.125	0.085
STT_WM183	1.548	1.178	0.111	0.122	0.092
STT_WM183	1.581	1.185	0.118	0.127	0.077
STT_WM183	1.550	1.178	0.112	0.122	0.087
STT_WM183	1.565	1.181	0.114	0.125	0.086
STT_WM183	1.559	1.180	0.113	0.124	0.089
STT_WM183	1.576	1.184	0.116	0.127	0.086
STT_WM183	1.570	1.182	0.114	0.125	0.087
STT_WM183	1.572	1.185	0.117	0.127	0.076
STT_WM184	1.559	1.181	0.113	0.124	0.091
STT_WM183	1.575	1.183	0.117	0.126	0.074
STT_WM183	1.561	1.180	0.113	0.124	0.087
STT_WM183	1.568	1.183	0.115	0.126	0.084
STT_WM183	1.566	1.182	0.114	0.125	0.087
STT_WM183	1.569	1.182	0.115	0.125	0.080
STT_WM183	1.568	1.182	0.114	0.125	0.090
STT_WM183	1.571	1.183	0.116	0.126	0.078
STT_WM184	1.571	1.182	0.115	0.125	0.082
STT_WM183	1.567	1.181	0.113	0.125	0.096
STT_WM183	1.572	1.183	0.116	0.126	0.078
STT_WM183	1.583	1.187	0.119	0.128	0.069
STT_WM183	1.570	1.183	0.115	0.126	0.083
STT_WM184	1.560	1.180	0.111	0.124	0.102
STT_WM184	1.582	1.186	0.118	0.128	0.075
STT_WM184	1.555	1.179	0.110	0.123	0.100
STT_WM183	1.570	1.183	0.115	0.125	0.083
STT_WM183	1.571	1.184	0.115	0.126	0.086
STT_WM183	1.567	1.182	0.115	0.125	0.080
STT_WM183	1.570	1.181	0.114	0.125	0.088
STT_WM183	1.581	1.184	0.117	0.127	0.075
STT_WM183	1.581	1.186	0.118	0.128	0.072
STT_WM183	1.582	1.186	0.119	0.128	0.071
STT_WM183	1.560	1.181	0.113	0.124	0.091
