Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.569	1.171	0.103	0.120	0.136
MPO_WM482	1.561	1.168	0.103	0.118	0.126
MPO_WM482	1.567	1.171	0.103	0.120	0.136
MPO_WM482	1.559	1.169	0.104	0.118	0.118
MPO_WM482	1.574	1.172	0.106	0.121	0.122
MPO_WM482	1.573	1.171	0.105	0.120	0.127
MPO_WM482	1.580	1.175	0.109	0.122	0.108
MPO_WM484	1.576	1.173	0.107	0.121	0.113
MPO_WM482	1.570	1.170	0.104	0.120	0.133
MPO_WM482	1.563	1.173	0.107	0.120	0.115
MPO_WM482	1.570	1.173	0.107	0.121	0.116
MPO_WM482	1.557	1.167	0.100	0.117	0.145
MPO_WM484	1.571	1.172	0.106	0.120	0.122
MPO_WM482	1.563	1.168	0.102	0.118	0.138
MPO_WM482	1.577	1.174	0.108	0.122	0.116
MPO_WM482	1.557	1.169	0.104	0.118	0.120
MPO_WM482	1.569	1.171	0.105	0.120	0.122
MPO_WM482	1.560	1.169	0.103	0.118	0.126
MPO_WM482	1.578	1.172	0.106	0.121	0.121
MPO_WM482	1.567	1.172	0.105	0.120	0.124
MPO_WM482	1.567	1.170	0.105	0.119	0.117
MPO_WM482	1.577	1.171	0.105	0.120	0.127
MPO_WM482	1.556	1.168	0.102	0.118	0.136
MPO_WM483	1.565	1.171	0.105	0.120	0.129
MPO_WM482	1.554	1.169	0.103	0.118	0.129
MPO_WM482	1.578	1.172	0.107	0.121	0.114
MPO_WM482	1.554	1.169	0.102	0.118	0.134
MPO_WM482	1.572	1.171	0.105	0.120	0.126
MPO_WM482	1.552	1.168	0.101	0.117	0.141
MPO_WM482	1.569	1.172	0.106	0.120	0.118
MPO_WM482	1.574	1.172	0.105	0.120	0.131
MPO_WM482	1.571	1.172	0.108	0.121	0.109
MPO_WM482	1.546	1.165	0.098	0.116	0.151
MPO_WM482	1.577	1.172	0.106	0.121	0.126
MPO_WM482	1.561	1.172	0.106	0.120	0.120
MPO_WM482	1.575	1.173	0.106	0.121	0.126
MPO_WM482	1.568	1.172	0.106	0.120	0.117
MPO_WM482	1.573	1.171	0.105	0.120	0.123
MPO_WM482	1.572	1.173	0.107	0.121	0.112
MPO_WM482	1.581	1.176	0.111	0.123	0.099
MPO_WM483	1.570	1.170	0.104	0.119	0.127
MPO_WM482	1.574	1.172	0.106	0.121	0.121
MPO_WM482	1.573	1.174	0.108	0.121	0.113
