Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM1	1.550	1.226	0.151	0.152	0.005
TGCP_WM1	1.545	1.228	0.149	0.153	0.024
TGCP_WM12	1.562	1.226	0.150	0.152	0.013
TGCP_WM10	1.553	1.229	0.153	0.154	0.006
TGCP_WM1	1.558	1.231	0.155	0.155	0.002
TGCP_WM1	1.560	1.227	0.149	0.152	0.017
TGCP_WM1	1.581	1.234	0.154	0.158	0.024
TGCP_WM11	1.574	1.233	0.157	0.157	0.003
TGCP_WM1	1.560	1.227	0.151	0.153	0.010
TGCP_WM10	1.593	1.237	0.159	0.160	0.004
TGCP_WM10	1.559	1.228	0.149	0.153	0.029
TGCP_WM11	1.575	1.233	0.158	0.157	-0.008
TGCP_WM1	1.565	1.234	0.159	0.156	-0.021
TGCP_WM1	1.565	1.231	0.152	0.155	0.017
TGCP_WM11	1.559	1.229	0.150	0.154	0.025
TGCP_WM10	1.589	1.237	0.160	0.160	-0.004
TGCP_WM1	1.563	1.232	0.156	0.155	-0.005
TGCP_WM1	1.567	1.228	0.154	0.154	-0.002
TGCP_WM1	1.575	1.233	0.155	0.157	0.010
TGCP_WM1	1.574	1.231	0.156	0.156	-0.001
TGCP_WM1	1.556	1.229	0.154	0.153	-0.007
TGCP_WM1	1.566	1.229	0.152	0.154	0.012
TGCP_WM1	1.574	1.230	0.155	0.156	0.003
TGCP_WM10	1.592	1.234	0.155	0.158	0.018
TGCP_WM13	1.579	1.232	0.155	0.156	0.012
TGCP_WM1	1.593	1.234	0.158	0.158	0.003
TGCP_WM1	1.542	1.228	0.153	0.152	-0.004
TGCP_WM1	1.545	1.227	0.153	0.152	-0.011
TGCP_WM10	1.602	1.235	0.156	0.159	0.021
TGCP_WM12	1.579	1.232	0.156	0.157	0.005
TGCP_WM10	1.582	1.233	0.153	0.158	0.029
TGCP_WM1	1.578	1.232	0.157	0.157	-0.004
TGCP_WM12	1.588	1.233	0.154	0.158	0.022
TGCP_WM1	1.567	1.230	0.152	0.154	0.016
TGCP_WM10	1.574	1.232	0.152	0.156	0.028
TGCP_WM11	1.588	1.235	0.157	0.158	0.008
TGCP_WM1	1.568	1.228	0.153	0.154	0.009
TGCP_WM1	1.562	1.230	0.153	0.154	0.007
TGCP_WM1	1.588	1.233	0.155	0.157	0.016
TGCP_WM1	1.575	1.231	0.154	0.156	0.013
TGCP_WM1	1.568	1.230	0.155	0.155	-0.000
TGCP_WM12	1.585	1.236	0.158	0.159	0.008
TGCP_WM10	1.562	1.227	0.150	0.153	0.020
TGCP_WM13	1.571	1.230	0.154	0.155	0.011
TGCP_WM14	1.572	1.230	0.152	0.155	0.023
TGCP_WM10	1.571	1.232	0.157	0.156	-0.005
TGCP_WM1	1.566	1.229	0.152	0.154	0.015
TGCP_WM1	1.560	1.229	0.152	0.154	0.012
TGCP_WM10	1.584	1.237	0.158	0.159	0.008
TGCP_WM1	1.551	1.233	0.155	0.155	0.000
TGCP_WM1	1.566	1.228	0.153	0.154	0.006
TGCP_WM12	1.564	1.227	0.153	0.153	0.001
TGCP_WM11	1.588	1.237	0.155	0.160	0.030
TGCP_WM10	1.580	1.236	0.156	0.159	0.016
TGCP_WM12	1.582	1.233	0.157	0.157	0.004
TGCP_WM10	1.577	1.236	0.157	0.158	0.010
TGCP_WM1	1.561	1.229	0.153	0.155	0.011
TGCP_WM10	1.571	1.229	0.151	0.155	0.027
TGCP_WM1	1.559	1.231	0.152	0.155	0.020
TGCP_WM11	1.592	1.237	0.157	0.160	0.015
TGCP_WM1	1.596	1.237	0.156	0.160	0.028
TGCP_WM1	1.565	1.234	0.154	0.157	0.017
TGCP_WM10	1.572	1.233	0.154	0.157	0.015
TGCP_WM1	1.568	1.228	0.152	0.154	0.012
TGCP_WM1	1.576	1.230	0.154	0.155	0.007
TGCP_WM10	1.601	1.237	0.156	0.160	0.025
TGCP_WM10	1.571	1.232	0.155	0.156	0.010
TGCP_WM1	1.552	1.225	0.148	0.151	0.022
TGCP_WM1	1.569	1.229	0.152	0.155	0.015
TGCP_WM1	1.584	1.236	0.156	0.159	0.015
TGCP_WM10	1.580	1.231	0.152	0.156	0.029
TGCP_WM11	1.580	1.236	0.157	0.158	0.009
TGCP_WM1	1.589	1.233	0.156	0.157	0.010
TGCP_WM18	1.567	1.227	0.151	0.153	0.016
TGCP_WM1	1.582	1.234	0.153	0.158	0.027
TGCP_WM1	1.539	1.224	0.149	0.150	0.005
TGCP_WM1	1.564	1.230	0.151	0.154	0.022
TGCP_WM1	1.575	1.235	0.156	0.158	0.016
TGCP_WM1	1.570	1.231	0.153	0.155	0.015
TGCP_WM11	1.547	1.229	0.152	0.153	0.008
TGCP_WM12	1.573	1.232	0.155	0.156	0.012
TGCP_WM1	1.569	1.233	0.154	0.156	0.016
TGCP_WM1	1.576	1.235	0.155	0.158	0.017
TGCP_WM11	1.558	1.230	0.153	0.154	0.004
TGCP_WM1	1.574	1.233	0.156	0.157	0.008
TGCP_WM10	1.569	1.232	0.153	0.156	0.021
TGCP_WM1	1.580	1.233	0.159	0.157	-0.010
TGCP_WM1	1.575	1.232	0.157	0.156	-0.006
TGCP_WM11	1.561	1.229	0.153	0.154	0.008
TGCP_WM1	1.568	1.226	0.149	0.153	0.026
TGCP_WM1	1.561	1.230	0.154	0.155	0.006
TGCP_WM1	1.577	1.229	0.151	0.155	0.025
TGCP_WM10	1.594	1.236	0.159	0.159	0.004
TGCP_WM1	1.572	1.234	0.157	0.157	-0.000
TGCP_WM10	1.583	1.233	0.154	0.158	0.020
TGCP_WM1	1.593	1.238	0.160	0.161	0.008
TGCP_WM1	1.586	1.235	0.156	0.158	0.014
TGCP_WM10	1.564	1.232	0.154	0.156	0.015
TGCP_WM10	1.584	1.231	0.155	0.156	0.010
TGCP_WM10	1.584	1.232	0.153	0.157	0.026
