Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM723	1.211	1.082	0.049	0.056	0.123
PTP_WM723	1.214	1.082	0.050	0.056	0.110
PTP_WM723	1.200	1.080	0.049	0.054	0.088
PTP_WM721	1.215	1.085	0.052	0.057	0.093
PTP_WM722	1.211	1.083	0.051	0.056	0.089
PTP_WM721	1.200	1.081	0.047	0.055	0.147
PTP_WM721	1.199	1.083	0.047	0.056	0.152
PTP_WM722	1.224	1.090	0.055	0.061	0.106
PTP_WM721	1.208	1.086	0.051	0.057	0.110
PTP_WM721	1.202	1.082	0.047	0.055	0.154
PTP_WM724	1.216	1.086	0.053	0.058	0.091
PTP_WM721	1.228	1.090	0.054	0.061	0.116
PTP_WM723	1.203	1.082	0.050	0.056	0.100
PTP_WM722	1.225	1.088	0.053	0.060	0.117
PTP_WM721	1.196	1.081	0.049	0.055	0.112
PTP_WM721	1.216	1.085	0.051	0.057	0.106
PTP_WM721	1.223	1.087	0.054	0.059	0.089
PTP_WM722	1.225	1.087	0.055	0.060	0.080
PTP_WM722	1.208	1.083	0.052	0.056	0.073
PTP_WM724	1.220	1.087	0.052	0.059	0.110
PTP_WM722	1.182	1.077	0.044	0.052	0.151
PTP_WM721	1.216	1.084	0.051	0.057	0.110
PTP_WM721	1.210	1.084	0.050	0.057	0.122
PTP_WM721	1.193	1.080	0.047	0.054	0.132
PTP_WM721	1.203	1.083	0.047	0.056	0.146
PTP_WM722	1.197	1.081	0.046	0.055	0.156
PTP_WM721	1.203	1.083	0.049	0.056	0.135
PTP_WM721	1.213	1.085	0.052	0.058	0.098
PTP_WM722	1.196	1.080	0.046	0.055	0.157
PTP_WM721	1.202	1.081	0.047	0.055	0.141
PTP_WM722	1.197	1.081	0.048	0.054	0.117
PTP_WM721	1.210	1.084	0.051	0.057	0.105
PTP_WM722	1.225	1.088	0.053	0.060	0.104
PTP_WM721	1.219	1.085	0.052	0.058	0.103
PTP_WM723	1.213	1.082	0.051	0.056	0.096
PTP_WM723	1.201	1.080	0.047	0.055	0.142
PTP_WM722	1.230	1.086	0.053	0.059	0.100
PTP_WM724	1.232	1.086	0.054	0.059	0.081
PTP_WM721	1.214	1.086	0.051	0.058	0.132
PTP_WM723	1.202	1.081	0.048	0.054	0.112
PTP_WM721	1.214	1.085	0.051	0.058	0.116
PTP_WM721	1.187	1.078	0.044	0.053	0.157
PTP_WM721	1.191	1.080	0.044	0.054	0.176
PTP_WM723	1.195	1.080	0.048	0.054	0.118
PTP_WM723	1.208	1.083	0.050	0.056	0.110
PTP_WM721	1.215	1.086	0.050	0.059	0.151
PTP_WM721	1.210	1.084	0.052	0.057	0.089
PTP_WM721	1.205	1.083	0.051	0.056	0.087
PTP_WM722	1.198	1.080	0.047	0.054	0.131
PTP_WM721	1.232	1.089	0.056	0.060	0.062
PTP_WM721	1.208	1.081	0.050	0.055	0.096
PTP_WM721	1.216	1.083	0.051	0.057	0.103
PTP_WM723	1.211	1.084	0.052	0.057	0.094
PTP_WM721	1.227	1.085	0.054	0.058	0.078
PTP_WM721	1.208	1.082	0.049	0.056	0.125
PTP_WM724	1.214	1.083	0.050	0.056	0.110
PTP_WM722	1.194	1.080	0.046	0.054	0.151
PTP_WM721	1.196	1.078	0.047	0.053	0.118
PTP_WM721	1.208	1.083	0.049	0.056	0.125
PTP_WM722	1.214	1.084	0.051	0.057	0.099
PTP_WM723	1.217	1.086	0.052	0.058	0.116
PTP_WM721	1.200	1.081	0.051	0.055	0.073
PTP_WM721	1.214	1.087	0.051	0.058	0.131
PTP_WM721	1.193	1.082	0.047	0.055	0.136
PTP_WM722	1.196	1.080	0.048	0.054	0.107
PTP_WM721	1.226	1.088	0.055	0.059	0.074
PTP_WM722	1.209	1.083	0.047	0.057	0.171
PTP_WM722	1.201	1.080	0.049	0.054	0.101
PTP_WM722	1.215	1.084	0.054	0.057	0.048
PTP_WM722	1.211	1.081	0.050	0.056	0.103
PTP_WM726	1.224	1.085	0.055	0.058	0.047
PTP_WM723	1.205	1.085	0.049	0.057	0.139
PTP_WM721	1.190	1.080	0.045	0.054	0.164
PTP_WM721	1.215	1.085	0.050	0.058	0.128
PTP_WM721	1.201	1.082	0.047	0.055	0.152
PTP_WM722	1.215	1.084	0.049	0.057	0.132
PTP_WM721	1.213	1.084	0.052	0.057	0.090
PTP_WM721	1.231	1.088	0.055	0.060	0.085
PTP_WM721	1.194	1.083	0.046	0.056	0.166
PTP_WM721	1.183	1.077	0.043	0.052	0.179
PTP_WM721	1.210	1.085	0.051	0.057	0.106
PTP_WM721	1.212	1.082	0.051	0.056	0.086
PTP_WM722	1.208	1.082	0.049	0.055	0.118
PTP_WM723	1.219	1.085	0.051	0.058	0.128
PTP_WM723	1.205	1.083	0.049	0.056	0.125
PTP_WM722	1.215	1.086	0.052	0.058	0.101
PTP_WM722	1.203	1.082	0.049	0.055	0.112
PTP_WM721	1.201	1.080	0.047	0.054	0.131
PTP_WM723	1.200	1.079	0.047	0.054	0.127
PTP_WM721	1.202	1.080	0.048	0.054	0.119
PTP_WM721	1.232	1.088	0.056	0.060	0.072
PTP_WM722	1.198	1.080	0.046	0.054	0.141
PTP_WM721	1.208	1.084	0.052	0.056	0.085
PTP_WM721	1.196	1.080	0.047	0.054	0.133
PTP_WM721	1.213	1.083	0.050	0.056	0.110
PTP_WM721	1.197	1.079	0.046	0.054	0.150
PTP_WM723	1.202	1.084	0.051	0.056	0.094
PTP_WM721	1.211	1.084	0.050	0.057	0.128
PTP_WM721	1.191	1.081	0.046	0.054	0.144
PTP_WM721	1.194	1.080	0.048	0.054	0.102
