# Population TGCP	WM1,WM10,WM11,WM12,WM13,WM14,WM15,WM16,WM17,WM18,WM19,WM2,WM20,WM21,WM22,WM23,WM24,WM3,WM4,WM5,WM6,WM7,WM8,WM9
# Population MPO	WM482,WM483,WM484,WM485,WM486,WM487,WM488,WM489,WM490,WM491,WM492,WM493,WM494,WM495,WM496,WM497,WM498,WM499,WM500,WM501,WM502,WM503,WM504,WM505
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	176	TGCP	MPO	un	15752	0.3776	0.0000	0.0000	0.2003	0.0000	0.0000	0.2006	0.0000	0.0000
22540000	179	TGCP	MPO	un	16022	0.2266	0.0000	0.0000	0.0655	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	249	TGCP	MPO	un	22322	0.0648	0.0000	0.0000	0.0067	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	282	TGCP	MPO	un	25292	0.0798	0.0000	0.0000	0.0086	0.0000	0.0000	0.0085	0.0000	0.0000
22540000	311	TGCP	MPO	un	27902	0.1351	0.0000	0.0000	0.0282	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	337	TGCP	MPO	un	30242	0.1322	0.0000	0.0000	0.0203	0.0000	0.0000	0.0199	0.0000	0.0000
22540000	387	TGCP	MPO	un	34742	-0.0141	0.0000	0.0000	-0.0061	0.0000	0.0000	-0.0060	0.0000	0.0000
22540000	425	TGCP	MPO	un	38162	0.1366	0.0000	0.0000	0.0235	0.0000	0.0000	0.0234	0.0000	0.0000
22540000	564	TGCP	MPO	un	50672	0.0504	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	715	TGCP	MPO	un	64262	0.8632	0.0000	0.0000	0.8450	0.0000	0.0000	0.8450	0.0000	0.0000
22540000	731	TGCP	MPO	un	65702	0.5106	0.0000	0.0000	0.3569	0.0000	0.0000	0.3569	0.0000	0.0000
22540000	745	TGCP	MPO	un	66962	0.3932	0.0000	0.0000	0.2236	0.0000	0.0000	0.2241	0.0000	0.0000
22540000	767	TGCP	MPO	un	68942	0.1249	0.0000	0.0000	0.0848	0.0000	0.0000	0.0842	0.0000	0.0000
22540000	800	TGCP	MPO	un	71912	-0.0107	0.0000	0.0000	-0.0068	0.0000	0.0000	-0.0069	0.0000	0.0000
22540000	848	TGCP	MPO	un	76232	-0.0022	0.0000	0.0000	-0.0014	0.0000	0.0000	-0.0014	0.0000	0.0000
22540000	849	TGCP	MPO	un	76322	0.0880	0.0000	0.0000	0.0089	0.0000	0.0000	0.0085	0.0000	0.0000
22540000	950	TGCP	MPO	un	85412	0.4083	0.0000	0.0000	0.2105	0.0000	0.0000	0.2097	0.0000	0.0000
22540000	962	TGCP	MPO	un	86492	0.0986	0.0000	0.0000	0.0120	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	973	TGCP	MPO	un	87482	0.2561	0.0000	0.0000	0.2346	0.0000	0.0000	0.2351	0.0000	0.0000
22540000	990	TGCP	MPO	un	89012	0.4706	0.0000	0.0000	0.4399	0.0000	0.0000	0.4403	0.0000	0.0000
22540000	1016	TGCP	MPO	un	91352	0.2178	0.0000	0.0000	0.0651	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	1027	TGCP	MPO	un	92342	0.2419	0.0000	0.0000	0.0724	0.0000	0.0000	0.0719	0.0000	0.0000
22540000	1056	TGCP	MPO	un	94952	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	1133	TGCP	MPO	un	101882	0.0292	0.0000	0.0000	0.0014	0.0000	0.0000	0.0012	0.0000	0.0000
22540000	1140	TGCP	MPO	un	102512	0.2621	0.0000	0.0000	0.1015	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	1238	TGCP	MPO	un	111332	0.0944	0.0000	0.0000	0.0129	0.0000	0.0000	0.0130	0.0000	0.0000
22540000	1245	TGCP	MPO	un	111962	-0.0018	0.0000	0.0000	-0.0011	0.0000	0.0000	-0.0009	0.0000	0.0000
22540000	1258	TGCP	MPO	un	113132	0.0066	0.0000	0.0000	0.0063	0.0000	0.0000	0.0064	0.0000	0.0000
22540000	1273	TGCP	MPO	un	114482	0.0751	0.0000	0.0000	0.0341	0.0000	0.0000	0.0345	0.0000	0.0000
22540000	1292	TGCP	MPO	un	116192	-0.0190	0.0000	0.0000	-0.0113	0.0000	0.0000	-0.0113	0.0000	0.0000
22540000	1301	TGCP	MPO	un	117002	0.0575	0.0000	0.0000	0.0055	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	1350	TGCP	MPO	un	121412	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	1358	TGCP	MPO	un	122132	0.1322	0.0000	0.0000	0.0203	0.0000	0.0000	0.0199	0.0000	0.0000
22540000	1361	TGCP	MPO	un	122402	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	1377	TGCP	MPO	un	123842	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	1611	TGCP	MPO	un	144902	0.9768	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	1619	TGCP	MPO	un	145622	0.1140	0.0000	0.0000	0.0165	0.0000	0.0000	0.0164	0.0000	0.0000
22540000	1674	TGCP	MPO	un	150572	0.0575	0.0000	0.0000	0.0055	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	1718	TGCP	MPO	un	154532	0.5136	0.0000	0.0000	0.5018	0.0000	0.0000	0.5017	0.0000	0.0000
22540000	1773	TGCP	MPO	un	159482	0.4819	0.0000	0.0000	0.2971	0.0000	0.0000	0.2964	0.0000	0.0000
22540000	1791	TGCP	MPO	un	161102	-0.0182	0.0000	0.0000	-0.0169	0.0000	0.0000	-0.0169	0.0000	0.0000
22540000	1839	TGCP	MPO	un	165422	0.0032	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	1848	TGCP	MPO	un	166232	0.3163	0.0000	0.0000	0.1311	0.0000	0.0000	0.1308	0.0000	0.0000
22540000	1852	TGCP	MPO	un	166592	0.3545	0.0000	0.0000	0.1665	0.0000	0.0000	0.1662	0.0000	0.0000
22540000	1950	TGCP	MPO	un	175412	0.0745	0.0000	0.0000	0.0071	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	1970	TGCP	MPO	un	177212	0.0504	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	2057	TGCP	MPO	un	185042	0.3500	0.0000	0.0000	0.3391	0.0000	0.0000	0.3390	0.0000	0.0000
22540000	2098	TGCP	MPO	un	188732	0.8191	0.0000	0.0000	0.8033	0.0000	0.0000	0.8033	0.0000	0.0000
22540000	2118	TGCP	MPO	un	190532	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	2211	TGCP	MPO	un	198902	0.3191	0.0000	0.0000	0.1376	0.0000	0.0000	0.1376	0.0000	0.0000
22540000	2214	TGCP	MPO	un	199172	0.7836	0.0000	0.0000	0.7494	0.0000	0.0000	0.7495	0.0000	0.0000
22540000	2236	TGCP	MPO	un	201152	0.8393	0.0000	0.0000	0.8328	0.0000	0.0000	0.8329	0.0000	0.0000
22540000	2373	TGCP	MPO	un	213482	0.2243	0.0000	0.0000	0.0571	0.0000	0.0000	0.0562	0.0000	0.0000
22540000	2378	TGCP	MPO	un	213932	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	2389	TGCP	MPO	un	214922	0.8000	0.0000	0.0000	0.7668	0.0000	0.0000	0.7668	0.0000	0.0000
22540000	2518	TGCP	MPO	un	226532	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	2541	TGCP	MPO	un	228602	0.1108	0.0000	0.0000	0.1098	0.0000	0.0000	0.1096	0.0000	0.0000
22540000	2565	TGCP	MPO	un	230762	0.1702	0.0000	0.0000	0.0323	0.0000	0.0000	0.0316	0.0000	0.0000
22540000	2568	TGCP	MPO	un	231032	0.9149	0.0000	0.0000	0.9096	0.0000	0.0000	0.9096	0.0000	0.0000
22540000	2570	TGCP	MPO	un	231212	0.1138	0.0000	0.0000	0.0243	0.0000	0.0000	0.0236	0.0000	0.0000
22540000	2673	TGCP	MPO	un	240482	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	2694	TGCP	MPO	un	242372	0.1183	0.0000	0.0000	0.0209	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	2715	TGCP	MPO	un	244262	0.1755	0.0000	0.0000	0.0472	0.0000	0.0000	0.0480	0.0000	0.0000
22540000	2739	TGCP	MPO	un	246422	0.3395	0.0000	0.0000	0.1525	0.0000	0.0000	0.1522	0.0000	0.0000
22540000	2758	TGCP	MPO	un	248132	-0.0132	0.0000	0.0000	-0.0055	0.0000	0.0000	-0.0056	0.0000	0.0000
22540000	2806	TGCP	MPO	un	252452	0.1226	0.0000	0.0000	0.0183	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	2838	TGCP	MPO	un	255332	0.5368	0.0000	0.0000	0.5421	0.0000	0.0000	0.5421	0.0000	0.0000
22540000	2852	TGCP	MPO	un	256592	0.0808	0.0000	0.0000	0.0079	0.0000	0.0000	0.0076	0.0000	0.0000
22540000	2972	TGCP	MPO	un	267392	0.2715	0.0000	0.0000	0.0953	0.0000	0.0000	0.0951	0.0000	0.0000
22540000	2978	TGCP	MPO	un	267932	0.1215	0.0000	0.0000	0.0211	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	2989	TGCP	MPO	un	268922	0.2990	0.0000	0.0000	0.1087	0.0000	0.0000	0.1078	0.0000	0.0000
22540000	3020	TGCP	MPO	un	271712	0.1967	0.0000	0.0000	0.0732	0.0000	0.0000	0.0734	0.0000	0.0000
22540000	3164	TGCP	MPO	un	284672	0.7145	0.0000	0.0000	0.6606	0.0000	0.0000	0.6607	0.0000	0.0000
22540000	3231	TGCP	MPO	un	290702	0.0373	0.0000	0.0000	0.0026	0.0000	0.0000	0.0028	0.0000	0.0000
22540000	3232	TGCP	MPO	un	290792	0.3588	0.0000	0.0000	0.1602	0.0000	0.0000	0.1595	0.0000	0.0000
22540000	3253	TGCP	MPO	un	292682	-0.0005	0.0000	0.0000	-0.0002	0.0000	0.0000	0.0001	0.0000	0.0000
22540000	3268	TGCP	MPO	un	294032	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3348	TGCP	MPO	un	301232	0.4326	0.0000	0.0000	0.2658	0.0000	0.0000	0.2661	0.0000	0.0000
22540000	3407	TGCP	MPO	un	306542	0.2120	0.0000	0.0000	0.1617	0.0000	0.0000	0.1609	0.0000	0.0000
22540000	3485	TGCP	MPO	un	313562	0.7156	0.0000	0.0000	0.6941	0.0000	0.0000	0.6940	0.0000	0.0000
22540000	3505	TGCP	MPO	un	315362	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3522	TGCP	MPO	un	316892	0.9333	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	3563	TGCP	MPO	un	320582	0.0046	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	3619	TGCP	MPO	un	325622	0.1156	0.0000	0.0000	0.0150	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	3690	TGCP	MPO	un	332012	0.0236	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	3772	TGCP	MPO	un	339392	-0.0085	0.0000	0.0000	-0.0064	0.0000	0.0000	-0.0067	0.0000	0.0000
22540000	3790	TGCP	MPO	un	341012	0.3835	0.0000	0.0000	0.1783	0.0000	0.0000	0.1772	0.0000	0.0000
22540000	3849	TGCP	MPO	un	346322	0.2044	0.0000	0.0000	0.0591	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	3881	TGCP	MPO	un	349202	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3945	TGCP	MPO	un	354962	0.7649	0.0000	0.0000	0.7077	0.0000	0.0000	0.7076	0.0000	0.0000
22540000	4039	TGCP	MPO	un	363422	0.2360	0.0000	0.0000	0.0717	0.0000	0.0000	0.0714	0.0000	0.0000
22540000	4042	TGCP	MPO	un	363692	-0.0022	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	4047	TGCP	MPO	un	364142	0.1254	0.0000	0.0000	0.0201	0.0000	0.0000	0.0199	0.0000	0.0000
22540000	4129	TGCP	MPO	un	371522	0.5062	0.0000	0.0000	0.3286	0.0000	0.0000	0.3279	0.0000	0.0000
22540000	4152	TGCP	MPO	un	373592	0.4576	0.0000	0.0000	0.4500	0.0000	0.0000	0.4498	0.0000	0.0000
22540000	4164	TGCP	MPO	un	374672	0.0604	0.0000	0.0000	0.0045	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	4188	TGCP	MPO	un	376832	0.2528	0.0000	0.0000	0.2294	0.0000	0.0000	0.2292	0.0000	0.0000
22540000	4193	TGCP	MPO	un	377282	0.1322	0.0000	0.0000	0.0722	0.0000	0.0000	0.0728	0.0000	0.0000
22540000	4197	TGCP	MPO	un	377642	0.2935	0.0000	0.0000	0.1084	0.0000	0.0000	0.1078	0.0000	0.0000
