Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM721	1.232	1.085	0.051	0.058	0.116
PTP_WM721	1.227	1.084	0.048	0.057	0.150
PTP_WM721	1.238	1.086	0.052	0.058	0.104
PTP_WM721	1.225	1.084	0.049	0.056	0.126
PTP_WM721	1.209	1.080	0.047	0.054	0.117
PTP_WM721	1.243	1.087	0.054	0.059	0.091
PTP_WM721	1.219	1.082	0.049	0.055	0.108
PTP_WM721	1.236	1.087	0.053	0.059	0.093
PTP_WM722	1.216	1.081	0.049	0.055	0.098
PTP_WM721	1.225	1.082	0.050	0.055	0.102
PTP_WM721	1.225	1.082	0.051	0.055	0.081
PTP_WM721	1.238	1.085	0.051	0.058	0.109
PTP_WM721	1.224	1.083	0.050	0.056	0.115
PTP_WM721	1.225	1.085	0.050	0.057	0.119
PTP_WM721	1.231	1.085	0.051	0.058	0.119
PTP_WM721	1.222	1.084	0.049	0.056	0.129
PTP_WM721	1.226	1.084	0.050	0.056	0.107
PTP_WM722	1.227	1.085	0.052	0.057	0.099
PTP_WM721	1.211	1.080	0.047	0.054	0.127
PTP_WM723	1.234	1.087	0.053	0.058	0.092
PTP_WM721	1.226	1.085	0.050	0.057	0.131
PTP_WM721	1.233	1.084	0.052	0.057	0.090
PTP_WM723	1.233	1.087	0.052	0.058	0.111
PTP_WM722	1.218	1.082	0.050	0.055	0.101
PTP_WM721	1.236	1.087	0.054	0.059	0.078
PTP_WM722	1.226	1.082	0.050	0.056	0.108
PTP_WM721	1.220	1.081	0.049	0.055	0.099
PTP_WM721	1.230	1.084	0.051	0.057	0.101
PTP_WM721	1.221	1.084	0.050	0.056	0.112
PTP_WM721	1.220	1.082	0.050	0.055	0.099
PTP_WM721	1.223	1.083	0.049	0.055	0.120
PTP_WM721	1.236	1.085	0.053	0.058	0.077
PTP_WM722	1.226	1.083	0.050	0.057	0.118
PTP_WM721	1.233	1.083	0.050	0.057	0.112
PTP_WM721	1.215	1.080	0.048	0.054	0.114
PTP_WM721	1.224	1.083	0.049	0.056	0.130
PTP_WM721	1.235	1.084	0.049	0.057	0.140
PTP_WM722	1.226	1.084	0.052	0.057	0.083
PTP_WM721	1.218	1.082	0.049	0.055	0.109
PTP_WM722	1.214	1.084	0.049	0.056	0.118
PTP_WM722	1.226	1.084	0.052	0.057	0.094
PTP_WM721	1.234	1.087	0.053	0.059	0.102
PTP_WM722	1.232	1.085	0.052	0.057	0.084
PTP_WM721	1.226	1.084	0.049	0.057	0.140
PTP_WM721	1.209	1.082	0.048	0.055	0.126
PTP_WM721	1.225	1.083	0.050	0.056	0.114
PTP_WM721	1.224	1.083	0.050	0.056	0.108
PTP_WM722	1.222	1.082	0.049	0.055	0.113
PTP_WM722	1.220	1.082	0.047	0.055	0.145
PTP_WM722	1.236	1.085	0.052	0.058	0.099
PTP_WM722	1.217	1.082	0.048	0.055	0.127
PTP_WM721	1.234	1.085	0.051	0.058	0.114
PTP_WM722	1.239	1.086	0.053	0.058	0.080
PTP_WM721	1.215	1.082	0.047	0.055	0.141
PTP_WM721	1.211	1.081	0.046	0.054	0.148
PTP_WM721	1.217	1.083	0.049	0.056	0.128
PTP_WM721	1.223	1.083	0.049	0.056	0.119
PTP_WM723	1.234	1.085	0.051	0.057	0.107
PTP_WM723	1.223	1.083	0.050	0.056	0.103
PTP_WM721	1.235	1.084	0.053	0.057	0.077
PTP_WM721	1.225	1.082	0.050	0.056	0.105
PTP_WM722	1.228	1.085	0.051	0.057	0.100
PTP_WM723	1.232	1.084	0.053	0.057	0.063
PTP_WM721	1.222	1.083	0.050	0.055	0.101
PTP_WM721	1.228	1.084	0.050	0.056	0.119
PTP_WM721	1.235	1.087	0.052	0.058	0.109
PTP_WM721	1.226	1.085	0.050	0.057	0.133
PTP_WM721	1.219	1.082	0.049	0.055	0.112
PTP_WM721	1.231	1.085	0.051	0.058	0.117
PTP_WM721	1.217	1.082	0.048	0.055	0.125
PTP_WM725	1.237	1.086	0.054	0.058	0.074
PTP_WM723	1.242	1.087	0.053	0.059	0.100
PTP_WM721	1.218	1.082	0.049	0.055	0.119
PTP_WM721	1.231	1.084	0.051	0.057	0.106
PTP_WM721	1.214	1.081	0.049	0.055	0.094
PTP_WM723	1.223	1.084	0.051	0.057	0.092
PTP_WM722	1.222	1.083	0.049	0.056	0.116
PTP_WM721	1.221	1.081	0.049	0.055	0.113
PTP_WM721	1.237	1.086	0.053	0.058	0.089
PTP_WM722	1.219	1.082	0.049	0.055	0.108
PTP_WM721	1.217	1.082	0.049	0.055	0.111
PTP_WM721	1.228	1.086	0.051	0.057	0.106
PTP_WM722	1.221	1.083	0.049	0.056	0.121
PTP_WM723	1.236	1.086	0.051	0.058	0.123
PTP_WM723	1.225	1.084	0.051	0.056	0.102
PTP_WM721	1.226	1.084	0.051	0.056	0.089
PTP_WM721	1.223	1.082	0.051	0.055	0.074
PTP_WM721	1.227	1.085	0.050	0.057	0.131
PTP_WM721	1.229	1.084	0.052	0.057	0.082
PTP_WM722	1.221	1.083	0.050	0.056	0.114
PTP_WM721	1.216	1.083	0.050	0.056	0.106
PTP_WM723	1.229	1.085	0.052	0.057	0.082
PTP_WM721	1.225	1.083	0.049	0.056	0.123
PTP_WM722	1.242	1.086	0.054	0.059	0.077
PTP_WM722	1.218	1.082	0.049	0.055	0.114
