Population	Num	Eff_num	Ho	Hs	Gis
STT_WM185	1.547	1.180	0.116	0.125	0.069
STT_WM184	1.527	1.177	0.111	0.122	0.093
STT_WM183	1.537	1.182	0.114	0.125	0.089
STT_WM183	1.532	1.178	0.113	0.123	0.080
STT_WM183	1.541	1.182	0.115	0.125	0.087
STT_WM184	1.534	1.178	0.112	0.123	0.091
STT_WM184	1.538	1.183	0.115	0.126	0.083
STT_WM183	1.564	1.188	0.120	0.130	0.073
STT_WM184	1.551	1.186	0.119	0.128	0.070
STT_WM184	1.539	1.184	0.115	0.126	0.085
STT_WM183	1.528	1.178	0.112	0.123	0.092
STT_WM183	1.515	1.176	0.109	0.121	0.096
STT_WM184	1.542	1.183	0.117	0.126	0.072
STT_WM183	1.513	1.173	0.107	0.119	0.107
STT_WM186	1.560	1.184	0.118	0.127	0.069
STT_WM184	1.552	1.185	0.118	0.128	0.079
STT_WM183	1.542	1.182	0.116	0.125	0.072
STT_WM183	1.519	1.175	0.108	0.121	0.102
STT_WM183	1.549	1.183	0.118	0.127	0.069
STT_WM184	1.543	1.183	0.116	0.126	0.083
STT_WM183	1.555	1.184	0.118	0.127	0.076
STT_WM183	1.536	1.179	0.114	0.124	0.082
STT_WM188	1.569	1.189	0.124	0.130	0.049
STT_WM183	1.571	1.190	0.124	0.131	0.058
STT_WM183	1.556	1.186	0.118	0.129	0.080
STT_WM183	1.544	1.183	0.117	0.126	0.072
STT_WM183	1.557	1.187	0.120	0.129	0.068
STT_WM183	1.549	1.187	0.119	0.128	0.070
STT_WM183	1.559	1.185	0.118	0.128	0.081
STT_WM183	1.557	1.187	0.121	0.129	0.065
STT_WM183	1.530	1.179	0.112	0.123	0.086
STT_WM183	1.559	1.185	0.119	0.128	0.073
STT_WM183	1.542	1.182	0.114	0.125	0.087
STT_WM184	1.521	1.175	0.109	0.121	0.099
STT_WM183	1.543	1.184	0.116	0.126	0.082
STT_WM183	1.566	1.189	0.122	0.131	0.068
STT_WM183	1.549	1.184	0.119	0.127	0.061
STT_WM185	1.513	1.174	0.105	0.120	0.118
STT_WM183	1.548	1.186	0.118	0.128	0.074
STT_WM183	1.552	1.182	0.116	0.127	0.085
STT_WM183	1.542	1.185	0.117	0.127	0.080
STT_WM183	1.538	1.181	0.113	0.125	0.095
STT_WM183	1.570	1.189	0.122	0.131	0.067
STT_WM183	1.541	1.181	0.113	0.125	0.097
STT_WM183	1.540	1.182	0.115	0.125	0.078
STT_WM184	1.526	1.177	0.111	0.123	0.098
STT_WM183	1.540	1.183	0.115	0.126	0.087
STT_WM185	1.529	1.177	0.109	0.122	0.106
STT_WM183	1.533	1.182	0.115	0.125	0.082
STT_WM183	1.534	1.181	0.114	0.125	0.088
STT_WM184	1.541	1.183	0.115	0.126	0.088
STT_WM183	1.528	1.180	0.112	0.124	0.093
STT_WM183	1.567	1.189	0.121	0.130	0.072
STT_WM183	1.541	1.181	0.114	0.125	0.088
STT_WM188	1.551	1.184	0.118	0.127	0.072
STT_WM183	1.537	1.181	0.114	0.125	0.085
STT_WM183	1.545	1.182	0.116	0.126	0.079
STT_WM185	1.535	1.180	0.112	0.124	0.097
STT_WM183	1.563	1.189	0.124	0.130	0.050
STT_WM183	1.551	1.185	0.117	0.128	0.085
STT_WM184	1.534	1.179	0.111	0.123	0.099
STT_WM183	1.558	1.186	0.119	0.128	0.071
STT_WM184	1.554	1.185	0.118	0.127	0.070
STT_WM183	1.530	1.180	0.114	0.124	0.082
STT_WM183	1.528	1.178	0.111	0.123	0.101
STT_WM184	1.543	1.180	0.114	0.125	0.088
STT_WM183	1.561	1.186	0.120	0.128	0.062
STT_WM183	1.551	1.184	0.117	0.127	0.084
STT_WM183	1.529	1.179	0.111	0.123	0.099
STT_WM183	1.552	1.183	0.116	0.127	0.082
STT_WM183	1.529	1.180	0.113	0.124	0.081
STT_WM183	1.534	1.181	0.114	0.124	0.081
STT_WM183	1.528	1.176	0.109	0.122	0.101
STT_WM184	1.546	1.185	0.117	0.127	0.083
STT_WM183	1.559	1.185	0.120	0.128	0.060
STT_WM186	1.545	1.179	0.114	0.124	0.084
STT_WM183	1.569	1.189	0.121	0.130	0.069
STT_WM184	1.533	1.181	0.113	0.124	0.091
STT_WM187	1.543	1.182	0.117	0.126	0.072
STT_WM183	1.527	1.179	0.111	0.123	0.096
STT_WM183	1.535	1.181	0.115	0.125	0.081
STT_WM187	1.542	1.181	0.114	0.125	0.088
STT_WM183	1.554	1.186	0.118	0.128	0.077
STT_WM184	1.555	1.186	0.118	0.128	0.080
STT_WM183	1.538	1.180	0.113	0.124	0.087
STT_WM183	1.538	1.182	0.115	0.125	0.082
STT_WM183	1.572	1.190	0.124	0.131	0.054
STT_WM183	1.546	1.182	0.115	0.126	0.085
STT_WM183	1.555	1.187	0.119	0.129	0.073
STT_WM184	1.526	1.179	0.111	0.123	0.102
STT_WM183	1.561	1.186	0.121	0.129	0.061
STT_WM185	1.544	1.183	0.115	0.126	0.084
STT_WM185	1.548	1.182	0.114	0.126	0.098
STT_WM183	1.547	1.184	0.118	0.127	0.073
STT_WM185	1.551	1.182	0.115	0.126	0.087
STT_WM183	1.539	1.181	0.113	0.125	0.100
STT_WM185	1.540	1.181	0.114	0.125	0.088
STT_WM184	1.529	1.181	0.114	0.124	0.081
STT_WM183	1.547	1.186	0.119	0.128	0.070
STT_WM185	1.554	1.184	0.118	0.127	0.069
