Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.530	1.168	0.101	0.118	0.146
MPO_WM482	1.553	1.177	0.112	0.124	0.092
MPO_WM482	1.516	1.166	0.102	0.117	0.126
MPO_WM482	1.548	1.174	0.109	0.122	0.103
MPO_WM482	1.542	1.172	0.106	0.120	0.116
MPO_WM482	1.522	1.168	0.102	0.117	0.131
MPO_WM482	1.528	1.167	0.100	0.118	0.147
MPO_WM484	1.530	1.169	0.105	0.119	0.119
MPO_WM482	1.529	1.169	0.105	0.118	0.113
MPO_WM482	1.545	1.175	0.110	0.122	0.104
MPO_WM484	1.551	1.172	0.107	0.121	0.113
MPO_WM482	1.534	1.168	0.101	0.118	0.147
MPO_WM483	1.553	1.173	0.107	0.122	0.120
MPO_WM482	1.516	1.167	0.101	0.116	0.129
MPO_WM482	1.526	1.168	0.103	0.118	0.124
MPO_WM483	1.525	1.165	0.098	0.116	0.160
MPO_WM483	1.536	1.171	0.107	0.120	0.108
MPO_WM483	1.538	1.169	0.103	0.119	0.138
MPO_WM482	1.515	1.166	0.100	0.116	0.138
MPO_WM482	1.535	1.173	0.110	0.121	0.094
MPO_WM482	1.531	1.169	0.102	0.119	0.139
MPO_WM482	1.546	1.173	0.109	0.121	0.103
MPO_WM483	1.525	1.167	0.101	0.117	0.139
MPO_WM482	1.546	1.172	0.105	0.121	0.134
MPO_WM483	1.546	1.172	0.106	0.121	0.117
MPO_WM482	1.531	1.168	0.103	0.118	0.133
MPO_WM482	1.524	1.167	0.101	0.117	0.140
MPO_WM482	1.552	1.173	0.107	0.122	0.120
MPO_WM482	1.536	1.171	0.105	0.120	0.129
MPO_WM482	1.525	1.169	0.104	0.118	0.121
MPO_WM483	1.534	1.170	0.104	0.119	0.128
MPO_WM482	1.541	1.170	0.104	0.120	0.128
MPO_WM482	1.516	1.165	0.099	0.116	0.147
MPO_WM483	1.536	1.169	0.102	0.119	0.143
MPO_WM482	1.535	1.168	0.101	0.119	0.148
MPO_WM483	1.525	1.167	0.100	0.117	0.151
MPO_WM482	1.550	1.173	0.107	0.122	0.120
MPO_WM482	1.525	1.166	0.099	0.117	0.156
MPO_WM484	1.532	1.170	0.105	0.119	0.120
MPO_WM482	1.556	1.173	0.110	0.122	0.097
MPO_WM482	1.536	1.169	0.104	0.119	0.123
MPO_WM483	1.554	1.174	0.111	0.122	0.092
MPO_WM482	1.535	1.171	0.104	0.120	0.136
MPO_WM482	1.546	1.172	0.108	0.121	0.106
MPO_WM483	1.522	1.166	0.100	0.117	0.148
MPO_WM483	1.539	1.171	0.106	0.120	0.119
MPO_WM482	1.526	1.170	0.105	0.119	0.113
MPO_WM483	1.542	1.171	0.103	0.120	0.139
MPO_WM482	1.556	1.178	0.112	0.125	0.103
MPO_WM482	1.539	1.170	0.106	0.119	0.116
MPO_WM482	1.545	1.172	0.106	0.121	0.124
MPO_WM483	1.532	1.169	0.105	0.119	0.118
MPO_WM486	1.535	1.169	0.103	0.119	0.133
MPO_WM482	1.520	1.167	0.101	0.117	0.139
MPO_WM482	1.529	1.168	0.102	0.118	0.138
MPO_WM482	1.525	1.168	0.102	0.118	0.135
MPO_WM482	1.536	1.170	0.104	0.120	0.127
MPO_WM482	1.553	1.178	0.112	0.125	0.100
MPO_WM482	1.551	1.175	0.109	0.123	0.115
MPO_WM483	1.550	1.172	0.105	0.121	0.134
MPO_WM483	1.532	1.167	0.100	0.118	0.148
MPO_WM483	1.532	1.172	0.106	0.120	0.117
MPO_WM483	1.544	1.172	0.106	0.121	0.124
MPO_WM482	1.530	1.167	0.101	0.117	0.140
MPO_WM482	1.562	1.177	0.112	0.124	0.101
MPO_WM482	1.554	1.175	0.110	0.123	0.105
MPO_WM482	1.550	1.171	0.107	0.120	0.114
MPO_WM482	1.545	1.174	0.108	0.122	0.109
MPO_WM482	1.529	1.169	0.104	0.119	0.127
MPO_WM483	1.535	1.172	0.109	0.121	0.098
MPO_WM483	1.547	1.174	0.108	0.122	0.118
MPO_WM482	1.554	1.172	0.106	0.121	0.129
MPO_WM482	1.553	1.175	0.110	0.123	0.101
MPO_WM482	1.533	1.169	0.103	0.118	0.134
MPO_WM486	1.520	1.166	0.098	0.117	0.157
MPO_WM482	1.547	1.174	0.108	0.122	0.114
MPO_WM483	1.557	1.175	0.110	0.123	0.103
MPO_WM482	1.548	1.173	0.106	0.121	0.122
MPO_WM483	1.532	1.168	0.103	0.118	0.131
MPO_WM482	1.517	1.162	0.096	0.115	0.158
MPO_WM482	1.531	1.167	0.101	0.117	0.139
MPO_WM482	1.562	1.174	0.109	0.123	0.114
MPO_WM482	1.539	1.170	0.107	0.120	0.104
MPO_WM482	1.521	1.166	0.098	0.116	0.154
MPO_WM482	1.551	1.175	0.110	0.123	0.109
MPO_WM483	1.547	1.174	0.110	0.122	0.097
MPO_WM482	1.547	1.174	0.109	0.122	0.107
MPO_WM482	1.542	1.172	0.104	0.121	0.136
MPO_WM485	1.562	1.178	0.115	0.125	0.080
MPO_WM482	1.532	1.172	0.106	0.120	0.122
MPO_WM482	1.537	1.169	0.105	0.119	0.122
MPO_WM482	1.516	1.166	0.100	0.116	0.140
MPO_WM482	1.538	1.172	0.106	0.120	0.117
MPO_WM482	1.530	1.168	0.102	0.118	0.133
MPO_WM482	1.516	1.167	0.102	0.117	0.129
MPO_WM482	1.534	1.168	0.104	0.118	0.122
MPO_WM482	1.532	1.170	0.105	0.119	0.117
MPO_WM483	1.546	1.174	0.108	0.122	0.119
MPO_WM482	1.549	1.174	0.109	0.122	0.108
MPO_WM482	1.543	1.172	0.108	0.121	0.106
