Population	Num	Eff_num	Ho	Hs	Gis
PTP_WM721	1.225	1.085	0.052	0.057	0.099
PTP_WM721	1.225	1.086	0.051	0.058	0.114
PTP_WM722	1.218	1.086	0.052	0.058	0.095
PTP_WM722	1.223	1.086	0.052	0.058	0.111
PTP_WM721	1.223	1.086	0.052	0.058	0.106
PTP_WM721	1.218	1.082	0.050	0.056	0.094
PTP_WM722	1.231	1.087	0.055	0.059	0.071
PTP_WM724	1.226	1.085	0.052	0.057	0.089
PTP_WM721	1.208	1.079	0.047	0.054	0.123
PTP_WM725	1.215	1.082	0.049	0.055	0.117
PTP_WM721	1.229	1.087	0.053	0.059	0.092
PTP_WM724	1.226	1.085	0.052	0.058	0.098
PTP_WM721	1.214	1.083	0.049	0.056	0.119
PTP_WM724	1.215	1.082	0.050	0.056	0.112
PTP_WM722	1.201	1.079	0.047	0.053	0.127
PTP_WM722	1.229	1.086	0.052	0.058	0.109
PTP_WM721	1.225	1.085	0.049	0.057	0.141
PTP_WM722	1.205	1.081	0.048	0.055	0.119
PTP_WM721	1.206	1.078	0.046	0.053	0.135
PTP_WM721	1.235	1.090	0.054	0.061	0.107
PTP_WM721	1.212	1.084	0.050	0.056	0.116
PTP_WM723	1.210	1.081	0.048	0.055	0.128
PTP_WM721	1.210	1.080	0.050	0.054	0.081
PTP_WM721	1.213	1.081	0.047	0.055	0.139
PTP_WM721	1.227	1.084	0.052	0.057	0.093
PTP_WM723	1.237	1.087	0.054	0.059	0.096
PTP_WM721	1.223	1.085	0.052	0.057	0.091
PTP_WM722	1.213	1.080	0.047	0.055	0.133
PTP_WM721	1.203	1.080	0.047	0.054	0.129
PTP_WM722	1.231	1.089	0.054	0.060	0.092
PTP_WM721	1.229	1.085	0.053	0.058	0.074
PTP_WM721	1.203	1.080	0.048	0.054	0.116
PTP_WM722	1.206	1.079	0.048	0.054	0.108
PTP_WM723	1.206	1.083	0.049	0.055	0.119
PTP_WM724	1.234	1.087	0.055	0.059	0.071
PTP_WM721	1.231	1.087	0.053	0.059	0.089
PTP_WM721	1.207	1.079	0.049	0.053	0.085
PTP_WM722	1.222	1.083	0.051	0.057	0.099
PTP_WM722	1.212	1.083	0.048	0.056	0.134
PTP_WM721	1.221	1.083	0.051	0.057	0.093
PTP_WM723	1.213	1.081	0.050	0.055	0.092
PTP_WM723	1.241	1.089	0.054	0.060	0.105
PTP_WM721	1.214	1.084	0.050	0.056	0.111
PTP_WM723	1.213	1.083	0.051	0.056	0.096
PTP_WM721	1.227	1.085	0.053	0.057	0.078
PTP_WM723	1.218	1.084	0.050	0.057	0.123
PTP_WM721	1.220	1.084	0.050	0.057	0.123
PTP_WM723	1.208	1.082	0.048	0.055	0.113
PTP_WM725	1.231	1.087	0.054	0.059	0.091
PTP_WM722	1.225	1.086	0.052	0.058	0.098
PTP_WM721	1.220	1.085	0.050	0.058	0.136
PTP_WM722	1.211	1.081	0.049	0.055	0.115
PTP_WM721	1.214	1.083	0.048	0.056	0.143
PTP_WM722	1.213	1.082	0.048	0.055	0.124
PTP_WM721	1.215	1.082	0.049	0.056	0.124
PTP_WM721	1.201	1.081	0.048	0.054	0.118
PTP_WM722	1.212	1.082	0.050	0.055	0.101
PTP_WM724	1.227	1.083	0.052	0.057	0.091
PTP_WM722	1.225	1.086	0.051	0.058	0.121
PTP_WM722	1.226	1.086	0.052	0.058	0.103
PTP_WM721	1.214	1.082	0.049	0.055	0.104
PTP_WM724	1.222	1.084	0.051	0.057	0.106
PTP_WM722	1.227	1.085	0.051	0.057	0.112
PTP_WM721	1.222	1.083	0.050	0.056	0.113
PTP_WM721	1.220	1.082	0.051	0.056	0.080
PTP_WM721	1.204	1.080	0.048	0.054	0.103
PTP_WM721	1.221	1.081	0.049	0.055	0.114
PTP_WM721	1.215	1.082	0.050	0.055	0.097
PTP_WM722	1.213	1.080	0.048	0.055	0.115
PTP_WM723	1.210	1.081	0.047	0.055	0.136
PTP_WM721	1.223	1.084	0.051	0.057	0.103
PTP_WM723	1.220	1.083	0.050	0.056	0.104
PTP_WM723	1.231	1.087	0.054	0.059	0.090
PTP_WM721	1.221	1.084	0.051	0.057	0.105
PTP_WM721	1.229	1.087	0.052	0.058	0.103
PTP_WM722	1.220	1.084	0.050	0.057	0.121
PTP_WM721	1.214	1.079	0.049	0.054	0.091
PTP_WM722	1.227	1.083	0.051	0.056	0.098
PTP_WM721	1.213	1.082	0.049	0.055	0.114
PTP_WM721	1.218	1.084	0.050	0.057	0.116
PTP_WM721	1.206	1.080	0.046	0.054	0.148
PTP_WM721	1.214	1.082	0.050	0.056	0.096
PTP_WM723	1.199	1.078	0.044	0.052	0.149
PTP_WM722	1.222	1.084	0.052	0.057	0.086
PTP_WM722	1.217	1.083	0.051	0.057	0.095
PTP_WM721	1.210	1.081	0.048	0.055	0.121
PTP_WM725	1.219	1.083	0.051	0.056	0.099
PTP_WM721	1.212	1.083	0.050	0.055	0.106
PTP_WM722	1.216	1.082	0.050	0.056	0.106
PTP_WM721	1.224	1.084	0.052	0.057	0.102
PTP_WM721	1.214	1.082	0.049	0.055	0.108
PTP_WM722	1.221	1.087	0.053	0.058	0.096
PTP_WM721	1.214	1.082	0.048	0.056	0.133
PTP_WM721	1.211	1.080	0.047	0.054	0.135
PTP_WM721	1.211	1.082	0.049	0.055	0.122
PTP_WM721	1.219	1.084	0.052	0.057	0.087
PTP_WM721	1.225	1.086	0.052	0.058	0.100
PTP_WM722	1.213	1.082	0.050	0.056	0.109
PTP_WM722	1.239	1.089	0.054	0.061	0.107
PTP_WM721	1.233	1.087	0.054	0.059	0.087
