Population	Num	Eff_num	Ho	Hs	Gis
STT_WM185	1.530	1.181	0.115	0.125	0.081
STT_WM183	1.524	1.183	0.116	0.126	0.083
STT_WM184	1.537	1.183	0.116	0.127	0.085
STT_WM183	1.526	1.183	0.119	0.127	0.065
STT_WM183	1.534	1.184	0.118	0.127	0.073
STT_WM186	1.504	1.177	0.110	0.122	0.095
STT_WM183	1.517	1.179	0.112	0.124	0.090
STT_WM183	1.517	1.181	0.116	0.125	0.072
STT_WM183	1.522	1.181	0.114	0.125	0.089
STT_WM185	1.546	1.189	0.121	0.130	0.069
STT_WM183	1.506	1.177	0.112	0.122	0.081
STT_WM185	1.559	1.192	0.125	0.133	0.055
STT_WM183	1.562	1.191	0.124	0.132	0.063
STT_WM186	1.502	1.177	0.109	0.122	0.104
STT_WM183	1.521	1.184	0.116	0.126	0.081
STT_WM183	1.531	1.185	0.119	0.128	0.066
STT_WM183	1.533	1.182	0.117	0.126	0.074
STT_WM183	1.540	1.187	0.120	0.129	0.066
STT_WM184	1.499	1.173	0.106	0.120	0.116
STT_WM183	1.505	1.175	0.107	0.121	0.116
STT_WM183	1.541	1.186	0.118	0.129	0.082
STT_WM185	1.508	1.179	0.112	0.123	0.092
STT_WM183	1.532	1.183	0.116	0.127	0.087
STT_WM183	1.521	1.181	0.113	0.125	0.096
STT_WM185	1.535	1.184	0.117	0.127	0.078
STT_WM183	1.535	1.185	0.118	0.128	0.079
STT_WM183	1.525	1.182	0.117	0.126	0.069
STT_WM184	1.525	1.185	0.119	0.127	0.058
STT_WM183	1.527	1.182	0.118	0.126	0.065
STT_WM183	1.502	1.176	0.109	0.121	0.100
STT_WM183	1.535	1.188	0.120	0.129	0.071
STT_WM183	1.529	1.184	0.117	0.127	0.075
STT_WM183	1.545	1.188	0.122	0.130	0.055
STT_WM184	1.530	1.186	0.118	0.128	0.074
STT_WM183	1.509	1.178	0.112	0.123	0.087
STT_WM183	1.528	1.181	0.118	0.125	0.062
STT_WM184	1.520	1.184	0.117	0.126	0.078
STT_WM184	1.562	1.194	0.128	0.134	0.050
STT_WM183	1.523	1.179	0.114	0.124	0.081
STT_WM184	1.513	1.179	0.112	0.124	0.096
STT_WM185	1.517	1.181	0.112	0.125	0.101
STT_WM184	1.516	1.182	0.115	0.125	0.081
STT_WM183	1.530	1.183	0.114	0.127	0.104
STT_WM184	1.540	1.187	0.122	0.129	0.057
STT_WM183	1.508	1.177	0.110	0.122	0.099
STT_WM185	1.514	1.175	0.110	0.122	0.097
STT_WM183	1.508	1.178	0.110	0.123	0.105
STT_WM183	1.521	1.179	0.114	0.124	0.079
STT_WM183	1.529	1.182	0.114	0.126	0.100
STT_WM183	1.515	1.179	0.112	0.124	0.096
STT_WM183	1.552	1.190	0.125	0.131	0.049
STT_WM183	1.549	1.191	0.124	0.131	0.055
STT_WM185	1.541	1.185	0.117	0.128	0.087
STT_WM183	1.531	1.184	0.117	0.127	0.076
STT_WM183	1.521	1.184	0.117	0.126	0.074
STT_WM185	1.542	1.187	0.119	0.129	0.076
STT_WM183	1.528	1.183	0.116	0.127	0.082
STT_WM184	1.511	1.180	0.113	0.124	0.089
STT_WM183	1.526	1.180	0.113	0.125	0.093
STT_WM183	1.517	1.179	0.112	0.123	0.091
STT_WM185	1.535	1.185	0.116	0.128	0.090
STT_WM185	1.530	1.184	0.116	0.127	0.086
STT_WM185	1.532	1.182	0.117	0.126	0.072
STT_WM185	1.528	1.183	0.117	0.127	0.076
STT_WM183	1.558	1.190	0.123	0.132	0.068
STT_WM183	1.520	1.182	0.115	0.126	0.088
STT_WM183	1.524	1.183	0.116	0.126	0.082
STT_WM183	1.487	1.174	0.107	0.119	0.101
STT_WM183	1.540	1.184	0.119	0.128	0.071
STT_WM183	1.517	1.181	0.115	0.125	0.080
STT_WM185	1.501	1.176	0.107	0.121	0.114
STT_WM184	1.504	1.174	0.109	0.121	0.099
STT_WM183	1.529	1.186	0.119	0.128	0.069
STT_WM183	1.542	1.185	0.117	0.129	0.093
STT_WM186	1.543	1.185	0.119	0.128	0.071
STT_WM184	1.496	1.172	0.105	0.119	0.111
STT_WM183	1.541	1.186	0.118	0.129	0.084
STT_WM183	1.536	1.185	0.118	0.128	0.075
STT_WM188	1.537	1.186	0.121	0.129	0.059
STT_WM184	1.516	1.180	0.112	0.125	0.100
STT_WM183	1.506	1.179	0.114	0.123	0.076
STT_WM183	1.542	1.188	0.122	0.130	0.056
STT_WM183	1.534	1.184	0.116	0.127	0.085
STT_WM183	1.502	1.175	0.108	0.121	0.105
STT_WM183	1.530	1.184	0.115	0.127	0.098
STT_WM183	1.519	1.179	0.109	0.124	0.119
STT_WM183	1.531	1.187	0.119	0.128	0.071
STT_WM183	1.512	1.181	0.113	0.124	0.096
STT_WM183	1.545	1.188	0.123	0.130	0.053
STT_WM183	1.530	1.183	0.118	0.127	0.071
STT_WM183	1.535	1.184	0.119	0.127	0.066
STT_WM184	1.519	1.185	0.118	0.127	0.070
STT_WM184	1.532	1.181	0.117	0.126	0.072
STT_WM184	1.542	1.188	0.122	0.130	0.058
STT_WM185	1.536	1.184	0.116	0.128	0.093
STT_WM183	1.506	1.176	0.110	0.121	0.098
STT_WM183	1.518	1.181	0.114	0.125	0.091
STT_WM183	1.549	1.189	0.123	0.131	0.061
STT_WM184	1.508	1.178	0.112	0.123	0.088
STT_WM183	1.535	1.187	0.123	0.129	0.046
