Population	Num	Eff_num	Ho	Hs	Gis
MPO_WM482	1.507	1.169	0.105	0.119	0.118
MPO_WM482	1.517	1.169	0.105	0.119	0.121
MPO_WM482	1.514	1.170	0.105	0.119	0.121
MPO_WM482	1.511	1.171	0.106	0.120	0.114
MPO_WM482	1.493	1.163	0.098	0.115	0.149
MPO_WM482	1.514	1.172	0.107	0.120	0.109
MPO_WM482	1.498	1.166	0.101	0.116	0.129
MPO_WM482	1.517	1.175	0.111	0.122	0.092
MPO_WM483	1.498	1.166	0.099	0.116	0.145
MPO_WM482	1.525	1.174	0.106	0.122	0.130
MPO_WM482	1.528	1.172	0.106	0.121	0.124
MPO_WM485	1.521	1.170	0.102	0.120	0.147
MPO_WM482	1.509	1.168	0.103	0.118	0.127
MPO_WM482	1.523	1.171	0.105	0.120	0.121
MPO_WM482	1.527	1.175	0.111	0.123	0.097
MPO_WM482	1.523	1.172	0.105	0.121	0.132
MPO_WM482	1.514	1.172	0.107	0.120	0.109
MPO_WM482	1.497	1.169	0.105	0.118	0.108
MPO_WM482	1.538	1.177	0.111	0.124	0.103
MPO_WM482	1.494	1.168	0.102	0.117	0.130
MPO_WM482	1.502	1.169	0.103	0.118	0.131
MPO_WM482	1.545	1.176	0.112	0.124	0.103
MPO_WM482	1.549	1.178	0.113	0.125	0.097
MPO_WM482	1.509	1.169	0.106	0.119	0.112
MPO_WM482	1.523	1.171	0.104	0.120	0.135
MPO_WM482	1.516	1.169	0.103	0.119	0.129
MPO_WM482	1.531	1.175	0.107	0.123	0.128
MPO_WM482	1.528	1.172	0.106	0.122	0.130
MPO_WM483	1.512	1.169	0.104	0.119	0.123
MPO_WM482	1.519	1.168	0.103	0.118	0.127
MPO_WM486	1.523	1.173	0.109	0.121	0.100
MPO_WM482	1.514	1.170	0.103	0.119	0.142
MPO_WM482	1.510	1.168	0.104	0.118	0.120
MPO_WM485	1.513	1.170	0.102	0.120	0.146
MPO_WM482	1.537	1.178	0.113	0.125	0.098
MPO_WM482	1.526	1.175	0.108	0.122	0.114
MPO_WM483	1.530	1.176	0.111	0.123	0.100
MPO_WM482	1.510	1.170	0.107	0.119	0.098
MPO_WM482	1.510	1.169	0.104	0.118	0.118
MPO_WM482	1.470	1.159	0.094	0.112	0.161
MPO_WM482	1.503	1.166	0.103	0.116	0.115
MPO_WM482	1.501	1.168	0.104	0.118	0.121
MPO_WM482	1.511	1.166	0.100	0.117	0.148
MPO_WM482	1.493	1.164	0.100	0.115	0.131
MPO_WM482	1.520	1.171	0.108	0.120	0.098
MPO_WM482	1.528	1.171	0.103	0.120	0.142
MPO_WM484	1.524	1.174	0.110	0.122	0.097
MPO_WM482	1.525	1.174	0.106	0.122	0.129
MPO_WM483	1.551	1.179	0.116	0.126	0.074
MPO_WM486	1.519	1.170	0.106	0.120	0.117
MPO_WM483	1.525	1.173	0.108	0.122	0.116
MPO_WM482	1.519	1.174	0.108	0.122	0.116
MPO_WM482	1.517	1.170	0.104	0.119	0.129
MPO_WM482	1.530	1.173	0.111	0.122	0.085
MPO_WM483	1.489	1.165	0.098	0.116	0.158
MPO_WM482	1.537	1.173	0.110	0.122	0.094
MPO_WM483	1.525	1.175	0.112	0.122	0.085
MPO_WM482	1.521	1.173	0.108	0.121	0.110
MPO_WM483	1.523	1.171	0.106	0.121	0.120
MPO_WM482	1.516	1.168	0.100	0.118	0.159
MPO_WM482	1.524	1.173	0.109	0.121	0.106
MPO_WM482	1.509	1.170	0.106	0.119	0.112
MPO_WM482	1.513	1.169	0.103	0.119	0.136
MPO_WM484	1.541	1.179	0.115	0.125	0.083
MPO_WM485	1.536	1.178	0.112	0.125	0.108
MPO_WM484	1.534	1.174	0.109	0.122	0.112
MPO_WM482	1.499	1.164	0.098	0.116	0.155
MPO_WM484	1.504	1.166	0.101	0.117	0.136
MPO_WM483	1.513	1.168	0.102	0.118	0.135
MPO_WM485	1.532	1.175	0.109	0.123	0.117
MPO_WM484	1.513	1.172	0.109	0.120	0.095
MPO_WM482	1.530	1.173	0.107	0.122	0.124
MPO_WM483	1.531	1.175	0.110	0.123	0.107
MPO_WM483	1.489	1.163	0.098	0.115	0.146
MPO_WM483	1.530	1.174	0.109	0.123	0.109
MPO_WM482	1.516	1.171	0.103	0.120	0.138
MPO_WM482	1.522	1.173	0.108	0.122	0.110
MPO_WM482	1.515	1.167	0.101	0.118	0.140
MPO_WM482	1.538	1.176	0.109	0.124	0.124
MPO_WM483	1.512	1.170	0.105	0.120	0.126
MPO_WM482	1.550	1.177	0.113	0.125	0.092
MPO_WM482	1.501	1.170	0.104	0.119	0.121
MPO_WM483	1.536	1.180	0.115	0.126	0.082
MPO_WM482	1.504	1.167	0.101	0.117	0.135
MPO_WM486	1.513	1.170	0.103	0.119	0.134
MPO_WM483	1.504	1.167	0.103	0.117	0.123
MPO_WM482	1.530	1.175	0.111	0.123	0.097
MPO_WM484	1.540	1.176	0.110	0.124	0.108
MPO_WM482	1.522	1.169	0.104	0.119	0.130
MPO_WM486	1.531	1.173	0.107	0.122	0.126
MPO_WM483	1.494	1.167	0.102	0.117	0.130
MPO_WM482	1.515	1.168	0.103	0.119	0.132
MPO_WM482	1.501	1.166	0.100	0.117	0.142
MPO_WM482	1.496	1.167	0.102	0.117	0.124
MPO_WM482	1.497	1.166	0.101	0.116	0.132
MPO_WM483	1.540	1.174	0.107	0.123	0.127
MPO_WM483	1.521	1.172	0.108	0.121	0.105
MPO_WM484	1.476	1.160	0.095	0.113	0.152
MPO_WM483	1.538	1.175	0.109	0.123	0.115
MPO_WM483	1.504	1.167	0.101	0.118	0.140
