Population	Num	Eff_num	Ho	Hs	Gis
TGCP_WM1	1.578	1.231	0.150	0.155	0.031
TGCP_WM1	1.577	1.231	0.152	0.155	0.019
TGCP_WM10	1.584	1.229	0.153	0.154	0.005
TGCP_WM1	1.562	1.227	0.151	0.152	0.004
TGCP_WM1	1.581	1.234	0.156	0.157	0.003
TGCP_WM1	1.613	1.237	0.156	0.160	0.023
TGCP_WM1	1.593	1.234	0.156	0.157	0.010
TGCP_WM1	1.589	1.232	0.156	0.155	-0.004
TGCP_WM10	1.582	1.230	0.152	0.154	0.012
TGCP_WM1	1.606	1.237	0.158	0.159	0.009
TGCP_WM1	1.596	1.229	0.151	0.155	0.027
TGCP_WM1	1.594	1.232	0.155	0.156	0.008
TGCP_WM1	1.564	1.231	0.151	0.154	0.022
TGCP_WM14	1.571	1.230	0.153	0.154	0.009
TGCP_WM1	1.573	1.231	0.154	0.154	0.003
TGCP_WM1	1.600	1.234	0.156	0.158	0.007
TGCP_WM1	1.577	1.233	0.156	0.155	-0.009
TGCP_WM1	1.611	1.235	0.155	0.159	0.025
TGCP_WM10	1.583	1.231	0.154	0.155	0.009
TGCP_WM10	1.604	1.234	0.154	0.157	0.018
TGCP_WM10	1.607	1.236	0.157	0.159	0.012
TGCP_WM12	1.593	1.230	0.155	0.155	0.003
TGCP_WM10	1.579	1.233	0.153	0.156	0.018
TGCP_WM1	1.617	1.238	0.159	0.160	0.006
TGCP_WM10	1.594	1.236	0.156	0.158	0.015
TGCP_WM1	1.569	1.226	0.150	0.151	0.007
TGCP_WM10	1.565	1.230	0.152	0.154	0.015
TGCP_WM1	1.584	1.232	0.154	0.156	0.015
TGCP_WM1	1.592	1.230	0.153	0.155	0.013
TGCP_WM1	1.591	1.230	0.154	0.154	0.002
TGCP_WM1	1.578	1.233	0.155	0.156	0.003
TGCP_WM12	1.600	1.234	0.155	0.158	0.015
TGCP_WM1	1.589	1.230	0.152	0.155	0.017
TGCP_WM1	1.580	1.229	0.151	0.154	0.017
TGCP_WM1	1.583	1.233	0.152	0.156	0.023
TGCP_WM10	1.577	1.227	0.150	0.153	0.016
TGCP_WM1	1.588	1.235	0.155	0.157	0.016
TGCP_WM1	1.599	1.234	0.156	0.158	0.011
TGCP_WM10	1.585	1.234	0.155	0.157	0.013
TGCP_WM1	1.595	1.235	0.160	0.158	-0.013
TGCP_WM1	1.569	1.230	0.153	0.153	0.001
TGCP_WM11	1.570	1.227	0.150	0.153	0.017
TGCP_WM1	1.581	1.232	0.157	0.155	-0.011
TGCP_WM1	1.608	1.235	0.156	0.159	0.017
TGCP_WM11	1.586	1.230	0.151	0.155	0.024
TGCP_WM14	1.589	1.232	0.155	0.156	0.010
TGCP_WM10	1.604	1.237	0.159	0.160	0.006
TGCP_WM1	1.601	1.232	0.153	0.156	0.023
TGCP_WM1	1.580	1.228	0.150	0.153	0.021
TGCP_WM10	1.615	1.235	0.155	0.159	0.026
TGCP_WM10	1.594	1.233	0.153	0.156	0.020
TGCP_WM1	1.588	1.231	0.153	0.155	0.015
TGCP_WM1	1.574	1.227	0.151	0.153	0.012
TGCP_WM10	1.564	1.230	0.150	0.153	0.021
TGCP_WM1	1.592	1.234	0.157	0.157	0.003
TGCP_WM1	1.601	1.235	0.157	0.158	0.006
TGCP_WM1	1.591	1.231	0.155	0.155	0.004
TGCP_WM11	1.563	1.227	0.150	0.152	0.015
TGCP_WM1	1.591	1.229	0.154	0.154	0.003
TGCP_WM11	1.594	1.236	0.159	0.158	-0.005
TGCP_WM1	1.614	1.238	0.159	0.160	0.009
TGCP_WM1	1.591	1.236	0.158	0.158	-0.001
TGCP_WM11	1.598	1.232	0.152	0.156	0.030
TGCP_WM1	1.583	1.230	0.151	0.155	0.023
TGCP_WM1	1.581	1.230	0.155	0.154	-0.004
TGCP_WM11	1.581	1.231	0.154	0.155	0.007
TGCP_WM11	1.604	1.233	0.155	0.157	0.011
TGCP_WM10	1.604	1.233	0.156	0.157	0.006
TGCP_WM10	1.582	1.230	0.151	0.155	0.024
TGCP_WM1	1.602	1.232	0.155	0.157	0.009
TGCP_WM10	1.578	1.233	0.156	0.155	-0.007
TGCP_WM10	1.571	1.229	0.150	0.153	0.026
TGCP_WM1	1.574	1.229	0.152	0.154	0.015
TGCP_WM10	1.565	1.227	0.149	0.152	0.023
TGCP_WM1	1.591	1.233	0.158	0.156	-0.009
TGCP_WM10	1.574	1.230	0.153	0.154	0.009
TGCP_WM1	1.585	1.231	0.152	0.155	0.018
TGCP_WM1	1.592	1.231	0.154	0.156	0.011
TGCP_WM1	1.598	1.230	0.153	0.156	0.015
TGCP_WM1	1.594	1.231	0.155	0.156	0.005
TGCP_WM1	1.587	1.231	0.152	0.155	0.022
TGCP_WM11	1.591	1.232	0.153	0.156	0.019
TGCP_WM10	1.584	1.234	0.157	0.157	0.000
TGCP_WM11	1.595	1.232	0.155	0.156	0.004
TGCP_WM1	1.574	1.227	0.148	0.152	0.025
TGCP_WM1	1.593	1.232	0.155	0.156	0.008
TGCP_WM10	1.610	1.238	0.157	0.160	0.014
TGCP_WM12	1.585	1.228	0.150	0.154	0.022
TGCP_WM1	1.595	1.231	0.154	0.156	0.012
TGCP_WM10	1.581	1.231	0.152	0.154	0.015
TGCP_WM12	1.604	1.235	0.157	0.158	0.006
TGCP_WM1	1.578	1.230	0.150	0.154	0.024
TGCP_WM10	1.612	1.235	0.156	0.159	0.016
TGCP_WM1	1.607	1.231	0.154	0.157	0.016
TGCP_WM11	1.601	1.237	0.158	0.159	0.002
TGCP_WM11	1.589	1.233	0.156	0.157	0.005
TGCP_WM10	1.581	1.234	0.153	0.156	0.019
